,Sno.,State Name,District Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed<br>person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:18-30yrs,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
10,11.0,NAGALAND,LONGLENG,21157,21157,1,21074,82,21079,30561,21079,30453,183,21079,30453,0,3,80,1786,1,22,20998,485039,0,194356,486847,0,0,562,333,630,338,367752,1052,0,0,0,0,0,0,0,0,0,87453,350688,48706,0,0,0,0,0,0,0,483514,4831,8423,8791,6070,2338,21079,0,0,0,0,0,20776,0,0,0,0,17128,22292,0,0,0,0,0,24356,0,0,0,0,17128,21079,0,0,0,0,0,20776,0,0,0,0,17128,244310,0,0,0,0,0,174025,0,0,0,0,68512
11,12.0,NAGALAND,MOKOKCHUNG,34413,34276,0,34092,184,33998,35001,33998,35001,683,33992,34990,0,1,184,8976,0,0,33808,1858174,8,473296,1867150,0,0,1914,666,2521,666,8139,1243,8,7,1,31455,0,0,0,0,148,13,0,92014,456645,738916,223565,288988,66861,0,0,1866989,3487,8609,8555,7950,6389,33146,7987,15133,8442,6023,1091,16639,30155,12843,31746,32362,1402,33146,7988,15133,8442,6023,1091,16639,30155,12843,31753,32368,1402,33146,7987,15133,8441,6007,1088,16637,30149,13181,31746,31011,1292,364606,56523,89420,80328,48289,2853,117001,321415,126900,343891,303004,12920
12,13.0,NAGALAND,MON,37160,37160,0,36848,312,36342,36355,36342,36354,617,36335,36344,0,7,311,12901,0,0,36024,1475108,0,461640,1488009,0,0,1695,479,2027,975,8197,1675,0,0,0,0,0,0,0,0,28,10340,51382,454298,971691,270,0,0,0,0,0,1487981,6194,9264,9994,7707,3185,36328,36330,36329,0,0,378,36329,770,35212,0,29200,25850,36328,36330,36329,0,0,378,36334,770,35214,0,29204,25850,36316,36327,36329,0,0,378,33370,770,32251,0,19190,16021,108948,363270,201862,0,0,1134,514980,3074,61116,0,153520,80105
13,14.0,NAGALAND,PEREN,24513,24513,16,24437,60,24513,24592,24513,24592,530,24511,24590,1,30,60,4100,16,1454,24435,1613433,1,259930,1618987,0,1,1304,447,2024,452,19260,916,0,0,0,0,0,0,0,0,20,1956,8174,50908,175351,149399,375065,279192,578820,0,102,1617251,2609,7819,7377,5614,1171,24484,24491,24124,22099,19038,16999,10041,6606,6182,5970,5970,0,24523,24569,24124,22099,19038,16999,10041,6606,6182,5970,5970,0,24484,24287,23956,21709,18714,16489,10041,6606,6180,5970,5970,0,294276,292380,239560,217090,186505,165136,100410,33030,30900,29850,29850,0
14,15.0,NAGALAND,PHEK,33946,33946,6,30721,3219,32925,34732,32923,34730,842,32923,34689,0,5,3163,106151,6,197,29754,884960,2,287664,991308,0,0,1329,515,1339,619,506314,3585,9,9,0,20385,0,0,0,0,495,63540,313615,566134,47524,0,0,0,0,0,0,946802,3189,8614,9048,6793,7045,32887,32828,25596,20688,12708,17733,14711,3546,15321,11004,4411,10299,33036,32830,25979,20688,12708,17733,15383,3557,15355,11004,4411,10299,32885,32828,22185,17470,11101,17680,10369,3545,15319,11004,2647,7059,328920,98490,64622,86884,55031,91721,34618,19740,108738,87959,5294,9291
15,16.0,NAGALAND,TUENSANG,45232,45229,7,38677,6545,44581,53392,44581,53392,1095,44580,53250,0,5,6522,177461,7,171,38051,1131667,3,372204,1309299,0,0,1753,884,1768,890,46334108,1450,2,2,0,9720,0,0,0,0,0,275839,391047,313155,188747,62364,50638,27509,0,0,0,1309076,11638,16083,12738,8667,4124,44577,44576,8928,6244,31733,12297,9123,11234,1047,4535,1614,6181,44579,44583,8929,6244,31750,12851,9743,11236,1047,4546,1614,6182,44577,44458,8928,6244,31327,12297,7578,11554,1047,4535,1522,5689,222890,358168,58623,36135,208043,148420,108521,80836,8655,40115,7610,31283
16,17.0,NAGALAND,WOKHA,33371,33368,14,32858,496,33233,33234,33228,33229,742,33228,33229,0,4,498,22210,14,369,32716,1312153,3,436543,1334732,0,0,1802,533,1802,544,838000,1103,7,6,1,38745,1,1,0,6210,5954,68310,150170,212428,396056,242224,97506,84827,77257,0,0,1319609,5052,9427,8117,5876,4757,27237,19313,14152,7663,26112,15154,16382,13592,22358,18283,10090,0,27237,19313,14153,7663,26112,15154,16382,13592,22358,18283,10090,0,26786,19224,13671,7637,25248,12280,15456,10743,14630,10857,10084,0,196830,150906,125273,68324,208923,104004,123993,66378,89559,112973,87569,0
17,18.0,NAGALAND,ZUNHEBOTO,37361,37361,5,29954,7402,36155,44058,35743,43646,1405,35741,42548,508,8,7039,451555,5,307,28697,1821647,12,448550,2273509,0,234,2459,836,3069,836,11644491,1046,0,0,0,0,0,0,0,0,1598,14301,16004,7575,340028,376401,309781,338588,818433,50800,0,2262801,3382,10405,11827,9260,7674,17716,13152,29364,8975,1315,21230,11661,14466,11929,5051,27837,2772,17717,13223,29482,8975,1316,21230,11661,14466,11929,5052,27837,2772,14243,12324,29616,9029,1989,21226,11661,17501,14658,5509,27831,24860,210643,169975,519206,88496,24436,229077,182765,202742,242020,64806,215043,124300
18,19.0,ANDHRA PRADESH,ANANTAPUR,872025,872025,156426,39339,676260,330409,647634,329979,646755,461808,281058,528137,50062,6807,209006,12525756,58618,3485010,13434,791965,64528,9002475,16802731,10879,2553,21436,11590,21846,11593,24148476588,453318,0,0,0,0,683644,683644,0,1840938470,128536,452992,639765,827650,1046257,1233133,1271433,1458895,4304833,888400,4550837,16504053,38171,153566,165106,118809,52484,246786,234646,202034,145662,47642,20574,20070,17748,106822,148628,165226,174592,469379,442999,374799,262065,82138,35815,35392,31546,187263,261808,288630,305227,172526,198417,188062,94979,11326,15005,20617,10994,35120,60740,84825,87420,3425588,4688389,3332045,1110301,120929,165127,221127,116405,389166,811199,1162612,1259754
19,20.0,ANDHRA PRADESH,CHITTOOR,703574,703574,188535,40437,474602,220174,375550,219713,374722,437841,187923,305934,43083,4766,117689,7116462,62801,3623562,7433,396257,58310,6452454,11136281,13570,1385,13193,7018,13194,7024,13319691962,391122,0,0,0,0,524654,524654,0,1105233332,104577,350758,467804,489159,641191,729917,640529,786768,2204125,497600,4223853,10891755,9974,69931,97127,80723,48179,118482,113471,122161,111717,73910,64152,71105,59656,90092,98995,113277,112720,188991,181708,195241,175465,113270,98507,107695,88467,136571,149251,168997,169072,90342,104735,99838,71172,28286,40263,35627,26922,41888,51538,70110,66521,1785176,2197930,1645294,884972,297231,447840,436845,314641,545588,642294,1005706,932764
20,21.0,ANDHRA PRADESH,CUDDAPAH,601583,601583,147611,20388,433584,227950,404641,227412,403629,306106,200593,337637,24865,4006,142282,7595509,53568,2877945,4743,252744,56157,6800561,10726198,7673,715,12797,4654,13049,4656,6273004484,237913,0,0,0,0,381621,381621,0,948593141,118036,374216,533841,681992,820183,916647,940112,991588,2604283,367600,2377700,10484176,21790,85577,103435,85160,41601,152442,137412,154317,118851,84412,37800,33847,22246,47150,63211,100734,131174,260311,233710,261667,195687,135480,58552,53004,33588,72756,98614,155631,205917,135764,141456,120058,70138,28908,19206,16190,8271,19909,26110,57862,76319,2764222,2751001,1727944,709362,254732,182885,146343,74223,201902,230497,700749,981363
21,22.0,ANDHRA PRADESH,EAST GODAVARI,947416,947416,259264,72725,615427,317412,494299,317167,493866,528786,333555,513290,23949,10547,176502,6429308,115736,5093796,41317,2407688,73795,7425404,13930792,8579,6928,17699,7986,17748,8011,12780949701,305325,0,0,0,0,721133,721133,0,1531408974,280142,929145,1137340,1364244,1428049,1374511,1271761,1195548,2257335,244000,2448717,13395117,40519,131754,140467,117875,82673,162696,163995,229951,146175,42374,22483,12390,11679,43013,86636,134186,177776,240737,244458,344892,211001,59109,32188,17303,16044,56194,115930,183318,249208,154641,227444,228555,117609,34994,17373,12003,12912,31172,50939,99945,138999,2160128,3736135,3140613,1033227,322427,130791,84465,99560,237939,404958,1017222,1563322
22,23.0,ANDHRA PRADESH,GUNTUR,717481,717481,230474,55641,431366,261185,470239,258493,465445,218349,244842,426151,7404,3987,138994,4191975,87012,2803331,18836,732259,48375,4138642,7727565,2464,1088,9209,3202,9237,3205,3730387346,222781,0,0,0,0,732452,732452,0,850067033,285182,949210,1023030,1018205,910457,774614,622820,525207,777270,66000,775570,7145847,46880,129182,124438,83170,42690,123612,163862,150793,87823,25326,7045,3306,2382,12725,26947,44376,54811,215272,293559,264233,150535,42400,11842,5549,3860,20143,43347,70484,88159,92773,186773,129141,56363,11170,8683,4022,2910,9462,19205,31424,33967,1314408,3139391,1631580,457701,94186,70804,34640,23562,89008,183640,322137,366508
23,24.0,ANDHRA PRADESH,KRISHNA,574419,574419,217430,24786,332203,260594,479695,259328,477433,216040,215390,372502,7099,4797,118617,3536292,88089,2754215,8684,390929,22275,3775503,6681436,2813,874,7451,2070,7578,2071,3518322589,225908,0,0,0,0,578804,578804,0,691674299,299621,744632,843677,814474,760014,671975,511351,464741,774906,64300,731745,6122702,50740,113514,106243,66142,35863,163395,173897,179204,124286,26909,12712,7090,4912,22014,34479,50929,74081,291886,311464,320764,221061,46243,21643,11933,8517,36607,56126,82282,122819,107569,145444,128713,65566,10781,5316,2727,3491,9790,16293,26077,36312,1621107,2114776,1382462,470623,80542,41762,22396,28178,88824,154035,298130,378601
24,25.0,ANDHRA PRADESH,KURNOOL,800939,800939,194330,19444,587165,348780,722318,348708,722159,344036,282666,545670,19807,5463,199871,8888484,75988,3445096,6807,364924,101472,7105598,12698504,5974,979,14527,4567,14766,4577,8595084121,499975,0,0,0,0,563379,563379,0,987038992,210888,685408,947825,1193515,1264707,1295798,1255029,1249593,2339551,205000,2051190,12273392,79431,179325,148846,98237,40270,276209,275974,210556,100895,21860,6490,3017,2825,58067,136284,164995,197542,557947,558187,413962,191325,40046,11970,5355,5436,109978,256214,306248,371953,192151,204984,139707,51330,9703,12138,3506,3765,12662,36077,56664,77871,3715776,3955404,1990517,425972,80637,113520,42443,44392,139323,416035,715935,1058538
25,26.0,ANDHRA PRADESH,NELLORE,551773,551773,186013,72847,292913,232536,417815,231611,416118,226115,191846,322386,14556,3390,105621,4500357,71725,3027449,14500,584232,51685,4681054,8112038,6055,1240,8662,4931,8983,4937,6332376617,216785,0,0,0,0,425699,425699,0,656903843,183845,504239,620748,701871,773827,784761,723647,717319,1498904,129200,1473677,7756499,26186,86145,94182,74085,41787,121579,140974,131077,119548,114037,75956,90058,54661,48379,54728,90469,109749,210042,245797,226005,204995,195316,127932,150865,88539,78904,88577,147029,181883,82516,103082,95802,75180,50801,38304,44137,23163,25937,26142,45903,50662,1261902,1716909,1284944,774978,489205,390661,431904,215549,264332,237962,486377,557236
26,27.0,ANDHRA PRADESH,PRAKASAM,722932,722932,216627,35156,471149,355176,658712,354267,656934,505472,345791,615202,19282,5370,225259,9163437,108813,4618892,11719,462041,83870,8456672,14244370,7164,792,15110,6986,15140,6987,8949094657,393274,0,0,0,0,868934,868934,0,1382734879,246277,1002817,1174423,1457457,1595416,1567794,1422305,1288679,2315933,210200,1963069,13717767,71085,173115,169665,132356,69565,235372,224532,162401,175891,97109,58751,33464,20651,49912,56315,73556,154596,423980,405797,279749,303104,165155,99412,55815,34385,86807,96511,122114,264153,213988,256960,131503,75549,21312,16721,14072,9750,22475,41562,59495,97313,4142868,5231256,1457690,648369,189597,155413,133861,100073,231237,388481,570560,994960
27,28.0,ANDHRA PRADESH,SRIKAKULAM,637902,637902,67888,47240,522774,398309,717209,397777,716222,609181,372338,635081,120671,9938,298856,22489348,40051,3290778,33431,2903011,75280,18112451,28683137,15184,14247,29692,7374,29693,7375,13859614678,347088,0,0,0,0,751341,751341,0,2564575348,85518,373453,619447,902437,1247030,1660762,1921361,2136039,4428380,319700,14989010,28495747,69631,158878,174523,140031,92018,325044,313900,304382,243734,154933,80032,58753,52811,115046,248457,329353,361115,560868,539254,510556,398917,251770,126623,94475,84088,189602,424155,567447,622443,303929,309193,238152,101196,30608,13670,5667,5510,19530,98054,220117,277355,7506173,7410550,2667435,858657,218909,96318,41056,40142,161433,900800,3531337,5250244
28,29.0,ANDHRA PRADESH,VISAKHAPATANAM,570073,570073,44726,180597,344750,209673,370117,209418,369749,425291,299340,554009,65922,6290,164738,10575195,19062,1186708,115540,6803329,74859,10541771,18565232,4505,21918,21145,4688,21145,4688,14169091228,335644,0,0,0,0,678903,678903,0,1893708441,123693,463168,714954,896184,1137365,1328420,1287217,1495794,3732059,1081700,6304678,18272822,86642,174972,159541,96870,35978,135510,130375,159275,144547,54555,18132,6440,2381,74589,128969,138244,154877,227361,217954,268173,238801,85353,28090,10222,3681,115573,203204,210156,244083,169167,177664,180820,133975,36706,22024,11030,6542,45985,85022,137872,166608,3139390,3573027,3082881,1689200,361873,244504,130919,75786,505005,924840,2041067,2796584
29,30.0,ANDHRA PRADESH,VIZIANAGARAM,588278,588278,68194,70163,449921,341628,636278,332598,620480,572470,356121,629426,133227,12390,271452,22647978,40899,3679138,43770,3341599,94258,17767604,29668715,18181,14391,29641,4157,29661,4162,12488396204,263534,0,0,0,0,556456,556456,0,2234869649,68105,242230,475233,743796,1135422,1494982,1816262,2131171,4375804,303300,16882410,29523784,50326,150851,184557,158282,85410,283232,259249,277035,149481,47446,12359,3633,840,25922,166211,261390,275768,506512,460900,491061,252163,75322,19634,5289,1206,41124,288196,462687,479942,285065,302141,278416,77707,27256,18948,4880,3079,24211,144213,262263,277398,5924110,7017941,4355324,672851,193719,127408,38919,26530,273764,1518059,4844698,4675392
30,31.0,ANDHRA PRADESH,WEST GODAVARI,595465,595465,207945,31153,356367,201114,350663,198583,346601,228115,171141,281097,9322,3200,91452,2572881,67460,2451616,12229,544925,34077,2917455,5569422,4943,1276,6226,3291,6226,3296,4545762939,206496,0,0,0,0,537606,537606,0,569651093,251655,610244,565593,532624,522703,469216,412253,390826,756538,69700,988070,5119853,47174,83137,75763,47435,27588,74574,109244,142638,70424,24295,8920,5696,4085,34223,43565,66170,101396,132953,189798,241877,119164,39893,13795,8801,6458,53854,69406,107220,165207,46757,108390,108080,38101,12212,6678,3945,3139,8589,12313,34021,55514,743494,1592926,1464250,303098,105669,59192,32909,26145,76024,121491,401911,642313
31,32.0,ARUNACHAL PRADESH,ANJAW,6394,5027,0,4958,69,4499,4616,4495,4607,1281,4422,4528,0,0,44,1291,0,0,4378,144044,0,60303,145335,0,0,230,104,233,106,920,196,4457,4457,0,22442961,2,2,0,15992,8,10538,14711,100495,19102,481,0,0,0,0,0,145184,616,1229,1129,845,709,0,0,0,0,7,0,0,4468,0,700,3516,200,0,0,0,0,7,0,0,4532,0,700,3516,200,0,0,0,0,7,0,0,4287,0,665,3235,187,0,0,0,0,105,0,0,65209,0,16254,61034,2733
32,33.0,ARUNACHAL PRADESH,CHANGLANG,12209,12155,0,9671,2484,8188,9237,8151,9134,939,8091,8932,1,12,1636,32790,0,0,6455,158608,0,43525,191398,0,1,414,222,414,224,801179,618,6510,5799,711,26872468,2581,2554,27,5026024,2130,80357,36190,32196,22110,4556,4015,3002,6740,0,102,177972,671,2756,2580,1852,1073,0,0,0,0,0,0,309,7633,523,151,42,0,0,0,0,0,0,0,310,8524,603,177,42,0,0,0,0,0,0,0,309,7674,4713,188,57,0,0,0,0,0,0,0,5334,125957,55946,2762,1399,0
33,34.0,ARUNACHAL PRADESH,EAST KAMENG,15594,15232,2,15055,175,12203,12203,8797,8797,181,6803,6803,0,1,90,1040,1,11,6712,74587,1,19497,75638,0,0,141,39,220,75,1190,789,1,1,0,0,2,2,0,4111,17853,57785,0,0,0,0,0,0,0,0,0,952,554,1830,2318,1645,456,206,0,0,0,0,1,7739,5244,312,0,0,0,206,0,0,0,0,1,7739,5244,312,0,0,0,0,0,0,0,0,0,4199,3707,104,0,0,0,0,0,0,0,0,0,42256,33021,361,0,0,0
34,35.0,ARUNACHAL PRADESH,EAST SIANG,10583,10560,18,9392,1150,9984,10207,9150,9289,2073,8687,8799,2,3,1074,32147,13,459,7600,211869,5,76464,244475,1,1,330,181,330,183,315300,739,4495,4491,4,13813605,0,0,0,0,138,60863,91096,26730,15390,48072,0,0,1974,0,212,243567,522,2077,2572,2106,1551,0,0,0,2204,0,5070,4037,9900,1031,1031,1060,0,0,0,0,2208,0,5070,4038,10024,1031,1031,1060,0,0,0,0,2085,0,5078,3985,8573,2021,1027,0,0,0,0,0,14200,0,36514,23403,124953,30000,15405,0,0
35,36.0,ARUNACHAL PRADESH,KURUNG KUMEY,19934,19482,4,18700,778,14018,14085,13878,13943,1724,13786,13851,1,8,705,15782,3,60,13078,343753,3,93769,359595,0,1,644,380,652,424,5018571,1518,2914,2914,0,15010879,27,27,0,69039,506,143024,79851,48949,24728,10040,21092,292,31012,0,101,356480,1074,3886,4444,3303,1144,5627,9015,2064,5426,5235,5748,4488,1806,1282,242,2244,0,5630,9016,2064,5426,5235,5748,4489,1806,1282,247,2244,0,5325,10183,2454,261,5184,1900,2822,1839,199,128,0,0,80313,137426,17606,3824,20122,28443,38306,27512,4090,1953,0,0
