,Sno.,State Name,District Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed<br>person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:18-30yrs,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
10,11.0,NAGALAND,LONGLENG,21175,21175,1,21092,82,21079,26618,21079,26633,439,21079,25973,8394,3,82,7471,1,100,20996,1603677,0,265154,1611248,1,8335,1894,1172,1901,1186,6319,807,0,0,0,0,0,0,0,0,2441,4026,4993,7369,14713,126658,467713,7154,136750,838800,631,1606735,4608,6932,7283,5355,1795,19471,10895,10934,19863,16595,19862,19277,6294,16327,16057,16383,18076,19471,10895,10934,19863,16693,19863,19277,6294,16328,16057,16811,18711,19471,10895,10934,19863,16595,19862,19277,6294,10331,9709,10035,18076,184630,94791,81266,139041,145164,208921,178505,58037,103320,126217,114485,176871
11,12.0,NAGALAND,MOKOKCHUNG,32404,32404,0,32272,132,31673,36031,31673,36031,1111,31673,36022,21558,1,119,9043,0,0,31554,3067286,8,823895,3076329,0,21554,3619,2040,3630,2049,13173,1788,26098,9551,16547,0,0,0,0,0,0,1000,0,0,1398,5228,7158,25153,880321,2153000,3071,3075489,5034,8858,8437,8280,5413,18169,29497,19378,14880,23637,23254,13349,20408,11924,13846,21094,19505,18284,29828,19378,14893,24776,23254,13349,20865,12125,14221,21110,20640,18169,29497,19378,14880,23637,25133,13650,21890,13228,15461,23067,20687,215412,399666,319423,244759,479755,385250,160909,207067,133170,123970,205760,201188
12,13.0,NAGALAND,MON,36983,36983,1,36855,127,36595,36605,36595,36605,915,36595,36602,0,7,127,8945,1,76,36467,2768839,0,866517,2777860,0,0,3242,1748,3278,1826,12033,2042,121,103,18,0,0,0,0,0,0,120,10850,31,48064,88810,272910,1435220,921855,0,0,2777860,7683,9316,10031,7097,2475,0,33545,33536,0,0,0,0,6054,36152,36152,36592,31170,0,33545,33536,0,0,0,0,6054,36161,36155,36595,31170,0,33545,33536,0,0,0,0,6054,36152,36152,36592,31170,0,541420,438482,0,0,0,0,37519,433776,445817,731900,148946
13,14.0,NAGALAND,PEREN,23069,23069,13,23009,47,23045,23046,23045,23046,834,23045,23046,15922,30,45,3880,13,1252,22987,1958766,1,307438,1963898,12,15878,2317,1122,2317,1125,14123,776,0,0,0,0,0,0,0,0,0,0,0,0,0,371698,0,0,0,1592200,0,1963898,3414,7377,6734,4707,814,23045,23045,23045,23045,23045,23045,15922,15922,15922,15922,15922,15922,23045,23045,23045,23045,23045,23045,15922,15922,15922,15922,15922,15922,23045,23045,23045,23045,23045,23045,15922,15922,15922,15922,15922,15922,276280,228704,231752,115225,115225,231310,192067,192067,190204,63688,63688,63688
14,15.0,NAGALAND,PHEK,30979,30979,4,27824,3151,30474,31978,30474,31978,1445,30474,31978,19908,1,2997,298793,4,400,27473,2686551,1,850191,2985744,4,17024,2484,1684,3524,1769,11019,3019,8982,6642,2340,0,0,0,0,0,28,0,0,0,0,0,0,10422,984393,1988500,2401,2985716,3649,8186,8319,5866,5958,30275,30273,30471,30471,30468,25324,30032,30142,30471,30468,28979,26458,30278,30274,30472,30913,30477,25325,30035,30143,30472,30470,28985,26469,29990,30273,30471,30471,30467,25324,29997,30142,30471,30468,28797,26108,270750,217540,230001,319976,231118,199859,280754,371469,268051,317005,126408,152813
15,16.0,NAGALAND,TUENSANG,39515,39515,6,33004,6505,38302,38311,38302,38311,2621,38302,38311,422,3,6456,519850,6,535,31840,2546938,3,543306,3067323,0,184,3320,1927,3619,1927,18386526,4349,3126,3126,0,0,0,0,0,0,0,0,0,0,4510,13456,187611,1284494,1535052,42200,0,3067323,7050,10942,9848,7371,3100,23641,21714,34006,34308,21110,16095,10057,13538,16658,29845,22640,18124,23641,21714,34006,34316,21110,16095,10057,13538,16658,29845,22640,18124,23641,21714,34006,34308,21110,16095,10057,13538,16658,29845,22275,18124,331318,312224,516618,361852,152507,154677,112417,94580,211791,424591,309526,85222
16,17.0,NAGALAND,WOKHA,26874,26874,14,26405,455,26816,26853,26786,26823,1307,26786,26823,1571,3,456,36068,14,1117,26316,2074262,3,671854,2111447,0,1555,2445,1646,2492,1657,17087,3281,25100,19540,5560,0,1,1,0,0,47,201,462,13070,9077,124438,311815,517823,977414,157100,0,2111288,3765,7436,6413,5188,4017,26805,14365,23686,14680,22829,24378,16098,5808,13147,13254,12245,4265,26808,14365,23687,14690,22835,24381,16099,5815,13147,13263,12246,4265,26770,14345,23650,14679,22799,24362,15624,5808,12805,13254,12233,4265,148264,135356,371615,189891,329569,307028,168812,64271,129909,123097,105807,37828
17,18.0,NAGALAND,ZUNHEBOTO,35671,35671,4,27633,8034,32827,33809,32788,33770,1254,32788,33769,5670,3,7802,515848,4,274,24982,1290598,13,294852,1806720,2,3355,2090,452,2125,867,8510,2170,0,0,0,0,0,0,0,0,0,177,12702,771748,35059,2142,62796,86275,268821,567000,0,1806708,2660,8247,9261,7163,5818,30103,23998,14103,3131,1343,6769,7161,4892,2528,2086,2552,1902,30305,24253,14200,3131,1343,6769,7161,4892,2528,2086,2552,1902,29941,29825,13659,3435,1343,6768,7161,4892,2528,2086,2552,1902,754729,339477,184118,30886,33369,95730,107114,72125,59465,57611,54370,17726
18,19.0,ANDHRA PRADESH,ANANTAPUR,784970,784970,139523,36194,609253,0,0,0,0,196138,237063,452942,76748,4042,171748,12922225,52874,4940672,12441,1145542,55707,10121464,19008439,0,0,20668,4981,20668,4981,20493091766,142725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,20.0,ANDHRA PRADESH,CHITTOOR,606563,606563,166068,34774,405721,0,0,0,0,198223,166905,280798,39522,3324,98367,6337948,61119,4156223,7419,444216,55188,6287390,10938387,0,0,10480,7796,10480,7797,14263045045,178314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,21.0,ANDHRA PRADESH,CUDDAPAH,502095,502095,126085,16678,359332,0,0,0,0,170295,169083,288477,39570,2208,117558,7366702,47607,3655127,3918,298326,47766,7095536,11320155,0,0,11251,3153,11251,3154,6205327302,80936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,22.0,ANDHRA PRADESH,EAST GODAVARI,802422,802422,220814,65790,515818,0,0,0,0,203651,280077,442317,42763,7495,136135,5363509,102053,5200781,41889,4054293,67878,7711158,14618583,0,0,15410,5768,15436,5768,8449990956,108217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,23.0,ANDHRA PRADESH,GUNTUR,550455,550455,183248,42140,325067,0,0,0,0,97727,176056,298456,14216,1719,96604,3426630,66253,2546230,13091,912966,36188,3597794,6885826,0,0,7506,3093,7581,3093,4430516651,75745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,24.0,ANDHRA PRADESH,KRISHNA,468300,468300,186822,20131,261347,0,0,0,0,101738,181554,316056,15439,3178,94865,3324278,80116,3129799,6573,408729,20656,3785617,6862806,0,0,7045,1760,7057,1760,4301856579,87237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,25.0,ANDHRA PRADESH,KURNOOL,688862,688862,168571,16767,503524,0,0,0,0,242075,251871,529169,68417,3885,173967,12118651,71032,5619703,6734,695743,95592,10125155,18434097,0,0,17889,5633,17889,5633,13709507753,164401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,26.0,ANDHRA PRADESH,NELLORE,468880,468880,162615,59977,246288,0,0,0,0,115728,177713,305982,26696,2327,94477,4636923,70519,3938249,12717,660534,47709,5196743,9235706,0,0,9021,2238,9055,2238,6015860798,94090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,27.0,ANDHRA PRADESH,PRAKASAM,543040,543040,168141,25299,349600,0,0,0,0,173628,252110,462238,49544,3171,162052,9169993,81739,5479631,8143,788034,68225,9237165,15437658,0,0,13752,3315,13824,3315,9143512298,104309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,28.0,ANDHRA PRADESH,SRIKAKULAM,533783,533783,56778,40756,436249,0,0,0,0,171772,287072,483394,47302,6102,224190,10712603,32835,2290650,30047,3315057,65099,10146856,16318310,0,0,15127,4531,15127,4531,7932771560,120700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,29.0,ANDHRA PRADESH,VISAKHAPATANAM,458135,458135,32834,162381,262920,0,0,0,0,263548,262650,507842,70479,4567,129016,7455506,16784,1198844,116850,10506454,66886,10082150,19160804,0,0,20998,5131,20998,5131,9001509789,147028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,30.0,ANDHRA PRADESH,VIZIANAGARAM,508111,508111,59579,62497,386035,0,0,0,0,227983,299838,550773,122766,7300,223502,18719685,35454,4424835,40882,4693819,85776,16357980,27838339,0,0,23744,4508,23744,4508,9134963975,145010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,31.0,ANDHRA PRADESH,WEST GODAVARI,250854,250854,97143,17129,136582,0,0,0,0,115175,172180,286312,17828,2822,91200,2914813,68114,3087029,12866,1040465,34476,3658558,7042307,0,0,7317,2760,7321,2760,4442513799,70020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,32.0,ARUNACHAL PRADESH,ANJAW,4518,4514,1,4469,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,92,4344,4344,0,0,84,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,33.0,ARUNACHAL PRADESH,CHANGLANG,11856,11854,0,9448,2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6214,5518,696,0,4281,4255,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,34.0,ARUNACHAL PRADESH,EAST KAMENG,14963,14785,2,14616,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,143,0,0,0,0,12119,12089,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,35.0,ARUNACHAL PRADESH,EAST SIANG,9916,9844,20,8690,1134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6496,6496,0,0,2058,2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,36.0,ARUNACHAL PRADESH,KURUNG KUMEY,13924,13884,3,13179,702,11518,12588,6465,6465,3,2381,2381,0,0,3,18,0,0,2378,14466,0,3686,14484,0,0,3,0,3,0,101,191,0,0,0,0,14103,12851,1252,252756,14484,0,0,0,0,0,0,0,0,0,0,0,400,800,651,369,161,0,0,0,0,9341,2229,0,0,0,0,0,2876,0,0,0,0,9342,2260,0,0,0,0,0,2895,0,0,0,0,324,0,0,0,0,0,0,0,0,0,0,0,2142,0,0,0,0,0,0,0
36,37.0,ARUNACHAL PRADESH,LOHIT,15621,15614,10,6853,8751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5377,5377,0,0,8057,7931,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,38.0,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,6046,6010,16,5571,423,578,580,103,103,6,103,103,0,1,17,51,1,3,85,255,88,99,309,0,0,0,0,0,0,626,102,1813,1805,8,0,4116,4069,47,36462,309,0,0,0,0,0,0,0,0,0,0,0,6,21,37,23,16,0,0,0,1,468,0,0,199,0,0,0,26,0,0,0,1,470,0,0,199,0,0,0,26,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,309,0,0,0,0,0,0,0
38,39.0,ARUNACHAL PRADESH,LOWER SUBANSIRI,18516,18377,18,18069,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,0,0,12226,12221,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,40.0,ARUNACHAL PRADESH,PAPUM PARE,12182,12181,5,11907,269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3291,3118,173,0,6900,6725,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
