,Sno.,State Name,District Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed<br>person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:18-30yrs,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
10,11.0,NAGALAND,LONGLENG,21170,21170,1,21087,82,17387,27532,17383,27528,1378,17382,27527,2,2,64,3957,1,93,17317,1236134,0,294515,1240184,0,2,664,432,664,432,3487,991,4160,4156,4,8257908,0,0,0,0,1620,365,75,68,15146,398773,143741,59314,620882,200,0,1238407,3054,7204,7759,6409,3101,17085,17005,17131,17125,3425,17129,17127,0,17128,17120,17130,15420,18569,17585,17131,17128,3428,17133,17130,0,17449,17125,17133,15420,17083,17005,17129,17125,17123,17127,17127,17127,17128,17112,17130,15293,162582,157174,106830,49602,83858,74403,49604,49604,28343,167656,164176,146352
11,12.0,NAGALAND,MOKOKCHUNG,35739,35665,0,35340,325,35239,44332,35239,44190,1465,35218,44095,858,1,323,14740,0,0,34895,2072574,5,627576,2087314,0,858,965,487,965,487,5446,1196,864,858,6,1959904,0,0,0,0,3185,15170,33677,111706,274242,466791,405412,198638,492691,85700,102,2083897,3742,11069,11100,9726,8458,33494,29062,24363,22325,20762,20000,17956,15279,23104,26778,25647,18510,33658,31410,24414,22380,20770,20083,18019,15280,23221,26780,25647,18510,33468,29060,24133,22209,20736,19957,17938,15635,23070,26770,25633,16056,304876,277658,172764,164005,114088,92154,92976,89709,151986,235863,257973,133262
12,13.0,NAGALAND,MON,37732,37732,0,37420,312,37459,37721,37459,37721,1332,37423,37672,0,7,311,25381,0,0,37112,2542924,0,795887,2568305,0,0,1472,559,1472,559,6536,1381,2268,2267,1,8050850,0,0,0,0,29,11,0,0,375216,70044,28519,1612994,481492,0,0,2568265,4402,9423,9877,8599,5371,37418,37415,37407,37404,37405,37405,37453,37413,37458,37446,37401,2046,37418,37548,37428,37404,37405,37405,37453,37413,37458,37459,37401,2046,37405,37406,37405,37404,37405,37404,37404,37413,37307,37396,37400,0,310861,409411,417119,139466,185661,141732,65525,88548,71663,333138,405181,0
13,14.0,NAGALAND,PEREN,25766,25766,17,25677,72,25765,26793,25765,26701,3357,25765,26277,607,31,72,5071,17,1081,25676,1900803,1,292273,1906955,0,606,1292,314,1292,314,14891,1725,3571,3568,3,13413412,0,0,0,0,0,564,1434,2128,36083,394292,363317,14742,1033685,59700,1010,1906391,2155,8232,7823,6363,1704,25593,25599,25572,25458,25701,25657,25675,23180,24264,15719,25734,25310,25593,25599,25572,25468,25782,25669,25675,23181,24522,15719,25966,25320,25593,25600,25572,25121,24831,25322,25574,22944,19080,25110,25733,25238,201172,241733,245594,164841,159811,118835,83760,69808,19102,261534,267260,73505
14,15.0,NAGALAND,PHEK,33862,33862,7,30665,3190,33831,42099,33831,42099,2487,33830,41637,0,18,3189,143532,7,317,30634,1306106,40,433797,1449955,0,0,618,410,618,410,436647,2642,2915,2915,0,5783793,0,0,0,0,91,88,5161,565982,568715,96689,211581,1567,81,0,0,1449827,3393,11017,10588,8082,8557,33811,33824,33820,33829,33799,33796,29607,28541,28498,33824,33828,20358,37652,36398,35978,34963,34582,33810,29687,28666,28629,35141,35212,20493,33794,33807,33814,33822,33779,33783,28892,27767,26389,33809,33818,13135,138570,223808,171171,138674,71832,71826,44186,32975,29523,215848,251740,59802
15,16.0,NAGALAND,TUENSANG,48527,48527,7,41948,6572,47905,72383,47905,72383,3583,47905,72276,0,4,6569,334575,7,272,41329,1919576,3,776480,2254423,0,0,1220,726,1220,726,73883913,1842,344,344,0,794437,0,0,0,0,10,54,108846,637396,552624,151648,564803,177865,61177,0,0,2254391,13878,23456,17378,11516,6048,46876,47892,19095,47340,23844,47896,30842,23111,23584,46167,46416,23888,47426,53616,19115,49087,23857,48449,30878,23172,23589,49448,49944,24013,46744,47822,19083,47339,32399,47893,30831,22970,23555,46148,46412,23545,314479,380905,106170,178826,93620,180133,60032,60044,47900,337648,419693,74973
16,17.0,NAGALAND,WOKHA,37983,37983,16,37413,554,38200,38339,38200,38339,2043,38184,38317,0,6,558,27605,16,799,37610,1931125,4,690562,1959529,0,0,1502,328,1502,328,274899,2601,1921,1918,3,7176548,1,1,0,5739,844,13229,13644,105285,810147,532492,116329,273949,93610,0,0,1957153,5449,11077,9576,6579,5636,37976,37980,34034,33392,33396,37099,34815,37127,36328,36563,37965,37637,37989,38085,34041,33400,33401,37099,34817,37127,36329,36564,37968,37637,37214,37245,33790,31662,32231,35646,33137,35284,35251,34724,37754,35883,211933,364701,243578,112266,160580,81056,40034,40143,40902,255225,284107,125004
17,18.0,NAGALAND,ZUNHEBOTO,37679,37679,0,37524,155,35028,53627,35023,53621,3776,34705,52858,0,7,99,1155,0,0,34606,1563421,13,524914,1564576,0,0,951,572,951,572,12631381,1187,1102,1102,0,1487361,0,0,0,0,6879,16206,124707,221849,402487,320515,217569,203689,50675,0,0,1555407,3252,13015,14945,11847,9799,33437,25201,33001,28589,29533,20171,30987,11637,29730,16741,32834,24792,36123,25217,33062,29708,29688,20172,31223,11637,29874,16741,32919,24795,33144,31353,33489,27706,27816,25589,21549,23150,22144,21176,22925,16044,216078,230188,214233,122425,148980,95310,44649,31895,42023,148704,191899,78192
18,19.0,ANDHRA PRADESH,ANANTAPUR,796804,796804,145585,36053,615166,341104,649704,334847,636939,763127,294308,536144,91604,7157,222492,17086528,57719,4102514,14097,1069560,64317,11934655,22258602,16438,4492,32562,22342,32565,22345,464685,278340,290464,289893,571,1550145442,451806,451806,0,1200873640,128519,392347,624882,778294,967182,1148535,1147671,1321189,2737136,247500,12761154,21972373,36472,136797,165467,124558,65828,240374,235606,215513,178735,229111,161015,89806,51667,89229,79895,112761,98639,440744,429856,388930,315658,415681,286305,156895,87722,156360,137795,196441,168681,162681,176451,171863,132732,157688,93252,67656,41932,51091,74242,122958,110349,3390258,3229936,2934104,1899609,2573904,1170520,905232,516786,667489,1058013,2255552,1653006
19,20.0,ANDHRA PRADESH,CHITTOOR,656524,656524,176306,35588,444630,230543,385417,227861,380511,472719,203008,327154,51076,4720,129580,8450210,65135,3923331,8293,472616,61595,7525540,12846157,14765,1781,18541,14772,18543,14773,234073,316169,194993,194576,417,884127614,306940,306940,0,584136754,137238,400411,514034,575804,670751,748302,685413,757860,1506708,275000,6588518,12570941,11050,67494,101530,86309,57438,135886,143030,137655,134085,132317,117804,103020,73787,73975,74358,93734,104628,210548,222519,213444,205030,203893,180139,156177,109735,110556,110735,141419,158941,93743,106884,104171,95225,90223,73726,60189,32114,39149,40759,78079,76261,1652988,1825537,1698233,1333699,1265558,970493,767097,318195,455132,431070,1148354,993683
20,21.0,ANDHRA PRADESH,CUDDAPAH,564970,564970,136532,17920,410518,235735,404552,232522,398438,304101,196805,316262,37388,3786,142539,8397262,49987,2983856,4279,255965,52949,7341734,11637083,10595,942,16443,12123,16444,12124,145186,194975,141113,140636,477,676055073,308434,308434,0,671891142,113372,313017,495836,643453,787662,883830,921117,932261,1880552,389400,4408995,11549507,16600,71748,99134,84021,43299,160723,176436,173862,128551,122781,63815,28405,12188,10569,24000,169126,131869,262092,288662,280290,199912,193622,98425,43700,18107,16149,37533,274612,211495,111706,136842,136483,90645,76405,37146,17039,6311,7953,14045,63286,70339,2260637,2602017,2290926,1132395,937417,365620,158840,58049,80580,136033,851361,895620
21,22.0,ANDHRA PRADESH,EAST GODAVARI,776137,776137,215973,95580,464584,354382,552337,349697,543471,555558,345288,523027,26073,10389,175717,7092472,113523,5028748,56048,3146710,71680,8171088,15267930,8170,7294,21029,14472,21030,14472,250967,218229,160456,160136,320,637566313,553902,553902,0,987725228,295261,818566,1183956,1345425,1400146,1342087,1288087,1270307,3430673,1668100,1210514,14684338,31085,129718,144490,124746,88294,185269,269126,265200,122045,83604,60080,68819,53552,68755,72330,231345,220563,269108,400280,389199,166560,111087,76581,87165,69125,89751,94680,326748,311719,147659,235584,235551,96299,46412,37053,41632,35454,42599,48364,144704,165105,2070404,3542015,2699770,914686,439342,309838,350286,337995,438841,401594,1840238,1908113
22,23.0,ANDHRA PRADESH,GUNTUR,756146,756146,234706,57725,463715,313895,559760,309536,551738,193306,256077,436852,8488,3815,148343,4550006,92241,2913796,15493,553795,44522,4304921,8017597,2597,1186,10576,8663,10577,8663,81023,158701,96436,96298,138,201944044,649992,649992,0,718338905,323351,890432,1086384,1045610,925869,797668,628716,513915,809330,269200,793263,7418750,39539,124901,130159,91252,48681,88514,225730,210443,102114,48125,19924,12307,8810,7383,5656,118161,164983,150042,395129,364632,174135,82504,33901,20872,14918,12221,9339,198013,280998,48836,169533,149835,61284,21640,7255,6445,5869,6055,6492,63432,87281,558133,2753886,1799833,657866,210822,72007,73113,64992,62422,80847,717439,1032378
23,24.0,ANDHRA PRADESH,KRISHNA,589097,589097,219913,25184,344000,266624,478639,263541,472718,231789,208180,348375,9185,3996,115485,3605685,85338,2871337,7357,291989,20827,3883186,6769011,4153,556,8593,8927,8593,8927,70288,116499,211843,211178,665,435759736,351593,351593,0,281026406,284496,680210,763934,746071,694185,620969,528947,465376,873738,168800,928966,6232323,35095,99042,101752,69050,39065,133073,182174,169098,103337,46569,26219,25747,18743,18023,34286,119859,163048,226863,314823,289860,170920,75932,41848,41991,31127,28800,55521,201696,280494,75906,121436,101188,51140,19715,10027,10377,9922,10189,20891,59432,82604,1036032,1803279,991972,491946,179976,85407,115888,91879,66250,151992,650617,1090454
24,25.0,ANDHRA PRADESH,KURNOOL,767182,767182,182164,20820,564198,347550,676629,341934,664751,425384,273473,502234,48683,4616,193411,10717251,73307,4012108,6755,448415,95270,8350403,15177774,12629,1739,18478,12410,18496,12441,176067,251631,235094,234518,576,767026931,448310,448310,0,614111205,202506,545433,792394,934014,1039282,1083470,1042431,1040208,2007070,201100,6267940,14758269,55077,154753,142927,98979,43598,233925,237531,219334,165925,130982,56339,10103,35796,51924,69780,178814,212508,434969,440861,402568,300427,241786,102670,18166,67131,97135,130786,333271,398791,136082,157483,143519,89051,54307,23010,13011,21316,29642,35686,101010,140408,2574629,2934576,2169605,1107795,660872,231407,144064,260820,391307,448048,1833126,2399599
25,26.0,ANDHRA PRADESH,NELLORE,574083,574083,189430,74932,309721,245462,429818,241041,421732,260818,190261,310547,24005,3059,107896,5222134,69479,3258604,12886,584791,49861,5287251,9065529,8718,1709,10583,9730,10588,9731,100237,173587,96320,96025,295,298049153,348961,348961,0,432393302,171724,445461,594138,671199,723275,750555,730450,693896,1203012,101100,3027225,8786086,19396,75950,91520,75064,44574,125773,137860,145604,143938,160436,143835,93089,56576,36670,26952,123909,106424,208967,230274,244597,239080,269406,239295,150519,87872,55835,41186,202605,171458,64202,82050,95314,95160,105785,81980,40292,18033,17580,12351,41427,50036,865770,1202970,1422677,1305009,1492693,959118,403650,148981,169945,126373,472959,541890
26,27.0,ANDHRA PRADESH,PRAKASAM,726045,726045,209311,41129,475605,417651,748137,408409,731527,452338,356762,600713,39043,5583,236494,11399487,109096,5075602,11172,553852,79683,10217067,17028941,11446,1583,19202,19170,19227,19171,222576,265333,254924,254157,767,802405996,514100,514100,0,768477412,261217,729212,1090698,1370807,1514963,1584865,1543683,1468192,2623938,345400,4479804,16508762,56391,157960,164839,135913,79298,238564,300872,306888,281334,200404,95018,44292,31136,26268,22766,232586,216733,411415,522097,531868,483513,342304,162815,73791,50980,43803,38887,398168,373105,141677,209954,219535,193365,107886,44184,27534,38204,56570,47730,75517,90936,2369345,3667542,3313867,2777194,1215903,460309,317328,401635,419442,267710,740355,1062149
27,28.0,ANDHRA PRADESH,SRIKAKULAM,565785,565785,59785,43974,462026,413399,724279,410593,719082,519593,361176,581308,75480,9390,291445,17607031,37876,2537314,31855,2588683,69822,14990863,22733028,9285,12484,29299,11346,29299,11387,251344,243987,81255,81153,102,403714713,486007,486007,0,1365201185,144874,451161,786840,1097212,1450433,1688112,1865626,2004239,4620359,2864100,5742792,22421353,48392,137893,162927,137557,91583,354428,362447,341840,227191,126942,66543,52494,55992,126319,158246,323459,315771,599071,605709,564617,363408,208063,111436,89601,95326,207345,254270,525162,514200,274957,288255,247703,85054,26312,13178,17351,15930,44602,72682,164354,200728,6238611,5720501,3085125,777200,214285,101611,74513,141820,445067,611451,2380135,2925429
28,29.0,ANDHRA PRADESH,VISAKHAPATANAM,473705,473705,32955,170775,269975,210309,354437,209750,353329,544768,316993,570019,81282,5891,168404,11150692,18169,1121151,130420,9949580,75202,12722328,22221423,3360,44509,31983,14492,31984,14541,294030,246453,129161,128753,408,613023675,345705,345705,0,1369307284,97401,295770,526330,775517,1062934,1299717,1448511,1646027,6027158,4848300,4173202,22005999,71408,166059,163452,113988,49619,174806,181113,177549,116989,86599,43457,21422,31663,58004,82647,156746,145997,283784,291906,282389,176551,125955,61659,29967,44997,83177,121795,237433,221361,212333,240353,212540,107188,60991,42337,27637,28323,58747,84962,155064,172056,4770652,4974190,3079265,1299595,642442,487230,324138,313451,613395,812954,2315180,2568375
29,30.0,ANDHRA PRADESH,VIZIANAGARAM,541369,541369,59538,65925,415906,312505,565229,311233,562355,592144,362840,624810,78350,12191,274514,19080397,40834,2951444,47492,3525264,92980,15707672,25557105,9988,15530,30168,16686,30169,16695,281810,243733,222276,221803,473,1034698230,305588,305588,0,904604451,78650,266362,526481,880521,1295968,1675504,2052387,2428577,7825742,4952300,3561361,25384371,45779,141516,182055,160847,91673,282227,279933,256470,111362,51412,22864,15117,21081,58865,132523,262750,246349,491587,484777,434209,176140,81419,36349,23570,32740,93184,214610,433774,392747,302767,305234,243358,66005,30781,16382,14464,19441,41227,102529,243568,224318,7032380,6309011,2614700,622569,240295,101224,92145,132493,394063,838523,3963676,3202774
30,31.0,ANDHRA PRADESH,WEST GODAVARI,653813,653813,220299,39766,393748,275837,474590,274685,472351,315685,256025,416238,16471,4131,143066,5349627,93222,4186598,19737,986035,46643,5523890,10522260,7511,1528,14187,15282,14189,15283,109418,129646,242213,241020,1193,665564560,393368,393368,0,579347302,238485,674920,919709,973819,986203,984030,920552,877366,2020829,596100,1300705,10015107,52314,114368,111749,79311,51140,145493,235078,198406,69851,26529,21679,20573,17971,56748,87729,125139,145580,249801,397589,328104,111426,40193,32496,30269,26378,87693,136521,197732,233063,100328,195211,150123,36470,9934,8874,9736,7298,24854,50857,87159,91560,1654137,3654160,1610287,354816,91007,80014,87924,62863,209690,557893,1058588,1071339
31,32.0,ARUNACHAL PRADESH,ANJAW,7295,7235,0,7106,129,6575,6575,6575,6575,1314,6572,6572,0,0,112,1935,0,0,6460,114803,0,52844,116738,0,0,126,64,133,66,1578,170,4371,4371,0,9104514,2,2,0,6608,13576,48459,22938,31765,0,0,0,0,0,0,0,98097,1422,1763,1373,1070,944,0,2795,506,0,0,0,0,1354,4939,713,194,5453,0,2795,506,0,0,0,0,1354,4939,713,194,5453,0,2631,463,0,0,0,0,1354,4582,653,193,5016,0,22190,2214,0,0,0,0,13693,45412,6353,1633,25243
32,33.0,ARUNACHAL PRADESH,CHANGLANG,12722,12710,2,9904,2804,10255,11628,10028,11388,1426,9810,11144,0,6,2690,64675,0,0,7120,207341,0,58740,272016,0,0,172,106,173,117,1335,237,6455,5762,693,11941224,2550,2524,26,2288972,2348,51994,93418,26230,24355,11518,16349,18357,27447,0,0,255008,753,3261,3171,2318,1641,4820,2694,2386,52,784,991,647,2034,3950,630,122,18,5160,2770,2387,52,789,1120,670,2074,4011,787,122,18,3919,2910,2383,52,753,1023,1025,2028,4230,793,278,20,61590,38965,24054,728,11083,22031,14334,30183,50580,15553,2707,208
33,34.0,ARUNACHAL PRADESH,EAST KAMENG,16923,16896,4,16667,225,16260,18838,16013,18581,602,14000,14980,758,1,185,6826,4,131,13811,642927,4,185349,649884,0,749,94,39,149,100,3635922,201,9512,8654,858,5520825,940,940,0,498495,15176,25227,68451,49875,65978,47180,49319,72459,176001,0,80218,631406,1508,3978,4782,3512,1123,12450,9906,6716,7103,5856,9789,6040,5719,6609,6079,5298,5494,12524,9940,6854,7664,5856,11498,7180,6515,6746,6132,5312,5494,6995,4648,5048,4973,4179,5172,4427,4553,3127,1582,971,0,74175,71151,70525,73017,51690,84635,75391,71677,41643,22785,13195,0
34,35.0,ARUNACHAL PRADESH,EAST SIANG,8696,8675,12,7784,879,8421,8521,8376,8464,263,8373,8449,0,3,815,20478,11,191,7547,94452,6,41256,115121,0,0,72,81,72,101,73284,349,8015,7955,60,6080838,0,0,0,0,36572,40287,22571,15063,387,117,124,0,0,0,0,64709,540,2175,2353,1993,1388,1,0,1,1211,0,1482,11,0,953,2,576,6824,1,0,1,1232,0,1507,11,0,953,2,581,6839,0,0,0,1199,0,1431,11,0,952,0,571,7390,0,0,0,3627,0,5206,15,0,3355,0,2093,100825
