Sno.,State Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed<br>person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
11.0,GOA,33014,30427,742,8959,20726,5065,5282,5065,5282,680,5057,5274,0,0,3952,52943,164,2477,941,13124,0,54236,68544,0,0,109,32,109,33,1097,2409,17604,17460,144,10723938,5,5,0,0,15499,19559,15848,7669,4644,2049,1712,602,962,0,0,42727,202,1319,1800,1197,756,707,327,500,531,1211,878,1424,1467,1093,29,0,20,737,330,512,538,1267,939,1452,1535,1115,29,0,20,704,338,495,522,1207,871,1418,1465,1089,29,0,20,7312,2564,3741,4707,9577,6163,11489,13259,9236,353,0,143
12.0,GUJARAT,3825753,3823002,315364,1286378,2221260,749599,1491068,749599,1491065,361614,681028,1325975,52312,16175,339406,14904549,52486,2421964,289136,10863675,21618,12082929,28190188,5693,16134,33223,23378,33251,23421,403666189,156600,707358,477570,229788,1090831720,1501256,932984,568272,1675587637,637839,1980640,2596735,2531863,2860263,2800072,2083085,2187803,5161249,1826200,3524439,26838639,315917,445693,406807,230122,76943,128125,240622,268996,165491,121676,114293,138565,86263,122593,190645,251222,196440,239554,442350,471519,270835,212220,194463,226429,136586,199349,314730,415175,340468,105379,213226,239538,147576,101867,95144,120540,74110,109289,169454,220218,166323,1779724,3995419,4270813,2210007,1452435,1429156,1992073,882114,1702270,2682770,3588873,2204534
13.0,HARYANA,750233,749498,363635,36,385827,302180,535209,302165,535158,146359,294142,514053,19924,297,139616,6352175,154523,6534329,3,93,865,5136745,12886597,9963,0,23716,11857,23730,11902,59586996,28709,675382,480549,194833,1958846185,47402,33487,13915,113066058,270946,731366,1043564,944759,1139231,1203896,1043961,1165577,3328944,1463000,551353,12281113,119902,166499,149722,64004,32738,37750,51983,73364,68496,63804,58739,53951,52735,74026,98726,104130,105894,58380,77901,110763,102088,94066,87857,80209,78170,108348,148802,157960,162505,36902,52340,73320,68532,63216,58270,51491,48956,67704,90946,95401,95518,712813,870365,1201482,1089774,965368,917011,815950,785115,1044451,1480261,1528999,1475008
14.0,HIMACHAL PRADESH,1152052,1147401,314465,68800,764136,546180,692499,546225,692589,233221,514687,643906,40416,1725,333851,16946333,147640,7472387,33196,1791138,9507,15905953,26209858,11244,3117,32044,13591,32068,13605,2620805150,190588,770769,712167,58602,2852941231,51540,49785,1755,155144460,193876,1015410,1884750,1807226,2395905,2835502,2789024,2691093,6526635,3484800,585637,25470614,97006,196283,167456,106203,87247,98583,208454,231607,208157,163599,165891,117969,98650,139226,176129,223117,165796,109078,236398,263166,235854,182918,184005,129447,107627,152137,194839,251910,189653,83385,183818,204215,182138,135870,140914,90088,78392,117705,149010,193443,144231,1175683,3177936,3524089,2927505,2007803,2127243,1294558,1049375,1759033,2190816,2855220,2120597
15.0,JAMMU AND KASHMIR,1178541,1078827,77924,159771,841132,658644,980333,656562,977166,313525,646516,956517,69264,6469,503448,28815050,43390,2120740,99678,5619800,6949,7268951,36555590,4070,10689,43139,31930,43283,32956,475057801,168566,1069981,982470,87511,3212867171,26349,22587,3762,90725806,170516,1035506,2504587,1733287,3080800,4169608,2581557,3408390,10713654,2422500,4735185,35957338,217160,292932,255734,137394,61089,74189,55065,48269,68325,71952,96060,124664,148144,155614,173004,150967,167035,95454,71451,63962,89788,95581,125481,167119,200277,209444,217848,191872,225137,71150,69216,61959,80364,91119,117930,152467,176234,190404,197351,180617,201977,1791806,1638173,1421603,1824214,2163617,2763597,3638433,4092430,4369449,4594198,3707239,4550831
16.0,JHARKHAND,4034328,4013536,536764,1508850,1967922,1434853,2308440,1434787,2308360,1123249,1419072,2278378,86634,6360,658396,26536174,170275,7254376,590401,22867047,9406,18533822,56657597,12211,33320,68853,37077,68941,37157,260438968,265663,638207,553396,84811,953945381,2500450,1978861,521589,4913657929,990094,4471271,6400718,4826995,6950054,6166492,3013631,5335815,8154267,712300,9635960,53243498,475841,865673,640571,260077,53242,545832,557238,399254,211711,131592,141804,144118,145282,220305,266956,404704,529749,797358,816899,569892,292484,184366,201807,203757,204140,304313,369463,564398,759818,541564,582906,430330,226696,138252,147118,150388,151169,223127,270041,405752,526084,9435529,9969521,6101432,2888822,1800389,1921846,1943558,1953436,2983678,3688927,5850778,8119681
17.0,KARNATAKA,5476169,5464013,936396,460213,4067404,1470412,4108936,1468977,4104156,386585,1331967,3658543,104364,6485,992223,45802490,225602,10436298,114142,5542124,21478,28574416,61780912,17684,8809,86611,48886,89523,53686,364470415,660822,3815111,1240236,2574875,6869688943,650592,283420,367172,834672858,796615,3742399,5740044,4506956,5768807,6508329,4532510,5386272,12326654,1356700,11115626,59439664,999128,1215759,1049054,630692,206914,13706,55792,73148,97801,123953,190255,223204,256630,274265,356096,560479,635835,30953,122402,161461,226282,289490,455071,525121,624390,660366,879045,1484155,1765334,11457,47370,62520,85584,110265,169606,199080,222721,246604,320980,502157,537103,203630,986005,1239432,1637543,2134711,3673002,4255807,5080318,5836489,8293566,14610033,13830376
18.0,KERALA,2554190,2541736,318006,55861,2167869,1693873,1868782,1693872,1868778,2375310,1526283,1664980,340483,1633,1275740,68295528,213085,13277871,37458,2200546,11893,77904703,83773945,55838,7350,131668,4324,131709,4377,308851757,229932,2096657,2089155,7502,11857025760,162187,161726,461,1032310029,1060876,1900501,2815877,3733010,4851380,5922006,6800342,7520884,15099809,33148600,920660,82008462,78337,417734,593564,470363,307883,110125,528800,777722,851746,707689,905820,965544,974503,964436,945511,860967,645406,114317,554823,825583,909740,751696,963821,1022686,1030678,1014124,989884,897226,673641,81179,440523,712383,791584,712220,767947,906525,896418,902727,868258,800175,628282,464407,4007572,7265226,8235677,6044522,6989673,9237749,9281058,9433073,9178700,8020327,5615961
19.0,MADHYA PRADESH,12161930,12088663,1822223,2827746,7438694,3541426,7539889,3534811,7516584,1243985,3519283,7474038,195702,10775,1820816,73573584,648930,26390294,1049537,39983053,23868,59369173,139946931,40151,54614,177808,113936,178698,115407,1961411908,977863,5004470,2981467,2023003,9147532320,1698866,1139940,558926,3519196434,2935242,10442577,14281218,12373032,15403460,14795220,8155146,13849964,26970533,2681300,18059065,131832463,1602661,2278092,1809844,1039507,715851,1071180,1429526,1473688,658615,306890,315780,315400,298474,445643,610513,818059,789819,1972498,2659711,2718983,1142632,514525,517744,523164,510051,768143,1073331,1465837,1413096,1063524,1434482,1481998,663975,306453,314216,315002,297581,440261,603693,806490,776720,19505765,26505536,25958958,9573558,4136655,4271640,4556534,4399687,6766150,9472640,12955705,11842626
20.0,MAHARASHTRA,7388579,7091278,717685,1001945,5371648,1643829,3214221,1642119,3210464,1109427,1624521,3169457,231204,23350,1178328,64748842,148716,7768237,297477,14721946,18138,38862701,87239025,20699,36362,150493,55938,153235,61075,3311579526,502924,1898675,1743216,155459,4946003173,2175748,2108223,67525,7104229921,1454664,4598097,6042099,5263301,6031934,6086605,3637735,5346410,7875796,277600,40624784,83615712,566466,1035553,876890,514553,203367,609627,726018,569446,308407,278137,232280,166126,146382,197350,250299,291350,385966,1137419,1372659,1047934,537781,477270,388553,271343,235172,316859,418593,498402,657467,604324,734180,589435,314404,281915,236069,168747,148816,195685,245706,284123,363678,15074919,18263013,12677333,6259257,5411106,4444943,3226992,2747290,3565488,4466216,5067700,6034768
21.0,MANIPUR,485026,478022,9940,235321,232761,457894,569367,457708,569104,174362,456910,566665,2422,666,217541,9822827,9800,425680,229569,18262933,567,9695680,28511440,9,1803,40524,15695,40962,16028,82566064,20975,128105,118071,10034,0,89010,72257,16753,0,47960,285863,859549,1789429,2860052,2366678,2643906,5364314,12044109,64800,184780,28364059,66641,156148,155944,114531,73708,22222,30929,203608,182259,159760,125809,149101,155519,162498,324314,186552,204525,22301,32513,211803,206119,165176,130961,151954,157272,166785,343753,197132,236704,19452,28142,202630,237492,162095,145188,166945,168288,167041,313390,222472,225260,89877,296165,2438643,4300656,2239463,1698691,2290683,2247790,1890861,5612890,2652709,2753012
22.0,MEGHALAYA,467435,466989,3922,427894,35173,333599,455509,333437,455181,186541,332452,453481,53410,218,25851,1138209,2883,115099,303718,16177991,3739,7159170,17431299,39,52469,17730,6971,20671,7845,99736762,20433,30454,27491,2963,0,55169,49490,5679,0,128920,606347,1231493,1143286,1682792,1933966,1378494,1221683,2741390,4787500,575428,16986720,90261,134042,112492,71041,45394,90237,115524,95280,99209,97632,104047,110497,111674,90562,87180,65320,45432,107044,135000,116044,120124,121456,126084,138957,135947,105011,102857,73702,53388,89878,115181,95204,99772,97762,104197,112714,112845,90278,86642,64981,45396,1340502,1819378,1611631,1591132,1596809,1585434,2030237,1815058,1223660,1336904,949243,531311
23.0,MIZORAM,217387,217370,152,216689,529,175679,185689,174917,176479,19791,174884,176436,34146,77,440,37858,29,2412,174415,15315641,3447,4015910,15355911,4,34040,20753,5176,20925,5187,6980942,12987,14330,8501,5829,163820762,88797,40513,48284,1035578848,1202,7988,33851,26812,91661,96767,557672,1939697,9185638,3414200,423,15350152,18040,51186,44041,31841,30319,0,0,96134,148159,153593,166518,50107,55472,73517,108114,100692,132504,0,0,99475,148167,153601,166526,50115,55480,73525,108114,105754,137096,0,0,96092,148152,153590,166516,50106,55420,73427,107240,100676,131974,0,0,1563127,2071125,2012388,2298493,778671,788999,1066454,1593863,1414940,1767851
24.0,ODISHA,6318527,6305314,1190382,1778354,3336578,1766483,3061088,1766389,3060939,1229205,1599276,2701699,75038,4033,745456,24410255,288254,9609645,565566,20581062,23490,19631682,54600962,13298,31611,66695,43604,66866,43742,69953836,500206,3442568,3017793,424775,4215239732,1575212,1069211,506001,1869871220,1493317,5880869,7387851,5773810,6478050,5561229,3407189,4234209,6702280,2747100,4935058,50158147,390102,847009,871669,570160,371970,346264,653123,693405,142414,123954,138746,71815,147019,234456,368359,531192,785793,580918,1120145,1249283,230149,189393,210639,101120,209078,329804,510365,747343,1117675,300620,601823,671208,119763,109551,125567,66685,121598,190808,313383,465538,672305,4690456,10608563,9132590,1523206,1484131,1688160,748901,1487936,2358895,4291626,6706022,9880476
25.0,PUDUCHERRY,67733,67157,19008,75,48074,41448,46559,41448,46559,2941,41286,46187,4,79,28430,563855,12814,302626,42,550,22,728745,867031,0,0,1133,0,1166,0,96707,2177,76088,75565,523,111773047,759,759,0,397056,70179,202423,212644,175525,120862,58179,18592,5032,3193,300,102,701553,4657,12985,12711,9113,6948,3858,4176,18224,29491,16526,13465,11820,0,0,0,2587,2071,4314,4440,19403,31889,17940,14375,12760,0,0,0,2820,2234,3858,4170,18232,29491,16530,13461,11810,0,0,0,1772,1173,37948,23880,183348,326826,123720,95706,61791,0,0,0,8643,5169
26.0,PUNJAB,927299,922247,702683,242,219322,247296,300286,246954,299849,64836,240191,288306,3809,193,47292,1407423,192836,5140981,63,1780,1221,3036596,6550184,3035,0,9933,4665,9976,4728,86797063,31644,756856,672575,84281,752249559,118811,107723,11088,105709489,387298,928394,1019897,848469,723899,621305,492165,424370,715585,226700,162102,5764480,31917,83772,93907,50960,38279,45009,58642,56336,31700,34741,36839,27834,32796,54455,46873,48933,69360,51053,66401,63156,35273,38439,41336,30941,36188,61157,53544,57184,83466,44600,59311,57312,32119,35301,37070,28039,32555,54021,45627,44060,61402,569177,708254,679316,396643,431118,455718,340875,405157,720273,604250,521318,718085
27.0,RAJASTHAN,9985194,9948502,1807577,1736117,6404808,4535820,6329133,4535810,6329104,2591820,4217342,5792092,421730,3211,2423667,123630111,826742,43349469,966933,53358594,3337,151925794,220338174,89642,101892,217286,78730,217349,79857,52374102,544628,4701416,3766673,934743,12078975854,4181774,3952949,228825,8169790423,2164304,7392614,12529748,16447600,19321629,20288506,21684355,22435321,54719539,27750900,15603658,214732328,1328104,1959530,1526678,930157,539212,1195250,2328899,2732340,1653022,723713,454628,391721,403642,923733,1575213,1719147,1338735,1440620,2898982,3418434,1966076,858375,544537,472426,481401,1086050,1846865,2025062,1621725,961851,2050882,2550484,1415743,583938,368353,296174,319188,771229,1372185,1517059,1145882,14209345,39624470,50866674,19647649,8349593,5611432,4412090,4439240,12222987,22347178,22579776,16027740
28.0,SIKKIM,84625,84273,4247,30677,49349,57169,72721,57128,72669,9513,56634,71899,11869,85,32115,2013305,2645,156351,21874,1461562,94,1587150,3631218,354,5759,4604,2673,4635,2848,38095329,6258,61430,52345,9085,292198095,29095,25491,3604,146770982,10779,68277,140071,142381,226228,274079,329495,336064,906926,885000,311918,3592648,12905,22580,17163,11574,7849,8426,11079,11012,13802,12446,14553,8050,7132,16805,25769,25258,19651,9746,12591,12137,15035,13490,15529,8471,7572,17776,29417,29355,23691,8282,11187,11353,13963,13277,15308,11164,10083,17847,28074,27456,21927,159646,212372,215779,237317,238661,292516,208149,192895,330031,579283,553229,411340
29.0,TAMIL NADU,9344972,9228418,2672006,145815,6410597,7105314,10742196,7104257,10740310,1243299,7061409,10640925,1348723,75699,4823756,274742060,2136071,128022959,101582,5379327,76165,302644677,408144346,443440,16924,394149,2,394923,3,1477456042,187347,7216774,7147126,69648,0,663,544,119,0,4967716,11299822,16463187,19968457,24690247,28433959,31195865,34895974,80541398,7675400,148012321,399044358,1302642,3235731,3016458,1972456,1115376,3034295,3532300,4202255,4027602,4127003,3637613,2707253,2402094,2285730,2186799,3195295,3240621,3774438,4580961,5557961,5138497,5249004,4456133,3175341,2802963,2662971,2582472,3963902,4237335,2973405,3581435,4232210,4082580,4181451,3682911,2775626,2428406,2288216,2202197,3211993,3285516,29120271,41075437,58299572,46955892,49891963,36327786,20937268,22251205,17433630,19035539,31727490,35088293
30.0,TRIPURA,642073,641573,116180,249792,275601,597430,1124085,597430,1124090,888332,596530,1117002,225537,13510,251559,20610009,108682,9082396,236289,22158829,99445,21300964,51851234,31603,125098,64092,26133,64240,26234,259027710,236134,620387,268247,352140,5195989193,107420,49808,57612,890630919,21604,81649,210375,331753,694537,1418614,2360714,4348054,19483805,14016700,8883429,51806284,238213,322656,272603,165944,122894,84212,146368,361496,422320,413907,358052,333659,415190,445399,319839,195314,342736,102765,169297,441637,551905,544859,438327,405985,530166,603355,419527,245404,475707,81240,149062,362561,428565,416455,359558,340795,413254,451400,321799,193777,334398,1022595,1725448,4398903,5894803,5692042,4524088,3787332,6094035,7359588,4531450,2272731,4548219
31.0,UTTAR PRADESH,15325945,15141011,4784637,157698,10198676,5232918,6500091,5232418,6499388,2793321,4947427,6077588,70541,10954,3212389,91969747,1685171,47766627,49867,1448492,31447,27816432,141184866,24770,818,169187,73455,174636,77631,5498501682,1307108,9771674,9114486,657188,13720152095,561977,527732,34245,454314347,6786162,18066584,21912803,17102092,18134601,15000107,11830601,9554443,15579030,2765200,4453243,125292347,1015212,2389019,1930765,884020,239338,732141,1065946,1535416,1218793,591000,981538,1052928,1016332,1263024,1168118,1119562,1450510,841959,1219831,1771388,1402202,669812,1106383,1195060,1149824,1422880,1320889,1275911,1687623,720241,1072790,1548285,1223098,544350,870130,940393,902469,1143532,1065276,995445,1227221,10025360,13946989,20466731,13655189,5333673,8882294,9930267,9626278,12991595,11800169,10769512,13756809
32.0,UTTARAKHAND,1066326,1055448,218121,37814,799513,443674,511342,443344,510961,296096,439791,506428,22680,447,350063,15298739,77649,3417925,12079,483047,1824,9009704,19199711,4203,470,19296,8826,19359,8989,203749089,64481,476282,449316,26966,1072540720,194846,185099,9747,462215683,231526,1124828,1918873,1855140,2326165,2043240,1730361,1868586,3799235,1179600,1122157,18493709,54718,151865,145611,93493,62836,104100,69424,57703,57609,74731,79311,72473,70031,93164,123235,99274,60762,112231,75246,62124,62466,82562,87300,79078,74926,99878,132146,108392,66490,102964,89886,73690,68714,86925,98441,95853,91579,117732,151096,133345,87239,1800556,1492013,1117752,1079955,1431727,1565991,1585975,1427688,1897033,2595535,2060888,1144598
