Sno.,State Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed<br>person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
12.0,GUJARAT,3461267,3441722,260935,1273146,1907641,642259,1201722,640516,1198235,341609,556673,999795,19238,7909,258761,11370135,36288,1653496,261624,9515659,21765,10414398,22539290,1897,6697,30491,9109,30584,9198,296208318,122276,1445238,1087044,358194,2064701222,970863,626396,344467,448621680,520263,1556885,2217428,2196437,2383916,2317150,1916392,1947751,5530400,910600,1047616,21455058,151273,306571,294608,185706,61909,45401,82125,107541,42930,35825,50563,86030,101656,226166,290055,352906,212544,70686,148577,202227,73777,57050,80314,139046,162857,369669,485027,590893,344630,36289,68706,89788,34444,29752,41890,70410,77558,189945,251888,305624,171425,546767,1287619,1614409,510333,439667,583828,1075679,1100197,3253117,4397752,5751220,1984250
13.0,HARYANA,760138,759880,343157,22,416701,199585,324344,199393,323975,72620,168693,260027,3597,219,77930,2442560,90760,2405172,3,166,1347,2187764,4847898,1462,1,10488,2694,10552,2725,8236505,36081,862395,768303,94092,896583767,27394,21263,6131,20487032,271345,610263,690943,572992,525135,456032,336335,328779,692487,271600,91987,4301393,37366,80182,81008,41096,20375,14612,54552,58340,52738,37807,32821,50841,49580,57150,19209,33706,49942,24326,82918,90619,81673,56729,48483,76820,73646,82660,26255,46431,74659,11001,41856,45725,39717,28951,24234,37386,38127,44750,15045,26002,35204,203611,530695,634590,523151,355988,272798,443983,453750,538401,170691,285988,434252
14.0,HIMACHAL PRADESH,1186822,1180185,319323,72676,788186,466876,609290,466728,609024,237236,423449,541983,20390,1063,274957,11485570,116666,4788098,31826,1497209,6630,11222624,17770877,5196,2388,28650,7970,28658,7992,356743511,152203,1092263,1032965,59298,2737915925,24296,23702,594,59477615,245703,1192071,1982057,1613766,1956097,2064991,1698228,1447545,3524895,1903600,141998,16843399,37850,152800,156329,103806,91200,76862,117067,157739,168769,160189,188797,173207,155080,85259,13357,68955,116136,89418,140156,185766,199753,188477,219668,201436,178881,97092,15189,81803,140501,57060,89492,126680,135516,130458,151878,131336,118447,59800,9213,57537,98780,769904,1378524,1992832,2175214,2063172,2415709,2031898,1763013,809745,121035,847657,1402248
15.0,JAMMU AND KASHMIR,1342853,1270424,86292,182380,1001752,703452,1040929,702639,1038835,379180,638441,920253,33003,6001,494772,23724364,39514,1779107,104155,5244361,6672,7730714,30747832,1794,5640,32970,32637,33303,33537,370600888,236553,1529634,1465400,64234,2930116004,8874,7583,1291,6128616,216832,1379457,2976851,2222104,3609533,3908099,3158271,3531660,7032366,961000,2635753,30882147,139501,301745,279640,154424,67491,19407,17945,13088,17893,37171,64283,93890,131698,201446,240212,294268,270988,25536,23986,17175,23416,45760,78449,117617,170791,264197,317628,397917,376432,13895,17672,14078,17784,33648,62768,94740,140480,213872,268522,330213,323064,263490,364408,268948,344528,556253,1144879,1868027,2828897,4370202,5795452,7217628,6609214
16.0,JHARKHAND,3774690,3719033,465896,1406225,1846912,1270639,1834659,1269641,1832904,1259811,1126038,1568003,174252,5745,547620,28682618,133644,7072591,444774,22809934,8514,19178724,58565143,21237,68578,88031,37079,90551,37380,127316473,592742,3245444,3106220,139224,7827491267,709372,588758,120614,229898227,663106,2675305,3893990,3213897,4926189,5087163,3244321,4959537,9247311,1397200,19259155,56569972,175891,564906,506837,258659,61156,346757,472671,494284,348614,274526,345899,421273,352377,404133,431149,506060,578521,445191,620597,650358,446851,346025,443334,543268,450943,517210,549953,669141,779717,284318,414254,436088,295258,239472,301360,351969,297510,339727,366987,439629,470951,3781537,6182897,6419964,3753596,2852455,3886105,4698784,4009173,4533322,4914698,6571762,6962881
17.0,KARNATAKA,5613230,5602781,952731,471800,4178250,1662326,4188898,1617394,4059561,719645,1235441,3026118,132936,6537,909467,44336833,216638,10053318,109336,5435604,32007,28188664,59825755,19873,11212,0,0,0,0,360484362,706305,5080784,2333450,2747334,10121431310,331004,166889,164115,11637,756003,2861507,5865762,4048401,5349298,6177324,4282139,4622105,9189891,692200,15993654,57676483,512364,920658,831150,561243,201321,285966,88762,57342,116522,187136,282789,331563,408486,454990,550529,571627,476082,663046,199403,129440,261827,433084,640422,764248,978974,1078066,1305669,1311208,1167547,89855,43106,36409,78027,130517,218001,255615,287475,346528,411364,378785,274290,1960210,869297,730321,1661805,2914070,4715947,5895319,7229032,8926528,10511155,8916621,5507979
18.0,KERALA,3208030,3205332,415423,102527,2687382,1664786,1895809,1664606,1895390,2340515,1505663,1693253,165965,2030,1207596,57795393,240675,13008909,57392,3369360,31822,67699934,74173662,30389,7528,140204,2210,140227,2290,551422573,435926,2817026,2805102,11924,13585428136,89384,89083,301,267240709,1048271,1962924,3530486,4730571,6011485,7660588,8662944,8322997,15565679,16229200,448984,72442907,46913,305628,520763,468642,351317,62127,395243,808258,896378,748785,928893,842684,652829,837942,808287,807974,689779,67461,420582,867517,966177,802430,1000426,908726,703078,902212,867376,868173,743610,46762,321948,718569,835645,745063,810885,793902,584824,766054,748395,744645,683266,291630,2670603,7165373,8975146,6191413,7937227,7789013,5208378,7512385,7028960,7197045,6192380
19.0,MADHYA PRADESH,8406792,8319213,1354937,2486794,4477482,3023927,6023425,3016257,6002265,1304724,2701603,5178179,225440,44139,1295039,61188011,433088,20017662,973476,42518748,35092,53380940,123724421,37809,72390,145735,78883,145967,79478,226970715,737833,5951663,4022118,1929545,11146134077,526563,387795,138768,786909907,1917076,6800651,9956138,9973768,11900402,11654218,9018966,10889826,25005339,2065200,24560827,118820582,706342,1684177,1476619,869007,436031,80519,254892,609913,436798,350176,632412,873620,968177,1667008,1614672,1026212,370953,140490,439824,1071165,770345,604473,1041419,1446592,1643898,2959577,2859736,1786853,690767,60860,204798,508264,375455,296153,531854,747678,815696,1455160,1456415,854024,300655,836171,3015066,8084903,5340003,4010908,7720561,11732448,12301110,28736676,26799432,11217680,3947453
20.0,MAHARASHTRA,7999826,7894200,770003,1084584,6039613,1420579,2773651,1419305,2770847,1073022,1274697,2394554,218374,18529,904564,54573990,121144,7019352,248989,14736040,35434,33979769,76329382,19496,42867,130641,44319,131161,45488,2328064161,698923,3961525,3576311,385214,9367690407,1883785,1832215,51570,2574830989,1023258,3266310,4325925,4020099,4881572,4869217,3609921,4330051,7120161,299900,38598813,73800114,232255,833657,712356,451947,165290,529451,642965,520646,199922,142263,165546,184994,177160,303735,459233,622026,642616,961865,1177599,928756,328885,230466,275264,308544,297294,534148,843052,1172453,1202033,445594,565716,474214,171826,122648,139489,155245,149551,260041,401267,549699,580104,8897246,12524641,8121806,3089713,2087226,2455846,2800175,2458389,5190707,7804946,10951694,9962838
21.0,MANIPUR,544922,541897,15385,244836,281676,480877,493757,477883,490744,75707,473653,484565,1,879,223471,3040414,13983,154941,236199,4337947,613,2806721,7533302,0,0,14425,7134,14535,7136,86249138,37030,291619,272178,19441,556805492,39158,32686,6472,836475,647422,5700685,814302,211124,110270,29306,14452,3305,2328,0,108,5867177,38251,126486,137283,105946,76599,10944,11922,113816,72745,137185,117912,166162,113349,138218,111708,69886,283984,10995,12288,114604,72856,138745,119915,167315,113657,139982,113588,70645,286014,10675,10674,110469,70454,135364,115560,162686,109545,137318,107640,67691,277121,21607,57059,423819,339532,606073,584373,905207,697653,669942,756891,418412,2052734
22.0,MEGHALAYA,493798,492702,3790,459148,29764,374867,511863,374780,511708,190525,368405,500274,48785,276,26534,1140390,3041,109863,338830,18720313,4284,8572584,19970566,190,47587,18471,6682,18471,6684,95685580,21167,311228,265890,45338,755836785,18869,17199,1670,22428210,75704,673199,1229100,1282178,2173008,2478887,1664841,2471231,3037684,4721600,163155,19590852,79138,150397,123841,87282,59616,15191,11179,23461,64370,98431,129748,115156,127598,110404,133632,170331,125592,16283,12960,29596,79736,120661,156882,136030,150589,126635,158134,205131,163415,14584,18529,24472,64827,101361,136561,124178,134122,114675,134746,170422,129390,322695,350699,419038,1220369,1839808,2367789,2185021,2223283,1701946,2322421,3049940,1967578
23.0,MIZORAM,186518,186513,43,185515,955,190401,238215,190398,238211,104042,190353,238102,0,120,947,60595,40,2729,189366,13062308,3633,5014623,13125632,0,0,24324,3022,24325,3022,262668,14080,200539,128829,71710,2084534343,16626,9487,7139,205624782,32246,1065,10203,163518,35634,56018,574779,12247552,4617,0,0,13092542,22545,77006,61130,40249,37172,115197,61681,20668,156867,26487,179635,15951,1,6,152313,53244,146380,115205,61826,20669,156876,26488,186400,15951,1,6,152337,54271,147112,115173,61681,20619,156508,26449,179543,15999,1,7,152141,127922,154943,243884,123728,145192,1194243,312516,4033559,194159,14,90,3368767,1919976,1589504
24.0,ODISHA,6682652,6674890,1229908,1851882,3593100,2228049,3727458,2225808,3722518,2391170,1994513,3141545,196760,6000,918021,37802135,338155,14187361,738337,37288477,36607,33948826,89277973,29192,95247,156831,38922,158036,39827,144184992,755677,5055955,4501111,554844,13296237481,1270143,886738,383405,1909432595,1331396,6230930,8189782,6623690,8382165,7773586,5264866,7007573,13687654,1683600,23271044,84926855,183706,918520,984764,663730,390703,151587,521520,546688,338921,411047,465672,473836,591621,735695,822914,703483,926179,210613,744820,796382,485900,588753,667974,688044,863729,1113751,1253773,1068308,1435119,119547,446967,509232,289497,370599,429807,452545,516794,658714,758920,644819,863236,1407274,6717304,6246603,3963369,5343803,6110799,6598707,7603667,10426463,12372988,8955877,13699432
25.0,PUDUCHERRY,69650,68868,19404,79,49385,37658,42351,37637,42328,1511,32736,35524,6,69,22092,374440,10616,186866,28,440,14,481665,561746,1,1,825,3,825,3,1873,1064,78203,77697,506,79940161,401,401,0,0,75539,181124,158881,80738,30463,16671,8706,5696,3321,300,307,426541,1631,9285,10485,7886,6237,7238,17884,22237,19326,13285,689,892,384,250,597,6441,2341,7649,19556,24389,21537,14776,700,976,429,267,629,7272,2559,5588,15625,19185,17032,11085,355,479,338,172,273,5144,1830,22003,111848,145170,119002,93510,1318,3412,1482,662,1428,51704,10207
26.0,PUNJAB,1203409,1194533,881204,217,313112,528930,677529,528375,676736,141583,473984,575774,7480,757,104665,3353303,369232,11077916,87,2622,2131,8370465,14433841,5400,1,22618,5304,22686,5355,40922634,73631,1228435,1128249,100186,2222304155,61604,56242,5362,2231515,633273,1700431,2076198,1948467,1793855,1496787,1144031,994683,1885869,380300,380572,13112044,50092,150112,177347,112018,86220,37129,100018,126848,97054,128833,135222,121604,121581,180706,151609,174134,212045,43389,116757,149931,114162,155139,161655,142595,141537,215350,180075,210090,260864,27815,84473,111546,83335,109026,118083,103812,103269,157222,125298,148785,175644,282774,866966,1226452,921804,1127165,1235013,1157188,1087670,1750128,1357278,1613407,1808621
27.0,RAJASTHAN,10037724,9982440,1878203,1790714,6313523,4688247,7042680,4684938,7035764,2933761,4220809,6023326,468669,7325,2350189,126759091,884550,50343995,986070,57018018,5505,161613465,234121104,108497,120317,239049,42688,239233,42944,145972042,518668,9864127,9203119,661008,23968024855,1607949,1541212,66737,349818691,1912536,6868053,11929638,15095601,18175016,18943697,20955556,22956540,67872350,25700000,23715562,228918914,744799,1961029,1626110,1060357,629269,922556,1997137,2584267,1662133,646630,620275,819071,1080970,1705422,2061685,1988771,1522708,1161718,2599043,3361812,2053368,788327,760000,1011660,1328368,2084501,2536713,2462884,1957405,648146,1611773,2252166,1359729,507717,460603,581252,813347,1432785,1794737,1688589,1233955,8782441,26961381,42309882,20883432,7863539,6925524,8756231,12141236,24075248,30693555,27332627,17322700
28.0,SIKKIM,86024,85894,4189,31353,50352,67505,85041,67488,84967,20041,65454,81095,9732,142,37878,2509909,2962,193818,24614,1680084,180,2084762,4383811,366,3955,5532,3007,5536,3015,29603555,10090,94012,91863,2149,531057137,5292,5025,267,10114168,9023,60239,124345,140231,224740,375609,414375,562277,1498353,920100,54519,4353171,9577,26543,20488,13557,9599,1615,2888,14923,14790,13028,27102,28998,31645,35869,34791,39190,37079,1753,3094,15954,15801,14145,29140,31224,35009,39433,38418,43520,42693,1315,2246,13680,15424,11360,24587,27061,29215,34613,33234,38615,39200,14930,30600,168661,202250,143773,399928,388561,475754,587215,574104,701166,696869
29.0,TAMIL NADU,8606114,8480013,2345742,132125,6002146,6094229,7561561,6093481,7559151,5629638,6053332,7413183,846347,65206,4261095,259945922,1711505,104260248,80732,4468556,64882,314121648,368674726,238348,8207,463264,100727,463667,100816,378849888,736205,8907308,8867730,39578,44880438725,1,1,0,0,2423614,7704226,12919537,17641597,22744440,26068605,29162997,33926846,131010197,65610800,19461867,363985597,455765,2228530,2308828,1507463,912617,2520705,2817274,3421290,3931059,3765635,3605504,3347546,2208963,2915592,3459314,3462444,3145275,2803848,3143903,3845135,4460594,4220682,3999860,3680745,2385895,3216464,3815599,3784318,3429105,2506354,2805163,3413268,3923917,3759651,3598141,3339630,2199932,2904618,3441240,3442524,3131414,23690134,26323557,35785635,47189454,38019998,33631669,31283643,13397024,24502237,30166655,33586948,31097772
30.0,TRIPURA,615874,615767,108596,246356,260815,580232,985604,580277,985531,903746,570283,955865,303964,10654,235275,21175531,101631,9328420,233377,23320393,92435,26974456,53824344,52857,137772,91933,37832,91996,39013,61049500,389026,754529,448009,306520,8712764430,538,447,91,68483,21141,61411,133930,236483,434770,795054,1319512,2331317,16116419,20635300,11790123,53838619,125194,299701,256848,164248,109746,4897,75759,391066,446821,503594,508789,367727,483718,465779,381625,219895,142049,5451,82809,430653,520933,631236,671625,453771,611950,598245,486513,279811,183889,1571,65142,362801,428948,488162,497538,362032,466495,452393,363587,206388,118349,11196,512311,3423486,5254454,7694820,8999701,4468468,7314908,7079214,5085498,2753987,1261461
31.0,UTTAR PRADESH,16775573,15958963,5307752,161066,10490145,6309751,8201937,6303815,8192715,4148386,5421399,6834845,185033,14053,3421577,114438977,1945031,65363556,54791,1970403,57135,53663607,181772936,65404,2990,124664,47982,125593,50491,1763672502,1161278,12335290,11564871,770419,19322896955,303622,287959,15663,944089,5672535,19407662,26270054,17803866,20969338,18314918,14542758,12299561,25622488,3218000,18117785,165490549,664033,2388946,2340216,1115463,338880,581274,1586422,2031091,1809848,1341446,959105,589040,452208,411815,1621093,2235856,2026176,684174,1875939,2427693,2175814,1617456,1153189,710540,557408,504789,1947704,2709901,2456731,444273,1280986,1785689,1648845,1184941,790508,501411,344529,325650,1387518,1994536,1859460,5415259,18198249,26162182,23301481,15976476,10241885,6565074,4482886,3858197,17472237,26582375,23982725
32.0,UTTARAKHAND,1153578,1135815,225249,42845,867721,588353,751696,588082,751138,252475,544430,677766,19917,1042,429949,17498016,93146,3960252,21335,936360,2883,11585505,22394628,4112,1089,32438,11903,32441,11918,74188638,116828,929368,873491,55877,2699407312,83090,78640,4450,205532914,248236,1511545,2680366,2406299,2954921,2560837,2160333,1978379,3855152,1075000,963842,21365757,55013,204614,199487,128284,88203,32078,51334,76761,116133,130527,138679,122933,109195,166022,220595,279467,174781,35483,59492,89702,133488,148028,159084,139834,124234,187900,251206,324496,199911,26294,44724,67130,104868,118404,127406,113238,99962,152399,210778,262892,179178,367256,609991,989885,1551281,1661620,1918968,1682713,1465709,2258916,3232760,4285008,2370803
