Sno.,State Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed<br>person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
11.0,GOA,36180,33087,787,9575,22725,6788,6980,6773,6953,1851,6755,6932,33,3,4278,78378,202,3510,2275,44378,10,98228,126266,1,15,294,73,294,76,1471994,3346,19601,19359,242,28747653,5,5,0,0,16581,22316,20420,18404,13115,11033,7291,4599,9207,3300,0,99778,,,,,,559,983,2423,1508,2718,1361,1248,1335,1254,1049,904,861,570,1016,2485,1541,2789,1379,1262,1348,1263,1066,919,884,555,963,2404,1506,2699,1347,1242,1331,1253,1046,906,857,5198,8814,16224,10683,18675,7527,10119,12213,10729.0,10110,7684,8290
12.0,GUJARAT,3443325,3387958,238855,1298469,1850634,893470,1632873,890339,1626607,517959,716048,1279629,8240,9080,378554,14970470,45004,2032216,292490,10103329,24909,12323480,27106015,997,2040,47147,22216,47328,22343,269183632,245890,2239415,1869296,370119,3695838342,793644,524447,269197,323509943,734710,2655551,2684321,2689817,2890633,2848787,2386856,2550498,6833668,723500,108094,25678985,,,,,,180424,405299,388473,130243,95938,82459,100613,77453,99148,153226,198451,137191,331049,768648,707730,210626,146003,120510,142199,109089,133772,220234,291239,200225,143433,337596,323905,99745,68671,65324,73088,52741,68146,113819,154419,96271,2523767,8000336,5946196,1440800,900316,899400,986794,636764,887163.0,1679928,2178744,1026227
13.0,HARYANA,847677,846957,372506,58,474393,332211,526431,331823,525824,130065,281083,417918,2459,405,135189,4244880,145867,4246782,27,488,3072,3873940,8492150,1071,0,22984,7482,23037,7524,13145679,45407,983878,916123,67755,2246981744,24179,19998,4181,13942427,414780,966483,1157019,1005870,985800,882713,732921,629432,1470833,228100,18442,7631781,,,,,,39079,93979,133017,99834,93220,86922,69314,38512,56975,65033,82124,87740,59244,141782,197590,143136,133817,124873,98854,52883,78329,91760,117730,123869,27226,73146,102808,72723,66568,62154,48373,28240,43995,49633,60938,64275,366900,935393,1365497,911130,744658,720543,559195,333968,524299.0,574547,709761,744755
14.0,HIMACHAL PRADESH,1202775,1192801,321046,72928,798827,569620,761971,569507,761762,318431,528840,690675,11123,1453,343260,15208503,147380,6563820,38200,1887758,8517,14621809,23660081,3172,1376,41973,11505,41978,11529,238057601,225137,1240907,1186266,54641,4188219117,12294,12025,269,15554231,252093,1291862,2294135,2006348,2538206,2847197,2599203,2377791,6340915,1069600,43806,22670773,,,,,,88053,137437,41058,177132,175579,159718,148068,190053,212754,182634,199362,180855,104984,166459,48090,211238,206633,181214,172794,217922,244428,209863,233644,216295,72555,116068,33531,150433,143597,128728,116003,161447,183557,152019,172228,154145,1025587,1880165,438385,2373530,2175443,1921275,1637479,2369269,2899996.0,2173480,2624455,2142092
15.0,JAMMU AND KASHMIR,1269476,1203791,80232,174016,949543,676537,1002390,675611,1000986,324420,600678,868042,32312,5373,462187,23107252,37167,1702763,101324,5420824,5626,8117331,30230839,2202,6697,36489,31316,37100,32508,340998575,209507,1442844,1412450,30394,3211599525,2305,2099,206,2947067,195818,1123113,2848217,1837419,3437206,4240566,2524554,2874101,8936530,1546100,1987436,30920735,,,,,,43779,45899,47232,37368,51116,60597,98506,92935,165176,172554,201651,223550,61052,61687,63028,47031,63985,72602,122172,120241,219090,228562,275481,310031,34921,44786,44124,40909,53578,72900,113861,129854,188157,218569,239753,266045,707865,894374,832007,763536,1145921,1614855,2553082,2998283,4284098.0,4943667,5216452,5605166
16.0,JHARKHAND,4304050,4143507,500486,1461743,2181278,2077366,3129872,2076751,3128758,1876534,1742402,2470142,37140,7875,939838,39287589,206096,8519448,596468,22933861,12990,25271214,70740898,4584,11974,118020,54528,122085,55070,148812281,1124758,3449106,3392412,56694,9225590844,561782,473656,88126,5400759,1180863,5135523,7338556,5958096,8031903,7386605,4875487,7298899,19789876,2677400,1070367,66939394,,,,,,657093,1068004,1083763,512649,256886,189159,177144,151602,371115,592169,641292,644126,888443,1506581,1522370,687174,335533,236191,217075,185411,461327,752049,807322,818536,557991,884962,895706,383175,201068,152909,141567,120150,275593,433171,475668,489326,9192399,15273482,14004267,4704306,2440048,1748244,1609427,1300718,3126984.0,5673748,6014251,5655701
17.0,KARNATAKA,5306166,5291598,896222,437469,3957907,2151519,5452420,2095605,5279856,1290226,1817688,4415073,196326,9419,1339916,67881571,312207,15000813,165565,8486089,43280,43132769,91368473,27710,18354,0,0,0,0,559647593,917068,6881817,5268229,1613588,18360362609,283614,148743,134871,1224,998664,3943998,7860455,6173922,7819172,9015744,7641810,7677757,16441198,986200,22847432,88477350,,,,,,539056,676807,658896,490647,376782,262833,306162,280890,380004,472976,649240,543328,1361905,1679840,1614157,1171892,867366,577527,648868,584280,772284,991756,1356302,1139693,362198,515548,490165,353080,270709,195879,224013,203773,291007,373456,513042,385490,8788360,12624943,11661551,8076907,6061397,3999423,4609800,4003631,5871742.0,7790496,11050415,6867687
18.0,KERALA,3224402,3223772,410218,102937,2710617,1606074,1839391,1605923,1839085,2284451,1457411,1643558,113186,2056,1165479,53467260,233040,11703605,58892,3290991,27615,62355653,68461856,19623,6368,214115,12799,214132,12937,353687903,649966,2908709,2897522,11187,20843263922,67313,67201,112,167738264,1009947,2111350,3694818,5287464,6647816,8038991,8792889,8281733,13237150,11076000,283901,66726709,,,,,,82558,321722,587561,730507,938481,615978,708612,778620,873915,772258,816655,831674,93807,351096,633259,792182,1018783,663999,759980,836738,932552,823279,869983,898062,67908,273685,522074,682087,880038,587725,692617,733275,807277,733435,760042,778169,523981,2433062,4525027,6250153,8696871,4042779,5861190,6761536,7492903.0,6765740,7365928,7728442
19.0,MADHYA PRADESH,6825231,6739981,1142913,2198875,3398193,3372394,6728375,3361963,6702344,1943152,2801317,5202861,140912,48725,1293733,54567682,457043,18174097,1050541,40265968,41512,46675452,113007747,23260,46223,217807,111939,218013,112332,539539127,1200309,7611703,6067644,1544059,17862711172,388474,311176,77298,699582224,2437083,8095474,10570336,9732497,11327744,10878273,8347465,10380122,25080279,1810400,14379388,106893056,,,,,,721766,1009309,1165715,384785,248055,274037,273722,521611,907721,1256448,1482501,1324941,1366577,1879925,2172977,691850,423084,449070,434145,819978,1424703,2013895,2420567,2175431,580223,830766,992945,307243,199107,220276,213747,371434,653475,880548,1130542,1030468,11167857,14948118,17890831,4095439,2590999,2820849,2610134,4776454,9193460.0,12200931,16440651,14303338
20.0,MAHARASHTRA,8435525,8212849,793875,1127934,6291040,1613022,3206489,1611147,3202438,1180258,1433334,2726261,167832,18290,1014932,50287082,132025,6255468,286377,14356031,40825,31807887,70898581,13750,34438,133349,63101,134520,63906,1871978709,944978,5264200,4803261,460939,11665156908,1583848,1545934,37914,1199042507,1242770,4197557,5464769,5100389,5727973,5396064,3892952,4538046,7111281,285700,27941089,67705237,,,,,,774746,887768,718316,220942,147964,149897,144711,131613,197020,323053,333189,417507,1505170,1737906,1347330,368409,240952,242481,233203,220960,343435,579780,597946,749364,644388,779238,649000,187527,124846,127510,122534,107515,166261,272505,289974,341695,12857914,17683560,12096924,2800659,1932751,2021562,1881197,1643164,3033331.0,4937881,4954867,5054780
21.0,MANIPUR,548507,546219,15463,246079,284677,519710,555055,518787,553891,124033,515717,548329,3,1150,257586,6503996,14832,359455,243299,5039884,655,4968330,11903335,0,0,23207,11870,23294,11881,101881174,50943,391437,377347,14090,1331621967,31996,27335,4661,106380,102633,2462591,7059645,1277642,640524,231593,78527,31897,17981,200,102,11529855,,,,,,101700,99748,21223,250134,186209,157548,89964,38905,393,1733,3306,425145,103954,102976,21554,254155,192196,160354,92512,40686,395,1754,3371,430599,99513,97487,21056,247320,245457,157943,93260,41146,621,1527,3120,413686,657476,668649,125089,3196340,2400451,1776740,876254,397950,62049851.0,10081,20947,1767073
22.0,MEGHALAYA,518114,516192,3820,480954,31418,422374,558656,422194,558345,265089,414565,545520,86473,347,25321,1582889,3135,209558,386109,26458174,4542,12508064,28250621,429,83406,51130,24817,51144,24847,20555178,33692,383492,302167,81325,2753109529,12506,11584,922,25272743,49698,360966,719503,1108504,1639096,1869171,2404369,3173396,8277404,8468000,184366,28016754,,,,,,14507,33100,72395,120809,163317,190281,184814,147403,136747,160684,179241,149747,18215,39541,85747,137649,185536,222758,218514,173252,155493,182045,207506,176671,14358,39761,81378,131419,173065,202623,193763,159244,142453,165985,189799,160912,416140,812400,1565618,2475831,3062613,3543206,3472435,2669829,,2701324,3145486,2070308
23.0,MIZORAM,190475,190461,39,189279,1143,189353,214471,189278,214388,87614,189231,214276,56528,109,1019,88008,37,3016,188175,16731942,3521,6015148,16822966,8,56277,12544,1252,14502,1252,2661054,18535,210463,148042,62421,1158145204,3,3,0,5264,219,12730,31838,13829,61066,110162,880619,681207,9378496,5652800,0,16810707,,,,,,183498,184036,154961,132571,133373,103245,96376,79590,48070,72364,46431,9638,183507,184141,155000,132624,133375,103245,96498,79590,48070,72364,46431,9638,183099,182176,153663,156346,134863,132527,95580,76648,66374,54565,26557,9638,2563986,2550941,1901189,2222626,1936455,1694341,1242737,1224507,,537293,130218,96380
24.0,ODISHA,6433430,6419111,1171286,1764352,3483473,2355178,4063096,2352096,4056659,2076598,2031118,3282338,35665,6715,978378,35611553,344803,12435716,707937,29299986,37791,30799162,77347255,4969,17067,139071,61708,140550,62198,192915522,1056547,5940563,5350526,590037,11941981295,1015508,731426,284082,1099041023,1540776,6539549,9068994,7079865,9105620,7901665,5283616,8020692,19198873,2330200,1378455,72421410,,,,,,666391,1047271,843659,417731,414989,360407,122702,101091,278500,374642,384975,767744,1051674,1672428,1339263,615931,603355,507667,161051,132454,394466,537524,557366,1175257,551009,925014,841363,360508,367419,318445,133097,95763,224896,320538,345915,592955,9116206,16883260,11768363,5158054,5410121,4627212,1825611,1294086,,4579553,5046094,8677095
25.0,PUDUCHERRY,70057,68897,19250,87,49560,34883,39717,34882,39716,1509,31019,33563,0,29,20213,342190,10776,194757,30,446,23,461049,537393,0,0,888,45,889,45,1659,1260,80401,79936,465,93296586,292,292,0,0,69667,164615,162368,102788,18851,11227,4531,1484,1862,0,0,402280,,,,,,11,0,8462,25578,23328,11310,2781,392,175,183,90,33,11,0,9396,28832,25811,11921,2887,400,189,198,98,35,0,0,7313,23010,20831,9807,2295,339,166,165,83,26,0,0,60786,219021,189772,48938,13933,2180,,1043,867,268
26.0,PUNJAB,1299715,1285301,938830,311,346160,610775,786105,610078,785020,140816,536372,650894,3511,986,122732,3837779,413546,11932986,94,2544,2101,9459355,15773309,2443,1,43320,6114,43405,6310,42225280,95907,1448393,1342897,105496,4296898928,52679,48732,3947,954851,741129,1981488,2377191,2093844,1864412,1561695,1254856,1126214,2420186,289300,62997,14220922,,,,,,89566,238169,228346,134640,262312,216923,25084,107383,178034,92857,51540,117810,103934,286442,269997,157892,316263,260713,26876,121881,212404,108225,60631,146428,71171,202326,197718,112503,219699,185448,19741,86652,150754,85437,41897,93833,763078,2475837,2322731,920876,2568735,1847394,220373,906820,,816278,419398,868926
27.0,RAJASTHAN,9821261,9729774,1852503,1804119,6073152,5098508,7731093,5096387,7726425,3285697,4634493,6652485,427233,10447,2638990,145812025,975668,55447293,1019835,58409007,7686,174065209,259668325,80963,118644,302530,117158,302840,117453,163213328,794866,11080620,10602687,477933,32799490277,1327603,1278538,49065,18228187,1896660,7214264,13140238,16816338,21029182,21814516,24709031,27987146,77280680,15358600,32427715,254270182,,,,,,1983785,2826217,3064017,1408911,745095,629467,560113,530334,1189390,1747459,2008243,1430466,2635907,3762015,4054008,1781317,965980,805026,726638,657596,1436389,2105598,2494750,1830973,1581750,2498784,2732592,1141737,572138,467535,404760,384804,970838,1479747,1669970,1089357,27716247,51568639,52990988,18816954,9327924,7093468,6318669,5339835,,24257908,25631466,15355615
28.0,SIKKIM,80496,80330,3676,29754,46900,69908,87209,69898,87192,18105,68098,83265,8401,159,39625,2659316,2989,192559,25484,1759912,205,2207504,4611787,302,3580,8257,4101,8264,4171,40841434,13784,98110,97888,222,745889757,1352,1291,61,2183933,9618,57097,117744,149897,237965,358218,462276,540814,1833200,797600,47358,4581986,,,,,,18703,19750,24583,31535,20226,19900,11562,23793,27647,32844,35650,33221,20617,21834,26726,33960,21872,21477,12342,25171,29535,35261,38183,36663,16736,18122,22806,29967,21156,19379,11144,22127,27711,31587,34196,32877,283117,298614,344058,480789,342142,312488,148332,357623,,510294,555136,533491
29.0,TAMIL NADU,8010977,7904990,2165397,118569,5621024,6295522,7768980,6295196,7768298,5833334,6261527,7616367,1320733,66320,4437196,281830032,1740652,113669701,83679,4442696,64846,342676896,399942429,387778,10047,444537,87723,445273,87814,303242431,628611,9243162,9240892,2270,43929431764,0,0,0,0,2535268,7559853,13841477,19046231,23838559,28527272,32170206,35526957,85855468,10626300,140414838,395108587,,,,,,3446401,3494081,4629702,4248137,3954950,3361547,2162561,2278996,2393742,2918139,4066407,3954067,3798968,3847404,5302428,4803489,4420858,3667264,2290589,2444721,2572285,3150007,4511266,4399497,3429883,3489961,4620126,4239986,3944904,3350196,2151920,2265892,2387740,2908417,4055478,3942398,38945950,32920281,60541109,43177219,36936315,31140483,16074877,19381933,,22096361,40674496,38257350
30.0,TRIPURA,609086,608849,107266,244946,256637,586454,964784,586445,964601,735875,577324,929971,116090,10280,237118,17228802,102249,7642257,237957,21189522,92138,22593663,46060581,13010,74412,75540,36331,75603,36851,43379842,457642,976583,927800,48783,7216618211,6,4,2,0,41123,152698,365466,833065,1372535,2383268,3670295,5660064,18868282,6403900,6316359,45988387,,,,,,141292,416352,503525,453260,503983,399131,27152,9515,116941,242763,424531,370564,156254,478047,617290,544742,622065,483863,31440,10798,128354,282655,549752,506900,127125,391063,487935,440471,489083,376069,22613,7136,100482,217437,394063,345785,940704,4395759,7341785,6103569,8053930,4721850,242973,54668,,2497352,6252368,4562129
31.0,UTTAR PRADESH,15869019,15269974,5071327,156231,10042416,5837378,7485091,5829649,7473418,3371656,4994398,6225882,41170,12116,3244818,103042086,1700829,52449452,48751,1472927,50119,52099447,156964465,13475,311,330893,69028,331872,70260,1242947303,1215647,13423731,12764209,659522,28628206516,275300,261157,14143,1096679,4823589,17723137,27835218,17373174,21685730,18205230,12817164,10449930,22000951,1256100,3353375,142451153,,,,,,1041043,2618699,3152814,1809143,1067528,455327,186233,104519,368800,602178,464077,907899,1279265,3199413,3843001,2166028,1281543,529034,216138,122141,426563,701011,542369,1074316,811597,2287672,2932254,1651335,898386,384839,168728,86692,275135,496168,395027,688771,10715895,34737166,46643467,21990414,11924528,4887553,2177572,1207527,,6727203,5232109,7965990
32.0,UTTARAKHAND,1079662,1059263,207745,40124,811394,596568,796014,596277,795534,399640,544241,704841,25549,1118,429401,18426027,93149,4204890,21691,1036491,2844,12771793,23667408,5268,1029,50789,14842,50832,14867,13934402,205092,1047374,992779,54595,4546300076,52540,50681,1859,182404189,272258,1535378,2403340,2187840,2669533,2446449,2397862,2164407,4649453,741600,2202489,22622457,,,,,,116436,138890,167796,212526,195347,177013,126452,71103,126058,157158,129886,139444,142699,169321,202952,253449,233252,211209,153199,84435,146126,181339,149466,161380,95028,113131,140538,199858,180779,161813,112851,63647,112607,146209,126882,130187,1409480,1694879,1982867,3032426,2758251,2422922,1737023,931496,,2297990,1958722,1733248
33.0,WEST BENGAL,12854044,12742353,3320089,933285,8488979,6288519,9714275,6287579,9712210,5589222,5823342,8528559,199465,80926,3557264,143770765,1783952,71700235,482126,19986649,396156,109542972,235457649,61150,18742,560727,111964,565204,115584,968672879,2227371,14312939,13209651,1103288,53325939973,1842064,1644850,197214,1320061795,3513807,17232428,27277444,24909376,28185226,27331300,22552128,19616207,44861215,16684100,3382300,225702587,,,,,,320852,988031,2576688,2469261,1780479,1196238,753036,738538,1049524,1289124,1693647,2197473,431670,1371443,3608170,3393391,2331931,1524230,934269,938767,1323984,1637111,2209081,3033326,271911,878466,2326033,2337373,1739030,1201681,739652,724462,980849,1238466,1603702,2055630,3554619,12906349,34968332,34176509,26331079,17043567,9985611,10400294,,18555581,24498902,28887107
