,Sno.,State Name,District Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:18-30yrs,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
37,38.0,ARUNACHAL PRADESH,UPPER SUBANSIRI,18037,17998,2,17497,499,17920,18440,17918,18437,4679,17890,18383,0,249,500,23275,2,40,17388,643455,15,300245,666770,0,0,2349,924,2689,1167,8524157,805,18431,18327,104,232719879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3611,4542,4676,3854,1700,5830,5806,4446,6204,13731,6128,5915,3468,2601,0,0,0,5839,5816,4447,6204,13742,6130,5918,3469,2601,0,0,0,5795,5205,4443,5561,13689,5928,5225,0,0,0,0,0,74777,54594,60722,72335,244549,85806,73987,0,0,0,0,0
38,39.0,ARUNACHAL PRADESH,WEST KAMENG,10656,9960,3,9795,162,8656,8839,8608,8789,1078,8419,8587,4,3,140,7697,3,241,8276,497391,6,196585,505329,0,0,1361,182,1383,802,2520,1634,11393,8324,3069,298110671,88,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1679,2810,2115,1237,746,124,6015,4514,1441,2070,1308,1496,486,10,0,0,0,124,6029,4519,1452,2070,1308,1496,486,10,0,0,0,124,5804,7948,3774,3764,2349,2387,451,0,0,0,0,2852,134910,146283,64888,80366,33676,38651,3703,0,0,0,0
39,40.0,ARUNACHAL PRADESH,WEST SIANG,12147,11670,14,11463,193,7895,9788,7782,9489,867,7483,8787,0,8,132,2510,7,90,7344,131814,82,51844,134414,0,0,232,26,297,57,501665,867,19346,19137,209,26550223,162,162,0,1230,0,0,0,0,0,0,0,0,0,0,0,0,814,2266,2245,1936,1526,1505,2596,2356,1028,737,1091,1770,1450,24,0,0,0,1654,2870,2883,1089,830,1127,1878,1626,27,0,0,0,1242,2360,1982,980,727,1054,1079,1377,0,0,0,0,18929,24785,25883,13269,7582,11084,13439,19443,0,0,0,0
40,41.0,ASSAM,BAKSA,242055,210639,17338,76614,116687,54338,68158,54327,68142,45376,51175,62858,99,102,28673,679321,3926,99966,18576,397729,1117,612444,1177016,0,0,2356,149,2369,217,11564,28308,262934,254928,8006,247971091,7760,7508,252,20874,0,0,0,0,0,0,0,0,0,0,0,0,6904,21868,21267,10382,2437,784,18751,23854,20024,14153,14044,14952,15191,2399,0,0,0,830,22541,28957,24311,17054,17252,17482,17487,2743,0,0,0,723,17317,22255,18872,12816,12751,13874,13645,230,0,0,0,2511,147220,243384,202160,145011,148069,142460,144865,1336,0,0,0
41,42.0,ASSAM,BARPETA,326169,304712,8381,3461,292870,95762,156108,95729,156026,39255,87865,139117,1442,1105,84748,2680840,2101,57455,1016,35329,4317,1140241,2773624,0,0,5153,1555,5234,2124,28611,35207,376159,374087,2072,573028958,18239,17638,601,6016824,0,0,0,0,0,0,0,0,0,0,0,0,15514,46251,41308,24974,11071,930,47757,50779,11117,17014,27226,22269,36991,21914,0,0,0,1288,72644,78842,17206,25739,40173,32702,56499,32282,0,0,0,822,44308,47650,9938,15519,25454,19832,34437,2976,0,0,0,6698,629099,684512,116788,193415,342120,275528,497115,28349,0,0,0
42,43.0,ASSAM,BONGAIGAON,130729,117592,7920,1974,107698,45363,70174,45364,70174,23753,40121,58225,191,62,36821,856868,2588,49337,712,14284,161,383670,920489,0,0,1913,91,1931,168,6229,23281,204556,188321,16235,195125830,3143,2066,1077,2556,0,0,0,0,0,0,0,0,0,0,0,0,5257,19904,18429,11147,3488,872,5852,6020,5034,6627,8428,20796,30951,12150,0,0,0,1284,8157,8431,7178,9603,11814,29453,46300,17461,0,0,0,838,5381,5490,4583,6113,7533,19413,28480,611,0,0,0,7220,49392,55150,45833,62619,74110,235118,386512,4535,0,0,0
43,44.0,ASSAM,CACHAR,289995,252934,18149,3040,231745,96913,103208,96770,103044,62460,82707,87046,65,61,76403,2256945,5391,150605,913,23802,1131,730828,2431352,0,0,4740,752,4836,1418,5534545,31532,205958,204322,1636,507289980,29193,28970,223,80727,0,0,0,0,0,0,0,0,0,0,0,0,6452,23495,36223,15643,5233,1015,24446,29480,30126,30522,30667,23239,30081,18263,0,0,0,1068,25300,30440,30958,31717,32015,24582,31339,19035,0,0,0,894,22200,26136,28070,28980,28820,21430,23907,948,0,0,0,7016,290148,341801,401615,407803,390730,276012,309975,6252,0,0,0
44,45.0,ASSAM,CHIRANG,116227,107446,7100,45225,55121,45058,68090,45057,68089,22634,40482,60186,169,20,19624,496579,2431,50002,18427,493696,1068,504609,1040277,0,0,1784,306,1798,392,7926,18282,145534,113550,31984,219731959,2913,2304,609,0,0,0,0,0,0,0,0,0,0,0,0,0,8991,18718,17907,10898,3673,225,11038,8310,5323,4031,4616,16298,25392,11413,0,0,0,271,15241,11425,7606,5336,6554,24451,37443,16818,0,0,0,225,10362,7555,5218,4208,5129,15815,25200,2425,0,0,0,696,119150,95029,61461,50935,61915,237404,394712,18975,0,0,0
45,46.0,ASSAM,DARRANG,173361,162774,5409,821,156544,50558,87636,50540,87609,35153,43646,71117,806,65,42283,1363877,1232,40317,131,3598,767,625587,1407792,0,0,2835,43,2928,74,9862,49915,204641,202743,1898,290707239,22294,22165,129,3834,0,0,0,0,0,0,0,0,0,0,0,0,6753,22100,23254,13791,5219,729,13781,22948,15342,13395,12361,14314,27578,17726,0,0,0,1038,22401,37223,24556,20747,19176,22418,43967,27971,0,0,0,656,12422,20041,13294,10638,8661,12078,24731,4207,0,0,0,2646,142953,296470,163379,131126,110134,148374,378603,34107,0,0,0
46,47.0,ASSAM,DHEMAJI,176206,145632,5620,64091,75921,72804,140154,72762,140088,29912,64118,116422,635,185,33051,987641,2593,76849,28474,865298,403,1000290,1929788,0,0,3694,69,3776,256,15365,27792,273992,271515,2477,392392410,21704,21392,312,12993,0,0,0,0,0,0,0,0,0,0,0,0,19499,46907,35821,11875,2348,2045,23007,21338,16984,19424,16665,22442,41237,22116,0,0,0,3167,39763,36531,28574,32611,27250,37447,71353,36106,0,0,0,1925,20544,18734,14776,17247,15137,20244,37767,2382,0,0,0,13951,235004,240285,192061,214298,184116,265769,563958,20346,0,0,0
47,48.0,ASSAM,DHUBRI,242212,203310,1860,153,201297,83179,141779,83158,141742,43822,68523,111255,143,115,67877,1747361,589,14803,57,1083,1458,727979,1763247,0,0,3230,310,3338,396,15598,25689,250688,171732,78956,368549656,13181,9280,3901,0,0,0,0,0,0,0,0,0,0,0,0,0,16527,34402,30906,20642,8778,274,8459,20168,5608,5922,6088,17055,56698,25039,0,0,0,518,13027,31856,8037,8996,9245,26969,91863,38573,0,0,0,286,7852,16649,5199,4739,5396,16071,50637,903,0,0,0,6238,106455,235188,71604,63996,80392,252136,938949,8289,0,0,0
48,49.0,ASSAM,DIBRUGARH,194482,187463,6040,17039,164384,110896,144119,110849,144042,59594,94680,116467,241,130,82561,1305507,3123,46910,8996,138467,383,707110,1490884,0,0,3026,63,3074,91,9406,46970,241425,236399,5026,313284481,13820,13398,422,284142,0,0,0,0,0,0,0,0,0,0,0,0,12360,44781,39327,16428,3571,2130,28916,20246,13332,26639,29838,26489,56158,24123,0,0,0,2631,36383,25767,16870,32823,37197,32638,67072,29153,0,0,0,1859,25830,18352,12354,23435,24577,22431,45809,5181,0,0,0,5847,199849,180026,154494,236082,239208,205728,257254,12396,0,0,0
49,50.0,ASSAM,Dima Hasao,34491,31423,673,27567,3183,18316,25785,18273,25730,16650,16660,21984,63,12,1306,45735,221,8231,15133,485386,277,195378,539352,0,0,1092,3,1104,3,4124,11707,49257,48424,833,108917235,691,674,17,0,0,0,0,0,0,0,0,0,0,0,0,0,2233,7138,6210,4195,2208,0,4203,5896,5300,6836,6485,5058,6897,2564,0,0,0,0,6082,8131,6927,8630,7940,6334,8462,3240,0,0,0,0,3955,5444,5058,6488,6023,4571,5031,69,0,0,0,0,52801,85840,75944,96516,92042,68135,67664,410,0,0,0
50,51.0,ASSAM,GOALPARA,170272,146301,6323,38694,101284,41596,66106,41527,65958,41766,36154,55044,186,149,25117,716713,1263,31529,9774,250649,1348,442970,998891,0,0,1901,3,1969,45,6991,21320,200862,200395,467,205667732,2884,2565,319,0,0,0,0,0,0,0,0,0,0,0,0,0,5127,16818,18683,10294,4122,0,12379,15722,12102,9415,7822,6628,18053,10304,0,0,0,0,17868,22979,17560,13216,11107,9374,26854,14866,0,0,0,0,11298,14545,10451,8851,7364,5817,16382,1118,0,0,0,0,151963,193042,156245,123226,99177,72594,194134,8510,0,0,0
51,52.0,ASSAM,GOLAGHAT,189770,173602,7390,16725,149487,58647,85401,58629,85381,69294,52257,72082,167,70,44254,955799,2158,38081,5845,112950,990,486386,1106830,0,0,2187,244,2209,292,1914195,26521,274970,271050,3920,233187437,5059,5045,14,0,0,0,0,0,0,0,0,0,0,0,0,0,7870,25613,24481,10957,3161,630,33774,21779,13177,9604,9926,9727,16285,14218,0,0,0,876,45958,30337,18132,13467,14560,14259,22767,18449,0,0,0,604,31566,20208,12153,8767,9125,9137,14537,2674,0,0,0,2105,329324,207557,126172,91754,95040,90870,147256,16752,0,0,0
52,53.0,ASSAM,HAILAKANDI,129350,124462,11135,2738,110589,56908,70493,56767,70327,19578,51389,62090,197,47,48093,1139254,3007,63082,289,5539,671,328939,1207875,0,0,2374,171,2405,179,8344,20976,145677,144678,999,251849133,6810,6779,31,0,0,0,0,0,0,0,0,0,0,0,0,0,2357,19000,23940,12411,4382,102,12429,20920,22129,19016,15605,16977,16977,9429,0,0,0,109,13837,24065,25709,21841,17991,19682,19589,10697,0,0,0,100,11059,18666,19917,14981,13122,13775,14046,0,0,0,0,294,91395,220960,232274,177060,153806,163628,168458,0,0,0,0
53,54.0,ASSAM,JORHAT,151555,150454,8294,8996,133164,47739,55177,47734,55169,18645,40202,44783,81,56,35286,653294,2111,38351,2805,64292,281,340384,755937,0,0,1485,79,1498,91,4551,8598,147801,147491,310,165032522,11963,11962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6082,16618,14891,6091,1101,1590,11384,12436,12483,19426,15302,14149,15845,11041,0,0,0,1676,12588,13804,13694,21180,16793,15623,17480,12100,0,0,0,1398,10262,10909,10651,16704,13486,12072,12965,520,0,0,0,3983,81139,100528,101599,149517,110878,97548,108368,2377,0,0,0
54,55.0,ASSAM,KAMRUP,296263,271544,19271,31098,221175,87171,132309,87138,132254,51897,76771,109600,1097,67,65271,2018202,4643,132705,6857,157558,1030,936948,2308465,0,0,4486,284,4601,609,18781,54069,292105,288999,3106,478150687,15401,15169,232,8946,0,0,0,0,0,0,0,0,0,0,0,0,13825,34755,33190,18892,8935,1710,26755,37022,24439,19572,24040,26550,44507,31684,0,0,0,2481,38388,52818,33103,26377,33034,36405,63520,43904,0,0,0,1560,24293,33892,21208,17309,21815,23970,41238,4338,0,0,0,12859,287815,485399,244947,189020,272138,275776,509691,30802,0,0,0
55,56.0,ASSAM,KAMRUP (METRO),47036,45763,8773,10789,26201,4775,5743,4764,5732,4365,3779,4406,11,1,2009,47973,577,10483,1193,21238,58,41237,79694,0,0,166,0,169,5,737,3731,28770,28118,652,16626552,9476,7932,1544,0,0,0,0,0,0,0,0,0,0,0,0,0,290,1335,1433,923,425,401,1347,1375,601,1145,1015,1096,2295,1453,0,0,0,453,1465,1524,696,1303,1129,1327,2739,1729,0,0,0,389,1201,1087,564,1012,834,934,1875,172,0,0,0,2220,14419,8744,5157,10178,7728,9251,20861,1136,0,0,0
56,57.0,ASSAM,KARBI ANGLONG,170918,153035,6544,112122,34369,80022,106241,80007,106219,34223,72621,93791,184,71,12766,321051,2565,70627,57290,1579928,5182,1016592,1971606,0,0,4011,380,4037,433,12115,31299,192553,189014,3539,417195943,4938,4712,226,2556,0,0,0,0,0,0,0,0,0,0,0,0,13601,31043,29312,15473,4362,660,8980,22282,29017,25480,21017,29153,36706,21471,0,0,0,744,11053,27718,35993,31494,24773,35852,46866,26560,0,0,0,566,8260,21258,27558,23432,18778,27600,33967,4136,0,0,0,2404,73917,231236,346413,277040,198257,362273,451971,28095,0,0,0
57,58.0,ASSAM,KARIMGANJ,231435,201444,24363,2139,174942,85675,99217,85672,99214,70839,75500,86397,245,58,68513,1763761,6438,146332,549,10830,2434,673302,1920923,0,0,3607,360,3634,387,12888,29706,204593,204584,9,403006585,290,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9023,26688,28338,16360,5988,367,15902,18139,27678,26903,31352,44330,39843,20698,0,0,0,391,17418,20288,30856,29857,34910,49973,45710,23401,0,0,0,302,14568,16331,24943,25397,28572,38651,35956,6660,0,0,0,1402,141219,167435,268285,248232,257127,425715,367496,44102,0,0,0
58,59.0,ASSAM,KOKRAJHAR,200180,176779,3387,58247,115145,56265,90564,56263,90557,49039,52795,82647,355,153,32910,975030,528,12578,19357,637952,3805,741181,1625560,0,0,3092,331,3107,402,10565,37417,214072,146926,67146,344542200,2871,2438,433,0,0,0,0,0,0,0,0,0,0,0,0,0,12998,27589,24078,13937,4045,1231,15107,26045,16824,15955,13450,16921,25562,8531,0,0,0,1535,20606,38440,24264,23032,19765,25303,39884,12700,0,0,0,995,14423,24737,15493,15036,13350,16534,24418,1549,0,0,0,5232,185529,346487,180444,183998,165844,206304,338476,13246,0,0,0
59,60.0,ASSAM,LAKHIMPUR,226717,225523,11478,54827,159218,85772,156880,85718,156738,69616,78013,138234,1650,130,55395,1689231,3086,90374,19532,585053,2333,1173066,2364658,0,0,4782,505,4845,864,20403,29330,326402,325987,415,494082336,22364,22316,48,2958357,0,0,0,0,0,0,0,0,0,0,0,0,20454,48479,44394,19984,4923,643,18194,30666,27194,18728,21507,25078,51323,28781,0,0,0,924,29486,51300,45907,31585,36622,42874,88296,48094,0,0,0,624,16939,29173,25630,17633,20650,22850,48799,3851,0,0,0,4776,199837,378150,341631,208178,257016,276111,665942,33017,0,0,0
60,61.0,ASSAM,Morigaon,188863,173427,18078,23344,132005,73139,104415,73103,104366,31018,64043,86954,140,80,48824,1170598,7000,144722,8219,178488,1639,628403,1493808,0,0,2608,1070,2736,1133,15627,38953,223684,194436,29248,305081319,210,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9896,28771,28023,15029,5235,0,24485,24722,12400,10396,11217,15344,46461,27656,0,0,0,0,33501,35077,16442,12520,14112,19227,61906,37710,0,0,0,0,21753,22432,9499,10182,10075,14054,43999,3826,0,0,0,0,229578,263568,98829,104716,87039,132973,550358,26747,0,0,0
61,62.0,ASSAM,NAGAON,289718,240995,12447,8634,219914,103450,134528,103416,134481,82956,93695,119731,1388,61,87407,2780236,3827,86822,2461,52588,11987,1145170,2919646,0,0,5495,460,5516,698,22989,44786,267442,261498,5944,620003106,26764,25894,870,5964,0,0,0,0,0,0,0,0,0,0,0,0,15849,37841,38154,20642,7245,186,26824,40754,38696,29028,33816,31572,53672,22807,0,0,0,239,34185,50741,49209,36221,40338,37180,63562,26570,0,0,0,182,23838,38137,36634,27700,32171,29721,48768,6538,0,0,0,801,261834,529609,494945,359361,376552,314992,537869,43683,0,0,0
62,63.0,ASSAM,NALBARI,163121,146248,4833,3148,138267,65541,91688,65541,91685,20554,56285,76874,1838,31,54408,2033802,1252,34077,625,13464,153,837319,2081343,0,0,4142,209,4198,314,14068,15832,162950,161430,1520,446887184,19176,18541,635,39618,0,0,0,0,0,0,0,0,0,0,0,0,9316,28287,24673,11310,3288,264,20307,20282,8342,15994,20664,22801,39485,27178,0,0,0,434,25532,27163,12321,20377,26760,30389,51776,36798,0,0,0,245,18469,19768,7672,13838,21121,22697,36601,5915,0,0,0,1432,291600,276603,90563,199301,294677,318896,562145,46126,0,0,0
63,64.0,ASSAM,SIVASAGAR,115425,106719,4181,6093,96445,32179,42412,32172,42400,17908,29591,37719,38,70,26056,431693,1178,18298,2357,21833,322,189423,471824,0,0,953,21,961,45,3154,16583,126503,126044,459,99521003,12435,12435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4231,12999,13065,6020,1426,448,15028,12612,5538,6998,7370,8707,8988,5324,0,0,0,549,18951,15650,6645,8484,8968,10764,10974,6274,0,0,0,281,13614,11773,4616,6321,6745,7736,8083,510,0,0,0,1619,100829,92897,35528,51901,56150,62828,67841,2781,0,0,0
64,65.0,ASSAM,SONITPUR,196117,177988,6855,10600,160533,71438,89407,71382,89348,44693,62447,75437,94,40,57098,1466690,1889,35470,3460,79672,727,715527,1581832,0,0,3199,19,3213,116,12276,31486,170601,152626,17975,335587455,9959,9697,262,28329,0,0,0,0,0,0,0,0,0,0,0,0,13255,22971,21775,12741,4745,1538,21455,23242,19556,21441,22564,22073,30593,21136,0,0,0,1777,24015,25726,21688,23586,25706,26133,37111,23697,0,0,0,1350,19473,20761,17793,18866,18686,19946,27218,1572,0,0,0,12246,206648,230561,202432,215590,200071,212288,292726,10000,0,0,0
65,66.0,ASSAM,TINSUKIA,178834,174848,2958,12285,159605,60406,75581,60381,75532,81745,53404,64344,88,45,48240,1083155,913,16547,4251,63950,1008,496142,1163652,0,0,2401,23,2439,64,7642,21595,171686,171491,195,242455761,5141,5140,1,945174,0,0,0,0,0,0,0,0,0,0,0,0,8548,24367,20893,8519,2017,1503,26096,26736,17400,16405,13569,12288,25952,15500,0,0,0,1726,31007,32086,20398,19669,16009,14274,30471,17545,0,0,0,1209,23645,23204,15034,15140,11606,10964,23065,1687,0,0,0,9584,200449,217516,141878,154104,107723,84726,237924,9903,0,0,0
66,67.0,ASSAM,UDALGURI,180928,165558,7573,61270,96715,34157,43226,34101,43144,33382,31249,38107,8,80,18315,446164,1239,27124,11695,225224,139,293592,698512,0,0,1183,566,1200,791,10657,45347,201578,185705,15873,146096625,7601,7325,276,1278,0,0,0,0,0,0,0,0,0,0,0,0,4114,11887,12300,7414,2392,107,9857,14942,11802,12321,10848,10980,11473,2446,0,0,0,123,11495,17427,13338,14406,13180,12832,13804,2953,0,0,0,58,9159,12388,9993,10761,9171,9817,10324,544,0,0,0,148,80122,123706,88452,106269,95435,90313,110191,3876,0,0,0
67,68.0,BIHAR,ARARIA,679898,584893,89520,9138,486235,201184,251700,200600,250806,304392,161682,193464,257,386,143117,5314147,16505,521353,2060,66218,44199,3100948,5901718,0,0,11206,4246,11417,11388,66897,191170,357465,321661,35804,1178112787,47,46,1,11446,0,0,0,0,0,0,0,0,0,0,0,0,29245,69987,53996,27632,12604,40167,79242,98416,66389,38526,50188,46533,41600,21521,17,0,0,45846,93174,116075,75568,44454,57943,53787,47061,24805,17,0,0,34294,65563,78954,51542,30423,38816,34562,24686,770,0,0,0,563037,1125884,1375531,879171,462084,591387,543135,356638,4851,0,0,0
68,69.0,BIHAR,ARWAL,154771,138861,26891,190,111780,64156,73539,64100,73460,27047,52204,58223,79,117,46006,1753257,6133,235255,65,2711,1466,926642,1991223,0,0,3538,2981,3618,6598,27480,26608,108778,101567,7211,383330920,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13713,18940,15526,8182,1862,12091,33403,43964,10010,12745,16002,9447,15316,6453,0,0,0,13357,37017,49209,10422,13554,17047,9928,16251,6727,0,0,0,9438,27977,34798,7481,8469,10176,6665,6562,35,0,0,0,153762,587126,642341,102495,137581,163090,104127,100514,187,0,0,0
69,70.0,BIHAR,AURANAGABAD,465692,436263,164414,486,271363,122911,142158,122857,142084,99911,106298,120363,347,249,74014,2652174,32017,1124565,267,10727,8145,1648828,3787466,0,0,6992,5053,7055,7095,48319,50723,253580,239416,14164,748257578,5,4,1,2328,0,0,0,0,0,0,0,0,0,0,0,0,22976,39608,34606,18172,5001,23315,70770,86583,24021,9965,14596,11034,24035,10481,0,0,0,25126,80101,97649,25739,10410,15367,11628,25617,11148,0,0,0,20755,63224,71592,17223,9152,12300,10097,13699,417,0,0,0,382422,1335042,1234264,253466,118799,153664,125671,181797,2341,0,0,0
70,71.0,BIHAR,BANKA,459520,411697,56174,26407,329116,171503,202482,171330,202253,262125,146779,167265,214,268,124978,5005434,15068,574825,6733,251458,35023,3437847,5831717,0,0,10604,5234,11499,10316,2899742,127335,281655,262485,19170,1099012640,16,16,0,11640,0,0,0,0,0,0,0,0,0,0,0,0,24546,51762,50454,29399,11104,33731,68148,75415,66827,51321,52235,44563,53239,16566,0,0,0,37050,78871,85890,71718,54814,56382,47202,58323,18085,0,0,0,29482,58283,61161,52107,42114,41356,36871,35479,114,0,0,0,443808,1058075,1060436,882224,663696,637629,566790,518575,484,0,0,0
71,72.0,BIHAR,BEGUSARAI,493817,440601,77276,452,362873,133233,154166,132774,153594,249163,107384,121203,89,219,99148,3672115,8143,222094,93,2504,31195,2682120,3896713,0,0,7294,6262,7399,7946,387866,149552,236422,210057,26365,771427514,60,58,2,124742,0,0,0,0,0,0,0,0,0,0,0,0,16765,42780,34001,18367,9290,31362,48339,65283,54656,26214,35742,37994,29031,15984,1,0,0,33216,52158,71076,60174,29245,37580,39676,30294,16616,1,0,0,26987,42874,54546,43357,17236,25670,29632,19702,203,0,0,0,378076,652236,815921,668853,236195,393335,479545,271615,937,0,0,0
72,73.0,BIHAR,BHAGALPUR,585400,519104,56878,12704,449522,131273,179892,130922,179282,160746,105095,139700,310,214,97351,3939872,5948,232353,1796,69083,32454,2170234,4241308,0,0,8183,4626,8270,8399,4338527,100228,268185,226659,41526,823867903,6,6,0,5238,0,0,0,0,0,0,0,0,0,0,0,0,27657,45475,38041,19356,9171,25490,48264,68875,44693,30355,38180,29251,34338,15813,1,0,0,30679,57045,83571,57038,40494,45756,33962,38519,17903,1,0,0,21843,39955,54197,33041,22679,27048,22145,18847,108,0,0,0,401672,752249,1008721,623183,375999,459549,368266,250952,717,0,0,0
73,74.0,BIHAR,BHOJPUR,481022,431194,120791,4396,306007,97295,115212,96857,114656,123408,75956,87810,180,160,65141,2382591,10191,332634,624,21554,20368,1208347,2736779,0,0,4881,1623,5076,3038,284768,70783,188794,156472,32322,529407515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16997,25434,24477,14039,6863,18607,45528,60223,25225,18983,20269,14012,18996,6543,0,0,0,21305,53943,70366,27260,19938,21594,14864,20087,7019,0,0,0,15120,36450,41873,15757,13043,14017,10005,10579,42,0,0,0,274968,707762,735696,269718,206271,228582,155192,158536,150,0,0,0
74,75.0,BIHAR,BUXAR,321233,297844,82186,7021,208637,53439,57064,53377,56987,42076,43110,45450,25,25,34352,1050031,7964,214069,794,22835,2706,466090,1286935,0,0,2232,997,2350,1570,229225,34425,149544,148480,1064,244082043,4,4,0,8148,0,0,0,0,0,0,0,0,0,0,0,0,7707,12978,13931,7750,3084,7198,27468,32881,7831,5027,6657,9097,12814,3947,0,0,0,7331,29018,34816,8140,5101,6804,9403,13167,4071,0,0,0,6041,23007,24020,4068,3956,5212,6771,8219,161,0,0,0,108997,414086,354343,61020,61603,72826,99659,113785,616,0,0,0
75,76.0,BIHAR,DARBHANGA,869475,746166,139129,390,606647,250082,290011,249275,288872,390187,208476,236404,214,286,191198,7459238,17109,565818,169,5199,56408,4917153,8030255,0,0,15876,4087,16264,6463,6254667,197803,490302,457125,33177,1624175468,77,66,11,12610,0,0,0,0,0,0,0,0,0,0,0,0,37099,74351,65438,39912,19605,58218,89036,112716,60896,32058,44139,42804,39588,16604,2,0,0,62723,101013,129317,64894,34420,48047,46870,43300,18445,4,0,0,53159,87877,100577,53806,34051,40952,39085,27811,51,0,0,0,1075497,1605521,1698401,1068471,668653,717086,737796,458627,230,0,0,0
76,77.0,BIHAR,GAYA,829064,738045,364475,5063,368507,198715,215621,198261,215098,186369,166668,178094,280,182,110309,4000145,55355,1994691,1004,34510,19703,3319725,6029346,0,0,11404,5719,11870,13354,3677959,151912,427213,420451,6762,1164252138,23,23,0,20952,0,0,0,0,0,0,0,0,0,0,0,0,36612,69290,48245,18450,5497,44095,96246,117215,47077,37478,48764,41717,44077,15591,0,0,0,45916,103310,124987,48645,38766,50973,43760,46017,16259,0,0,0,34456,82288,95118,35964,32240,40282,34597,29881,127,0,0,0,479991,1582439,1574640,561127,454712,549664,453005,372934,834,0,0,0
77,78.0,BIHAR,GOPALGANJ,399010,373557,64942,13917,294698,71638,79056,71516,78927,51878,53760,58341,59,78,46957,1460876,5373,156617,1430,43093,4724,771085,1660586,0,0,3173,1563,3251,2931,2236039,52788,161930,156803,5127,327535179,33,33,0,33828,0,0,0,0,0,0,0,0,0,0,0,0,8667,15800,17708,11957,4209,19277,39571,40226,11415,10067,13761,12341,16717,7142,1,0,0,20461,42994,43427,12128,10714,14462,13016,17434,7405,1,0,0,13138,30042,27514,6493,7095,8795,8694,7513,101,0,0,0,194373,556963,387289,101134,88317,116022,118642,97287,559,0,0,0
78,79.0,BIHAR,JAMUI,388264,353844,73643,25303,254898,115604,141666,115486,141490,128736,98805,117800,247,152,81469,3114779,12335,467541,5001,191699,7471,2087257,3774019,0,0,7166,4519,7409,10432,3353296,83123,261319,247038,14281,719716388,13,13,0,17848,0,0,0,0,0,0,0,0,0,0,0,0,20977,41929,33714,16515,4665,17395,46615,54536,28585,26976,32106,24100,34593,14804,0,0,0,19566,54425,64550,33219,30860,36631,26819,38916,16328,0,0,0,15739,41677,49315,24673,22430,25483,20587,21186,70,0,0,0,310500,769834,889082,404715,350121,407037,333281,309094,355,0,0,0
