,Sno.,State Name,District Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed<br>person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:18-30yrs,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
10,11.0,NAGALAND,LONGLENG,21426,21426,1,21334,91,21250,29200,21250,29200,824,21249,29111,0,4,91,4953,1,57,21157,1173862,0,278800,1178872,0,0,3203,2220,3203,2296,3632,1778,6962,6606,356,67395359,0,0,0,0,45,632,6010,32341,19684,843757,265470,10680,253,0,0,1178211,1951,7362,7775,7252,4771,21119,21194,9471,127,0,1,0,0,0,3484,21155,20710,21139,21508,9528,127,0,1,0,0,0,3503,21176,20710,20912,21181,21181,122,0,0,0,0,0,0,20481,20652,199797,201507,154814,1799,0,0,0,0,0,0,300555,320400
11,12.0,NAGALAND,MOKOKCHUNG,35576,35575,1,35222,352,39145,42939,39144,42938,785,39119,42542,0,2,427,20190,1,34,38691,2156436,5,720156,2176660,0,0,6195,3748,6204,3760,6854,997,24105,23671,434,175426656,195,195,0,0,7116,9747,49725,254540,192240,335475,590626,436279,300912,0,0,2168984,3310,9539,10163,8714,10816,34256,34871,34814,0,0,0,0,0,0,32296,35331,35531,34727,35007,34825,0,0,0,0,0,0,32371,35361,35536,34253,33469,31124,0,0,0,0,0,0,24579,27538,23502,308953,500675,436122,0,0,0,0,0,0,220366,360937,349607
12,13.0,NAGALAND,MON,39739,39739,9,39467,263,39828,41552,39828,41552,666,39167,40786,0,7,313,14560,9,368,38845,1873601,0,665706,1888529,0,0,6859,4493,7069,4592,7520,1607,20669,20654,15,253810155,0,0,0,0,3446,2667,41057,73344,865239,785715,117061,0,0,0,0,1884113,3051,11779,10581,9242,6133,38518,38385,30631,0,0,0,0,0,0,38386,39121,39154,38523,38387,30631,0,0,0,0,0,0,38387,39123,39154,37968,37895,29898,0,0,0,0,0,0,31129,28683,9044,433644,483467,369264,0,0,0,0,0,0,130192,421018,50944
13,14.0,NAGALAND,PEREN,27102,27099,70,26912,117,26783,26786,26783,26786,1799,26670,26673,0,31,90,5674,58,2934,26522,1829508,1,298977,1838116,0,0,5137,4357,5137,4357,5643,795,9648,9632,16,122181250,0,0,0,0,1249,5690,13161,15380,33252,105937,678918,295172,689357,0,0,1832339,1453,7343,7755,6869,3253,25145,24992,24983,25359,0,0,0,0,24698,24065,26162,378,25145,24993,24983,25361,0,0,0,0,24698,24065,26162,378,24870,24929,24978,25001,0,0,0,0,0,22972,25074,14269,291075,294717,347734,338482,0,0,0,0,0,122907,276114,167087
14,15.0,NAGALAND,PHEK,34144,34144,27,30924,3193,34048,38830,34048,38830,933,34046,38580,0,18,3193,108524,27,1512,30826,1170204,40,429100,1280240,0,0,4473,2920,4473,2920,5475,1728,15788,15601,187,132053701,0,0,0,0,73,25314,256726,445685,295888,53005,113243,90306,0,0,0,1280105,2045,8755,9749,8142,9889,31681,31350,33309,17795,10215,0,0,0,5245,26998,31024,32884,32639,32402,33928,17795,10215,0,0,0,5245,27009,31160,33007,31116,31337,33079,11325,10199,0,0,0,5236,749,13433,28804,264125,258396,230074,45300,40793,0,0,0,20944,2996,162569,255043
15,16.0,NAGALAND,TUENSANG,48531,48531,7,41972,6552,48555,54172,48555,54172,1176,48553,52680,0,3,6568,245147,7,299,41978,1265491,3,364992,1510937,0,0,5714,3663,5717,3663,7471,2132,16620,16516,104,111541647,0,0,0,0,80,181356,383452,340527,479384,69174,56964,0,0,0,0,1510749,6625,15341,13515,9949,7250,48552,46979,37737,1,0,0,0,0,0,48532,48459,48500,50167,47391,38070,1,0,0,0,0,0,48533,49091,48516,48147,43641,22765,0,0,0,0,0,0,12173,3691,16710,573716,485821,182995,0,0,0,0,0,0,138301,29972,100132
16,17.0,NAGALAND,WOKHA,36205,36205,5,35669,531,35579,35581,35579,35581,1023,34832,34832,0,5,505,21403,5,216,34322,1560440,4,550556,1582059,0,0,5183,1695,5191,1714,4130,2712,9690,9663,27,121283598,1,1,0,15665,4659,28475,87364,147530,622174,478832,191901,21041,83,0,0,1576756,3398,9449,9179,6472,6334,34418,34362,34487,4251,0,10,0,0,0,27941,33400,34672,34420,34362,34487,4251,0,10,0,0,0,27941,33400,34672,32740,33822,33193,4248,0,10,0,0,0,17952,15882,31164,302522,322270,226880,26497,0,136,0,0,0,108539,178426,416789
17,18.0,NAGALAND,ZUNHEBOTO,37786,37786,0,37627,159,34555,44893,34554,44892,3074,33812,43273,48,10,12,567,0,0,33800,1754325,13,443883,1754892,0,48,4734,2741,5577,3159,9557425,1795,10518,10485,33,66955792,0,0,0,0,631,31734,225578,124278,139657,220383,247968,274405,485458,4800,0,1753932,2284,8829,11377,10140,10643,28998,28629,11263,174,0,3115,0,0,19696,26927,22100,29796,33399,28643,11263,174,0,3115,0,0,19700,26938,22241,32081,27997,23863,8774,173,0,3430,4270,0,18363,27207,26660,20069,303331,207775,83966,1038,0,9685,40136,0,193053,265858,391332,258718
18,19.0,ANDHRA PRADESH,ANANTAPUR,792459,792459,141844,35742,614873,347676,649003,347404,648748,577129,292512,510105,59595,6819,225189,13767402,53480,3044877,13843,819284,60162,9852709,17631563,9702,2838,33791,22822,33795,22870,312802,419565,757898,757895,3,2848679193,153,153,0,0,148634,408150,655371,772485,1059245,1280459,1263910,1533142,4311646,4697600,1500921,17316275,27245,100275,152672,134539,95374,194217,270704,276920,235436,139736,55492,30058,15598,29161,106029,170745,187714,345709,492717,502391,412629,231710,88975,47711,24608,46529,174905,285961,316960,124160,197301,206242,147823,61641,32090,20583,7594,10226,26471,59074,93892,2249022,5045274,4266286,2295483,635149,389006,264806,77355,111537,292202,723354,1282089
19,20.0,ANDHRA PRADESH,CHITTOOR,672107,672107,176266,35519,460322,261620,430884,260523,428960,611147,276640,448729,56762,5699,187358,10308191,77892,4077297,11390,559101,75021,8761426,14944589,14746,2074,26788,23563,26795,23574,205473,534010,661689,661683,6,2424826124,506,506,0,72123,215826,533301,704936,716465,890937,976091,936056,1087893,3206721,5673800,2563,14503759,15821,69106,127722,125186,110894,122668,150993,159008,158968,124813,88500,74209,101809,98051,119783,134307,116811,185424,231792,245584,243635,184494,126766,106297,149215,141981,176922,197830,170528,79878,108760,115817,127258,91750,60426,57041,63658,58463,69898,110684,135865,1196223,1994168,1936215,1982378,1114351,675089,661003,732749,595781,764951,1442786,1848895
20,21.0,ANDHRA PRADESH,CUDDAPAH,557000,557000,130497,17937,408566,234081,394931,233853,394723,381538,203593,319108,30088,3609,150231,8621858,48371,2529364,4991,268269,52156,7364785,11419491,6681,772,20106,15606,20108,15622,176684,321512,411600,411591,9,1595829465,90706,90706,0,57105155,120137,310378,471092,615027,798537,953324,984402,1103632,2919015,2139800,1004147,11189058,10764,54391,92678,92102,69173,177537,192167,187284,145128,97057,50987,38349,39000,29824,34540,113548,141605,288455,314593,303823,227540,146683,75168,56840,56849,42041,49079,172546,219225,117168,145442,138224,88587,49262,31791,16373,10042,11136,13472,48875,80646,2110956,3172807,2293819,1153507,449567,331294,150454,86308,99716,126564,472975,971524
21,22.0,ANDHRA PRADESH,EAST GODAVARI,822041,822041,222440,95062,504539,374953,572409,375105,572909,874932,391400,577933,45524,10352,212856,9739668,120877,5957239,57667,3105769,73692,10336667,18802676,15733,7547,34564,24670,34566,24700,300909,422226,576239,576230,9,2338670102,210580,210580,0,555852396,296032,731099,1202234,1528855,1650463,1665719,1675360,1652222,3836830,4454600,109262,18264748,22738,121020,154883,147905,131387,245418,329545,305048,168236,101271,66218,66859,63408,70780,98897,165775,179358,357407,491303,444104,229919,135894,85502,86235,79757,90965,129996,223497,243360,176609,289527,260626,123010,66846,49616,48474,49046,50394,62393,123383,145874,2400892,5679191,3369602,1262346,605232,529623,437531,473979,516228,573487,1363407,1591158
22,23.0,ANDHRA PRADESH,GUNTUR,782805,782805,236874,57175,488756,354201,627907,356806,633192,359555,301633,509276,10603,3784,182689,6378205,99203,3397608,19741,909805,48223,5889775,10685618,2978,1550,16035,17753,16036,17800,166416,313821,566768,566751,17,1217987324,87,87,0,0,307098,916916,1299589,1288891,1230313,1067419,926158,823546,1643198,965200,217290,10043771,28275,124758,156160,122120,77963,169857,304944,240920,121577,30785,5971,3860,18542,3167,57847,104526,127623,289684,535150,412964,202621,48639,9256,6129,29552,4902,93761,170888,209758,105839,235885,168343,54999,18273,21246,14235,7589,10503,14828,23631,54225,1473354,4627296,2184217,531171,145176,310004,182522,76322,182718,183916,263841,525081
23,24.0,ANDHRA PRADESH,KRISHNA,614942,614942,224801,25715,364426,290553,517808,286283,508268,343387,234412,386594,9095,4282,135801,4897152,90678,3226944,7933,284158,21278,4797233,8408254,3739,285,12384,10722,12384,10763,137398,216919,486820,486814,6,979071749,0,0,0,0,248214,610891,869460,947171,933519,860115,799874,723099,1506153,901100,8658,7943862,19869,102125,119557,89675,55368,210556,248051,208220,103942,52631,19062,19474,29770,20774,51625,98855,126997,364991,432736,356296,170819,83953,29278,29821,47170,32120,80119,158575,207211,125156,168642,111606,37288,30397,14849,22744,10934,5733,14249,32098,58334,1918249,3222554,1259812,295955,129717,228281,192419,68680,48218,126128,333249,584992
24,25.0,ANDHRA PRADESH,KURNOOL,783856,783856,180359,20908,582589,370853,712937,369182,709542,463495,285866,504165,24859,4422,206914,9383636,71815,3144163,7137,556249,92995,7408999,13084048,5841,1683,20705,12923,20743,12945,215468,391757,713725,713712,13,1594502220,0,0,0,0,240049,599472,895294,1077406,1210739,1254284,1178355,1192075,2791851,2364000,280523,12618320,39276,135461,149310,114943,65180,269265,302350,257512,180180,133901,26313,14225,15178,33734,94855,186630,204628,506284,570611,478886,327826,239702,45863,24176,26848,60387,171104,338227,367328,147327,203003,144759,83447,44810,20680,20983,11150,13807,22775,57649,90679,2594583,4541691,1822349,1087217,422537,198082,199539,98895,126087,268047,707113,1017908
25,26.0,ANDHRA PRADESH,NELLORE,589038,589038,189267,75185,324586,284553,488454,284149,487959,429533,230570,361354,39906,3329,133999,7100764,80078,4006152,16493,720893,52838,7082707,11827809,13116,2170,19497,12206,19502,12245,150329,379529,464195,464193,2,1512237472,1709,1709,0,138540,192318,427293,596566,693778,817990,880832,906879,920457,2143032,2407500,1841164,11480066,16346,72354,100968,96234,75452,180095,195840,204584,201705,158828,102295,94983,76176,83792,119986,146482,166230,297681,325066,339467,327837,248527,152776,141417,112224,124560,182858,224297,257505,83064,119814,133121,127165,75902,39677,27476,25349,29262,45250,75033,111912,1163563,2110004,2215664,1906764,775717,357421,268608,228745,249872,416897,836166,1298388
26,27.0,ANDHRA PRADESH,PRAKASAM,738130,738130,208184,40529,489417,465938,823878,465571,823635,700559,404850,674114,80773,5798,276249,16467741,116057,6349541,12544,759803,82103,14105449,23577085,19993,2710,35192,24208,35217,24389,296360,428063,742777,742767,10,2827912002,676,676,0,226182,214431,588050,1006281,1318885,1668164,1909977,1953755,1980590,4006405,2376800,6553747,23165752,39988,159369,186014,164755,124031,348447,412759,406999,353732,240307,106473,75308,52838,39077,110298,303356,341059,601935,718915,702616,595546,392661,172426,121840,86293,62840,177690,500954,582399,211761,312331,293120,195968,66938,35394,27970,24402,18448,24737,97137,184113,3617957,7213057,4884377,2494587,571118,383354,351879,284615,205103,235510,1067170,2268358
27,28.0,ANDHRA PRADESH,SRIKAKULAM,568331,568331,59205,42978,466148,422027,727738,419857,723903,627689,369563,574508,50449,9022,301434,17939943,38326,2331291,29803,1800576,67393,14950048,22071810,5792,6037,34577,21062,34579,21098,238298,370243,504558,504553,5,2199253510,197690,197690,0,164857970,166899,418697,724796,1038820,1478746,1928081,2216974,2300801,6745538,4979600,72858,21762513,25718,119609,154772,150692,123722,376298,376230,360581,255348,137979,91584,86736,65348,56546,152186,266996,330473,630236,624834,592670,402327,221688,147518,140662,106009,91091,238533,418161,511932,277533,298265,266845,106088,35423,21952,15241,13002,9699,44590,128897,220750,5494610,6840494,4031010,892825,275285,183617,139370,80741,80678,317676,1348655,2386849
28,29.0,ANDHRA PRADESH,VISAKHAPATANAM,481753,481753,34227,163687,283839,217003,355750,217006,355832,640756,329114,560971,82347,5454,181696,11783705,18805,1084838,128613,8664528,71807,12688853,21533071,3115,41027,37120,32386,37121,32443,312386,358070,387482,387478,4,1869321457,366503,366503,0,1333784217,116529,320828,581834,846203,1150163,1478809,1644078,1916277,5203311,8018000,257039,21305852,38232,164106,169709,126028,62896,195836,196018,194346,144583,85296,34597,27550,32435,60550,97310,151149,154367,312009,309484,303814,214877,120384,49299,39088,45170,86171,143002,221676,223282,201225,261021,235039,124888,61086,41002,30047,20204,24828,54348,145296,179689,3413005,6513145,3779803,1546765,588015,425243,314426,185329,200198,455061,1790791,2321290
29,30.0,ANDHRA PRADESH,VIZIANAGARAM,509958,509958,56797,63755,389406,310454,553957,309564,552633,709652,358265,591731,76501,10997,272265,18746875,39448,2602283,46552,2782359,87302,15673388,24131517,8371,7969,35900,19558,35902,19607,260433,380559,533307,533292,15,2528450394,122615,122615,0,338603731,117793,299820,566133,832583,1195687,1551986,1867204,2195561,7796122,7294100,414528,23913470,24079,111872,163143,166898,125739,285445,282752,279397,219797,126188,29093,38960,45731,35856,139647,253638,237802,491913,484555,473133,351779,194059,45696,60001,69633,54781,217244,408212,371545,256938,299097,285857,126407,34533,14569,15749,16742,11894,65321,214322,213417,4676917,7187358,4702701,1178917,272877,132777,185085,183346,122128,465414,2709572,2314425
30,31.0,ANDHRA PRADESH,WEST GODAVARI,728831,728831,235831,41371,451629,337535,558886,337831,559256,536602,316300,494494,27997,4485,188240,7914691,107426,5074894,20634,984647,47152,7578252,13974232,11415,1714,23718,20268,23722,20307,182711,289909,646274,646251,23,1998201225,0,0,0,0,284364,691525,1038903,1173507,1257501,1287278,1265659,1235728,2939298,2794200,6269,13444285,39786,131433,139377,106631,77267,233197,281678,246887,149238,93401,33434,48655,55569,54968,63471,129955,174906,381691,461504,397000,229249,137344,46510,67681,76945,76716,91725,193254,265078,147407,227648,188551,78488,39578,23860,23014,22206,22863,25510,62470,127194,2309581,4624884,2671619,832024,372558,257245,255745,214805,218172,238638,655292,1323669
31,32.0,ARUNACHAL PRADESH,ANJAW,7285,7081,0,6977,104,5952,6260,5937,6245,1109,5272,5410,0,1,87,2927,0,0,5185,227920,1,107513,230847,0,0,243,156,243,158,1341,186,6192,6190,2,36109344,0,0,0,0,283,4547,9419,49918,84959,27757,37589,11671,4704,0,0,230131,821,1496,1206,958,929,0,2361,59,379,3866,2511,370,1,981,1122,2609,4286,0,2361,60,380,3884,2569,382,1,981,1128,2676,4381,0,1733,0,190,3433,2278,172,0,857,928,2303,4056,0,16133,0,1912,54050,34179,2591,0,7947,7380,41429,65226
32,33.0,ARUNACHAL PRADESH,CHANGLANG,13382,13355,2,10281,3072,9705,10824,9497,10521,1861,8939,9831,0,11,2096,71689,2,44,6841,231931,1,74910,303664,0,0,475,282,481,294,390440,720,14267,10291,3976,39739878,728,719,9,1761830,1028,29440,42393,121832,53041,39701,8242,3899,4088,0,0,296057,618,2520,2898,2149,1646,1759,873,1562,95,86,157,98,146,1221,1136,4729,1963,2024,1003,1826,100,88,157,98,146,1240,1166,4801,2006,779,794,1525,120,48,149,0,0,1085,1506,4726,5517,20458,16993,28172,1951,1270,1869,0,0,23363,23633,100004,85951
33,34.0,ARUNACHAL PRADESH,EAST KAMENG,20835,20790,9,20458,323,19164,21139,17165,18182,348,11563,11694,0,3,201,4971,7,145,11355,338262,9,96642,343378,0,0,975,310,984,310,16165030,300,22222,21350,872,71490660,1,1,0,0,3275,45920,147325,26362,27305,16086,36910,23125,17070,0,0,321468,1986,2940,3263,2527,848,12708,5113,2957,2662,626,908,687,258,2605,2831,4411,3436,13567,5200,2965,2679,676,939,687,258,2605,3372,4808,3442,7022,2846,2389,1299,290,339,567,486,2600,1631,1924,3439,85831,28896,24163,23077,5404,5416,12260,6288,37949,21512,25672,66910
34,35.0,ARUNACHAL PRADESH,EAST SIANG,8946,8805,11,7950,844,5140,5210,5089,5150,125,4971,5030,0,1,131,2715,5,91,4835,90868,2,45592,93674,0,0,394,259,394,259,32363,274,9842,9665,177,30726634,0,0,0,0,6564,74569,4702,3029,0,1680,1690,1440,0,0,0,87110,304,1220,1444,1285,777,0,0,0,0,0,442,30,205,248,128,4178,790,0,0,0,0,0,442,32,206,249,129,4184,790,0,0,0,0,0,397,28,125,151,128,4194,3819,0,0,0,0,0,5955,280,2155,2975,3121,40975,38213
35,36.0,ARUNACHAL PRADESH,KURUNG KUMEY,13372,13338,5,12499,834,11457,13201,11100,12820,1449,10329,11783,1,17,713,20252,4,132,9612,326514,6,135334,346898,0,1,1014,636,1015,646,2364789,361,16622,16540,82,87626576,5,5,0,9460,22,33201,45231,127158,38832,71954,11694,10989,7717,100,0,346664,1528,3233,3302,2430,1290,1538,228,0,2299,0,2224,3241,99,2098,4638,10811,3251,1538,228,0,2625,0,2224,3250,99,2110,5408,11259,3251,1180,228,0,2256,0,1180,903,99,1392,3927,8722,5490,14713,2280,0,9870,0,15352,11985,795,20454,89984,129401,52064
