Sno.,State Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed<br>person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
11.0,GOA,32616,29934,746,8826,20362,11174,11757,11174,11757,3250,11167,11748,143,3,8293,234742,343,10350,2531,65809,11,235189,310901,6,36,490,151,490,155,1443,2761,16861,16701,160,50238812,5,5,0,0,16063,41722,49451,44119,40939,34680,25936,19820,23675,8500,5996,278812,748,3339,3750,2418,1493,2584,3013,3958,3677,3978,3032,3393,2552,2308,1557,1230,570,2638,3083,4027,3921,4099,3140,3464,2602,2350,1588,1276,579,2579,3013,3962,3628,3973,3014,3367,2555,2300,1546,1227,568,31801,34184,39600,40873,35564,24546,29929,26598,20977,12274,10330,4225
12.0,GUJARAT,4084953,4082518,345563,1337688,2399267,836961,1945400,836903,1945288,385584,822080,1902979,41767,26576,411559,16191518,62611,2451228,347910,12657222,27051,14461828,31299968,4049,15517,34911,24836,34922,24889,58759883,155171,610925,382075,228850,777958042,1972313,1170647,801666,2405571840,776049,2489833,3154984,2926152,3239506,3277503,2050006,2991378,6094384,1559600,2740573,29520478,490914,569742,501083,261531,79708,152472,312926,282341,154547,67953,64341,78642,93800,102355,142830,211964,189636,330800,705697,633550,334987,129210,117054,145403,167304,177195,253973,387300,351399,147054,304121,274403,147388,58267,54589,67752,82809,91797,129385,190853,163732,2934894,7052841,5555327,2416762,880735,791938,1019232,1279209,1407302,2217913,3207421,2437434
13.0,HARYANA,677854,677314,335171,115,342028,278471,473722,278471,473722,111723,277748,471845,13742,297,131672,5465892,145981,5466900,95,3248,740,3987337,10936040,6595,2,19323,10238,19323,10239,1188747,21773,554017,363931,190086,1553224863,59021,41036,17985,160768725,288638,738119,1067377,901055,1007061,1154493,898583,985357,2501739,997800,395818,10296375,109317,152159,129418,53221,27730,42860,56904,79157,72190,64910,48262,34781,35934,46834,71171,70838,68999,62842,82745,117085,102630,92225,67597,48669,50169,66644,103775,103323,104059,42463,58117,79402,72847,65165,49194,35183,36101,47024,71059,71381,68565,785271,945015,1270753,1111006,957116,713547,556897,534730,745400,1068186,1134145,1113463
14.0,HIMACHAL PRADESH,1106662,1106283,305469,66061,734753,529187,659855,529194,659896,192276,505467,623416,48043,2080,324708,17320067,148508,8042128,32251,1650637,10715,16033760,27012832,14908,2288,32265,14624,32568,14652,2564854298,95852,335751,312178,23573,1312497752,63131,59372,3759,226090016,168823,942531,1693158,1664259,2214322,2652053,2747158,2701834,7397116,4260200,571378,26339682,104780,189338,155130,95775,77586,104683,165373,193709,189286,162549,162531,114922,144889,173759,165041,192449,182667,114383,181366,213274,209022,177356,176085,123875,156375,187653,178382,212301,204797,99422,151642,177248,172378,145199,143609,94766,126032,154919,143990,171505,159093,1470639,2412921,2834621,2734720,2233707,2200280,1353014,1904310,2496438,2079739,2822103,2470299
15.0,JAMMU AND KASHMIR,982755,863615,68741,136870,658004,440254,619449,436687,614541,181778,431146,605007,37050,3444,328133,16134513,32903,1406929,70116,3368872,5627,3895806,20910314,2225,4781,22565,14886,24714,18701,55727541,92776,673744,580551,93193,1546209882,38048,29748,8300,137952586,171720,984734,2060498,1245207,2109323,2745825,1474080,1770861,4505226,1540000,2303864,20344722,144566,180236,155549,85533,38975,29428,24486,25621,54322,53401,62184,75732,103074,125487,87884,90867,92752,37061,31809,30770,69910,70769,79354,99153,132303,162779,105485,114244,118026,28114,27706,27402,56616,70179,76907,91538,118257,148145,106188,105589,107123,636829,626598,541247,1306778,1555535,1664059,2107091,2655447,3318356,2156289,2081135,2238807
16.0,JHARKHAND,4040997,4029868,544400,1508085,1977383,1582170,2578777,1582182,2578788,1213241,1574657,2561270,58080,7829,737734,29073722,195509,7814556,641414,24082517,10800,19126838,60970795,7583,22504,73372,35245,73407,35434,77285252,268681,464580,370129,94451,697691834,2825399,2104555,720844,6295642799,1072108,4934024,7198441,5267515,7832527,7145333,3388387,6385162,11798644,2176700,3771954,57210926,585963,947342,690344,279485,58039,575929,659268,472247,180861,147612,143912,191485,229765,301040,370072,312556,444070,846880,960971,678795,251355,204476,197679,267682,324064,423600,525543,445308,636798,570435,682316,511617,194479,152454,149949,195656,239134,312281,384365,332341,457480,9481820,11222684,7181506,2507993,1950358,1884781,2639010,3213960,4361257,5454312,4614114,6452050
17.0,KARNATAKA,5591526,5585405,962857,467211,4155337,1663498,4591902,1663351,4591450,324050,1652116,4550123,45144,6440,1246720,53217076,269779,11074331,135617,5811334,23675,32340909,70102741,6869,3277,95653,56036,97442,56852,18306744,552362,2980946,1075042,1905904,8595856885,1108876,448605,660271,3648201051,753387,3546610,6973152,5363780,7129313,8547548,6022651,7475870,19651299,2354400,2284731,67602509,1215077,1365466,1137543,639333,192705,18101,55813,76452,98365,132979,175301,200449,247654,290408,394718,609534,811418,39302,122053,170367,227932,316933,410124,464820,587167,667036,917921,1513101,2125171,11625,49226,67819,87947,118855,158658,181970,223046,270326,367524,558839,709428,194571,1080683,1443890,1971995,2872796,3768227,4230480,5217442,6481400,9284741,15221830,18307822
18.0,KERALA,1886774,1877027,235046,40777,1601204,1418062,1565111,1418055,1565095,1669662,1416441,1562991,124821,1391,1182876,51888165,200330,9885045,33235,1536400,13092,58828359,63309610,19589,2789,97167,3289,97207,3292,893605,163548,1673450,1658470,14980,7707894255,175058,173881,1177,889940347,870775,2222296,3469077,4560407,5884212,6862339,7233480,7141139,12571532,12077600,416753,61572606,81416,392960,514727,372644,201244,38560,176578,292642,462156,631440,522507,763358,801177,821349,806882,840498,676415,39681,182461,305398,485008,667058,553326,808966,849494,870429,851845,886095,711223,36980,174126,291452,438660,590511,472494,710869,756169,785296,749917,782182,668199,287346,1589178,2515554,4049817,5813656,3603085,7004187,7649367,8244810,7752146,8384808,6411072
19.0,MADHYA PRADESH,11977840,11971776,1839021,2746339,7386416,3895759,8603177,3893714,8597609,1551044,3879959,8543387,304477,10744,1989563,85991248,755524,33936191,1134872,48970458,20432,72398492,169434718,66750,88243,192554,125892,196024,130800,2528684650,746370,2984510,1893951,1090559,6831088295,1537403,1016403,521000,3643829262,2438590,10194444,14338082,13165678,16718219,16788539,11255539,16614203,35146981,5461500,26776122,161552988,2107780,2619871,1971750,1083636,755280,996985,1428985,1499666,560283,315299,363627,420137,645889,1060316,1171379,1228135,906518,1828923,2699651,2832167,980841,532751,618615,722216,1095988,1826001,2027016,2143549,1585698,988469,1427140,1499231,560684,313278,359974,417385,642231,1056163,1167196,1222151,899460,17681450,26460812,25887863,8151166,4338419,5222404,6172017,9434165,16464639,17897739,18721594,12953299
20.0,MAHARASHTRA,6905886,6797949,591358,884478,5322113,1520457,2909557,1518243,2904675,771486,1504521,2872762,197185,33185,1116046,55935642,114627,6059332,273848,15206883,21133,35454207,77201857,15890,39973,108950,40057,110780,41110,522011958,362699,1099291,999907,99384,1835674612,2781978,2608339,173639,9040607337,1522527,4278723,5440676,5022577,5406696,5190455,3616113,4428070,6764042,305000,35226978,73687159,583385,930747,775344,427580,155700,371969,560444,394953,176013,101516,66850,72175,152117,363202,519392,509558,474463,664400,1004763,707589,302320,165000,109025,125238,268839,630386,922619,917247,856851,368174,560829,397849,176919,100262,66009,71378,151083,360739,517038,513514,477632,7115865,11789153,8163612,3436028,1929266,1266712,1427352,3043221,7019199,10981664,11083251,9928668
21.0,MANIPUR,472204,461020,8710,231262,221048,380571,446039,377855,443224,145351,356264,419362,112239,419,152502,6634236,3244,149499,200518,15623675,100,7568409,22407410,172,103567,26544,1979,28064,3959,456796,10692,33344,30169,3175,0,155971,121731,34240,0,174678,545523,867201,1164464,1087454,1150731,1574211,1338562,3257562,10455600,791424,22024754,59621,116679,113893,81125,48044,59055,121435,58857,201867,167542,65066,165791,47628,118439,66111,171513,49832,62556,124091,62342,211147,170912,69099,170783,50611,127310,72447,185509,56879,58921,120191,57232,193075,149384,79583,182531,111749,151530,81729,174250,151689,638285,1517385,556985,2742517,2321134,1251891,2608927,1884850,2661378,1141385,2783884,2160301
22.0,MEGHALAYA,457540,457113,4000,418081,35032,335781,470820,335616,470582,180341,335182,468573,35181,215,22150,1061148,3065,107728,309967,15606204,3346,6991911,16775080,29,34250,19340,8593,19382,8603,37795330,26478,80301,65414,14887,0,55186,49081,6105,0,159783,737860,1161059,1076011,1603212,1611208,1579906,1588468,3674295,1635600,1947678,16218064,105641,137190,114788,67834,43014,85296,74729,84139,94750,106953,110549,116052,124492,101719,90426,79477,59265,102155,86221,101132,113128,129793,138119,143435,153177,123138,110645,99236,71960,84571,77105,83571,95998,106844,111881,117882,123904,101391,90172,79058,59029,1384092,1061614,1134162,1409232,1627667,1787470,1752684,1851864,1479136,1425300,1164283,697506
23.0,MIZORAM,190099,190089,166,189453,470,175688,185453,168734,177310,38663,168731,171717,75524,70,478,33213,41,2978,168192,13023567,3491,3166664,13059758,18,72402,15237,5259,16869,5428,5303553,11333,19430,12439,6991,228479059,91301,43069,48232,731460744,3757,172843,420594,164653,127667,75934,1078286,540782,3060791,6807800,606651,12907478,21202,49073,41720,30876,28765,24398,33945,112488,97012,135672,36002,68715,137548,130048,159388,131461,109724,24398,33945,112948,97012,136286,36002,71227,139796,131372,159391,131547,109725,24398,33547,90909,81615,109194,15065,68715,100328,103496,136107,119611,94479,243980,446382,1288011,1106551,1401717,175517,600669,1237758,1059708,2089507,1780624,1629334
24.0,ODISHA,6163936,6151353,1173057,1735153,3243143,1391497,2631257,1391457,2631165,969065,1378597,2597613,47629,3252,620946,20113621,247318,7933674,510333,17327256,21054,17562813,45374551,8427,21095,55922,41121,55929,41123,578351,352722,2798831,2145749,653082,2870403011,1727533,1009888,717645,2454529346,1094293,4566335,6371891,4954962,5707348,4835779,2680018,3866992,6418148,2025300,2847860,41831074,433928,784327,711898,417042,250418,342376,430128,310457,38609,68858,88823,106030,181626,274000,303743,271421,485930,620653,793721,587637,63605,110931,141466,169800,297875,443125,500986,452653,823433,330599,444540,353189,35341,61489,83715,98280,160681,242749,279310,250786,420286,7275384,9309934,5722361,511394,783020,1084348,1230682,2124103,3366879,4112691,3602607,6245523
25.0,PUDUCHERRY,66941,66549,18858,73,47618,42554,51355,42554,51354,4261,42546,51253,202,32,28972,705636,13532,372216,42,1011,15,867970,1078863,53,0,1004,0,1252,0,17829,1540,43593,43125,468,75169392,1,1,0,714,60186,157257,266431,220953,130506,84070,65518,31838,41754,17200,3150,972630,7419,15506,13484,8955,5889,180,8285,15918,22177,19501,17095,7025,63,1384,793,14194,13583,186,10268,19201,24720,21859,19186,7736,63,1450,877,15988,15081,179,8247,15924,22313,19493,17080,7024,61,1370,790,14213,13583,186,82823,208743,156780,182069,138567,43121,978,6618,4860,139119,114999
26.0,PUNJAB,880093,875811,667334,266,208211,246104,291981,246056,291917,74696,245453,290980,3786,201,48925,1455815,196452,4993821,76,2145,1208,2787758,6451781,2704,3,9103,5765,9115,5789,7462247,18678,418320,342071,76249,481262430,214595,184813,29782,285028827,409940,982184,1038150,796884,709840,588233,452640,409095,677300,194200,193315,5616914,36025,85241,90266,45777,33671,63907,69520,66956,42697,35992,37587,25669,29082,41839,23485,31377,56277,71457,77740,74587,46707,39929,42208,27990,31159,45874,25691,34693,64721,63623,70121,68149,42956,36004,37766,26096,29469,42540,24139,31703,56949,821063,862344,810774,506770,421424,426050,319888,370847,538181,291187,373493,707860
27.0,RAJASTHAN,10022207,10006479,1665707,1653372,6687400,4705748,6500465,4705469,6498680,2663566,4522234,6188067,335621,3143,2728400,123284462,802562,36399790,991272,52370887,7581,146979926,212055139,54679,99195,184904,96230,185071,97316,16290849,418235,4687921,3716157,971764,11229537189,4517609,4227258,290351,8515372171,2388656,8511801,14148583,18254858,20621392,20899549,21818303,22298100,48994623,21302800,12816474,205564017,1587987,1928003,1429684,806057,436351,1096126,2319745,3205756,1503116,663286,348358,298820,504531,1049135,1478919,1315146,1708678,1316296,2852720,3986586,1764573,773310,403484,355180,582763,1191112,1685750,1524338,2042935,912238,2082695,2944751,1239772,525253,256608,206978,381497,861135,1253774,1079198,1410626,13259039,39872685,56631181,18558501,7392621,3289292,2851576,5184504,12432623,18145557,14047317,20388605
28.0,SIKKIM,80444,80246,4077,29414,46755,55839,72592,55748,72476,10661,54684,71096,8746,91,32015,1951868,2583,148978,20086,1187068,92,1471441,3287914,332,3097,2844,1423,3765,2666,1507076,5381,47033,37652,9381,231516528,30755,26662,4093,134594439,11690,81274,155305,147888,235056,292995,307027,331864,837713,598600,288502,3249264,15433,21863,16244,10626,6930,8780,12624,14074,19587,15909,14322,7414,13003,13509,17016,17063,13941,10026,14242,15683,22211,17630,15895,7903,13972,14794,19769,20781,17286,7779,12751,15115,20507,17236,15266,8448,14126,15960,19003,18324,15702,145369,252539,280570,351576,283166,238124,129878,257313,301328,358189,365512,319069
29.0,TAMIL NADU,8419826,8371307,2239028,133854,5998425,6375637,9807662,6373922,9804557,681767,6343339,9733544,602619,41319,4472611,209762584,1779520,87959409,91208,3852578,72096,223597433,301574571,189734,7267,278482,0,278644,0,164777137,120029,3741311,3703871,37440,0,553,297,256,0,5278100,12728439,18217702,21738197,24913876,26684167,26927170,28313527,75259555,20079500,41434338,291636085,1449258,2987128,2679224,1724390,893392,2003429,2608126,2942039,3126844,2876637,3223194,1159664,2198152,3300056,2748179,2896077,2684081,2407220,3305684,3800354,4047108,3659283,4143434,1321398,2739774,4334819,3546581,3729106,3469486,1992101,2607917,2961822,3151441,2893084,3247778,1175879,2192433,3283933,2758133,2927797,2704063,16208477,23088448,28396083,34456659,25092690,32941931,7034532,17157701,33958130,25369341,30032960,27527205
30.0,TRIPURA,603959,603777,110648,233709,259420,567101,1058381,567094,1058347,872690,566770,1055186,199503,12895,238495,19584758,104574,8817804,223701,20571092,99914,18958202,48973654,28252,110226,57785,28836,57870,29068,520549,220025,507487,166127,341360,4255720015,163926,68200,95726,1337118235,25899,86956,188062,326712,633287,1223523,2225123,4396774,19711942,12922700,7232676,48924327,239026,300296,253369,151375,111122,71850,209451,358122,331457,364735,423465,283513,442336,400115,330531,367641,374371,88881,245341,416342,393172,441288,514268,333304,555963,499558,411132,478524,509650,67862,206251,360254,332620,369747,426943,286881,444036,405527,332485,369222,374121,776145,2088502,3632244,3770721,4379838,5099930,2942293,6300546,5311969,4186123,5220230,5262501
31.0,UTTAR PRADESH,15120532,14923531,4713324,160455,10049752,7363574,9341810,7362347,9340156,4354362,7327738,9285730,309033,17530,4805084,176393359,2437931,87632247,84723,3310384,43932,45932853,267335990,101846,5060,315134,156440,321489,159570,9908326057,1661658,11857030,10824034,1032996,28394716463,1103527,1032963,70564,2634418598,8064393,22242598,29672961,24784166,29326848,27490453,24432925,22424183,46879708,10196600,21821155,248266437,1488604,3401093,2757412,1280373,357088,1893265,1966894,2298137,2030710,1544901,1636687,1654304,1916979,2020112,1394822,1053525,1193121,2221770,2294730,2675893,2361030,1789836,1894579,1897561,2181395,2300938,1579104,1187467,1344361,1869281,1990977,2328840,2057297,1562584,1646308,1668222,1929018,2040786,1416941,1065264,1197885,28518208,28869242,31829972,26123634,18629801,19826205,20254385,24139337,25208413,17208326,12625010,14011961
32.0,UTTARAKHAND,1037940,1031941,213266,37444,781231,471192,557019,471014,556959,301900,469285,554130,22324,415,369654,15660115,85167,3667187,14464,570409,1915,8893264,19897711,4542,744,22740,13407,24180,13669,73162682,72223,356449,338128,18321,946704875,195926,185940,9986,642418853,301707,1257581,1998568,1807377,2436241,2173074,1925241,1821183,3904902,1276900,994937,19044916,73439,172579,155091,93599,59189,100111,77071,85537,108003,113225,97023,80370,94694,111016,99091,89585,60809,110593,86288,95940,120095,124208,106399,87906,103591,121060,106717,96964,66429,98975,87769,95591,119792,128948,114625,96143,108882,133231,123556,107165,76632,1668990,1380823,1478634,1828472,1924763,1750591,1502160,1704656,2093370,1954915,1574267,1023465
