,Sno.,State Name,District Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed<br>person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:18-30yrs,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
104,105.0,BIHAR,SAMASTIPUR,459803,449564,141153,1797,306614,48986,61616,48948,61565,54777,30975,38080,1290,152,20114,760322,10673,421275,188,8361,94,506733,1189958,432,16,1333,1823,1574,1903,7738817,9253,80864,60873,19991,102548761,88119,62652,25467,21805073,17223,136873,134422,157258,128254,111818,108550,130771,242274,38100,121842,1223657,5974,23102,19253,9171,2086,8400,8493,15224,9556,11286,11329,7639,5089,5177,3849,2237,1925,10815,10584,18966,11384,13240,13472,9040,5835,6116,4346,2584,2231,7232,7740,10700,7128,7805,8000,6663,4883,4755,3689,2007,1469,152941,140919,189775,122097,140576,145929,128363,90630,91247,68567,35962,20379
105,106.0,BIHAR,SARAN,466986,453216,108819,4194,340203,48108,48744,48043,48678,16023,23557,23785,390,20,16639,507490,6610,206999,308,9088,180,180518,723577,183,19,1320,1221,1416,1274,7685646,11931,73656,73236,420,108789152,72645,72102,543,18961226,12167,202701,147682,66267,114123,103396,56209,42220,141058,42300,20985,774417,3690,15196,16104,7225,1903,20325,13741,16301,7727,7626,7047,2896,2387,2174,1018,849,1114,20538,13897,16492,7776,7665,7109,2915,2392,2186,1024,865,1120,12548,9919,10894,5734,5484,4269,1804,1500,1456,652,511,806,233825,171976,190094,92603,90484,66250,27769,24289,21549,9876,9565,10828
106,107.0,BIHAR,Sheikhpura,93573,90006,34765,38,55203,11586,13746,11585,13745,5515,7784,9034,80,7,4856,166714,2927,84436,1,23,49,104593,251173,44,0,310,294,341,312,32502119,2293,21922,21064,858,17301324,19394,16502,2892,6948077,5657,34701,47946,26608,40266,19830,21849,12608,55838,700,13419,247304,2016,4995,4218,2114,439,2800,3577,7483,3812,699,1160,1261,1341,998,720,96,24,3249,4085,8612,4248,715,1199,1363,1544,1088,788,106,29,1771,2753,5493,2289,481,712,755,735,660,405,63,24,33687,47045,97399,33458,10579,11336,14178,13243,10329,7147,876,145
107,108.0,BIHAR,SHEOHAR,81314,79103,17507,0,61596,12331,18690,12328,18686,8756,10040,15041,118,9,7541,238435,2499,78823,0,0,251,148082,317258,31,0,525,613,563,627,604750,2634,37895,25184,12711,47466807,27154,14777,12377,1043628,5475,49195,61815,45140,39674,34659,12636,28880,40564,5200,8681,297548,1814,5797,6578,3670,823,2140,4552,7785,1216,578,607,349,1147,496,169,68,34,2725,6847,12240,1424,651,697,400,1507,575,206,72,36,1733,4236,7616,1585,677,552,348,806,505,167,50,12,32038,67278,156281,25472,11785,8801,6127,13297,7303,2408,960,169
108,109.0,BIHAR,SITAMARHI,434056,426278,97008,441,328829,79027,101794,79017,101779,17620,44994,56079,251,216,34696,784964,10244,244166,54,1219,164,400017,1030349,80,1,1988,1830,2131,1960,9653823,12762,98743,89620,9123,128193264,95506,88462,7044,54995923,67031,322407,294847,162654,136144,89770,52097,40210,64020,16100,18849,1024574,7665,31155,35261,19339,5496,11459,38961,38002,4233,3398,3613,3751,4140,4378,2592,1197,2583,13472,49557,48473,4756,3815,4089,4498,5126,5273,3128,1432,3017,8771,26095,37320,2850,1943,1998,2143,2547,2472,1810,886,1900,147143,383409,466892,39367,28365,26064,30649,39255,38221,26655,13046,25063
109,110.0,BIHAR,SIWAN,292112,289457,55219,11121,223117,27736,29590,27710,29556,10170,17437,18356,144,64,12876,381260,3946,117199,615,18243,61,126604,516702,29,10,805,760,845,764,35234887,4808,49706,46431,3275,61659447,36389,34966,1423,6846180,12641,84211,92083,54761,65992,63601,58931,29497,45627,5100,11762,446517,1351,7046,12275,6945,1766,10143,9283,12006,4101,5685,5966,3208,2859,2834,3208,1305,1159,10533,9719,12588,4221,5854,6142,3309,2937,2921,3437,1362,1193,6854,5791,6020,1908,2647,3056,1967,1567,1856,1929,711,807,110824,91060,93535,27913,35112,42967,25831,21020,27122,29157,8420,11245
110,111.0,BIHAR,SUPAUL,304610,297342,82116,1336,213890,33930,46150,33920,46135,12318,18959,25149,356,42,13588,392667,5298,139924,73,1910,214,192815,534501,67,3,1115,756,1197,789,26116042,4506,62778,48963,13815,70418393,86118,60618,25500,40838714,19697,110652,144084,73014,88069,69853,33087,32446,63324,7500,38878,587912,4799,17911,15239,6592,1151,4676,13682,18169,2725,3699,3048,878,1380,2301,1635,497,741,6531,18743,24169,3268,4681,3463,1045,1662,3021,1927,585,870,3831,11258,14095,2288,2186,1418,608,838,1620,911,373,730,72701,207496,230823,28776,35250,24214,10025,14358,25762,15478,6526,9195
111,112.0,BIHAR,VAISHALI,521222,512075,172301,2048,337726,26679,28176,26653,28147,16165,15181,15741,308,12,10072,343651,5009,154876,100,2971,22,176471,501498,133,0,822,1193,967,1275,12168988,9938,52505,51800,705,33780920,77689,76139,1550,41594459,13965,81675,114896,56858,50271,58950,48021,43042,112066,17100,24185,558864,3893,10856,7865,3327,749,7635,6128,10180,4984,2305,2551,2270,2570,1740,1221,1235,581,7849,6375,10576,5156,2460,2774,2494,2821,1870,1280,1296,600,6096,6170,9116,4619,1928,1726,1656,1443,1038,868,695,619,118432,110871,156551,68379,35032,30233,26785,22537,17739,15581,10928,7961
112,113.0,CHHATTISGARH,BALOD,152304,152195,10767,46995,94433,103526,169602,103521,169586,68316,93323,140980,686,367,55621,1384430,6235,154490,31467,886789,134,1451378,2425709,20,298,4610,1456,4622,1466,28990,9897,150996,145707,5289,264865700,126514,123476,3038,171287132,129260,363832,499633,418113,343011,210821,142209,114541,123526,3500,77263,2167530,29481,59780,50468,23554,6290,62870,78423,67114,8609,2084,1387,769,96,141,62,35,357,91565,121433,99246,10185,2499,1582,906,117,160,72,37,565,51886,69594,61609,7362,1527,1030,632,117,110,46,38,130,599173,1100202,651248,46336,11434,8494,5030,1036,1336,315,366,739
113,114.0,CHHATTISGARH,BALODA BAZAR,226151,224404,45810,30816,147778,130120,311931,130113,311902,102575,115271,252748,3722,1184,73836,2527186,23833,807619,17602,677808,633,2042153,4012613,788,629,7675,655,7689,682,706504,6259,125601,123210,2391,185984564,286636,284077,2559,503109743,106107,399460,529025,533419,519758,462792,325195,301179,391819,19200,424540,3753897,67874,104106,77593,44565,18049,77980,106159,73615,4350,13,72,317,41,77,67,55,34,169818,244958,163123,7299,14,89,520,46,83,73,64,48,63652,92289,63973,3773,12,62,306,30,63,57,40,28,1099808,1905519,962787,37399,203,745,2854,556,936,608,722,357
114,115.0,CHHATTISGARH,BALRAMPUR,136320,135204,5573,84268,45363,52611,94779,52603,94755,30646,44459,74506,1269,185,12545,383108,1965,58260,29949,855944,349,502467,1297312,56,788,5116,3463,5117,3476,3444014,8328,181075,178514,2561,344790766,57365,54914,2451,113543480,58826,168981,206745,142582,154446,135594,75726,91906,106610,4700,151197,1153315,11245,38365,27780,13447,4142,34069,25611,27685,9367,941,996,360,0,21,15,0,95,59848,43634,46630,15153,1358,1359,520,0,29,15,0,159,26571,21012,23497,7835,825,763,332,0,19,15,0,0,448390,347714,384040,98247,7086,8724,2911,0,111,90,0,0
115,116.0,CHHATTISGARH,BASTAR,106911,105230,2585,75258,27387,30750,54975,30718,54896,16476,25673,44880,431,314,5056,119562,556,13755,20061,517558,586,276954,650875,12,327,1565,387,1567,389,16935,14039,82724,81240,1484,57260877,56994,55578,1416,42401415,36997,112718,113099,77224,78657,62358,25680,43679,46461,1700,49330,549186,7842,24119,15463,6649,1358,15887,15611,13235,2675,1281,949,822,514,723,496,1938,2191,26971,26304,22777,3884,1883,1413,1232,730,1023,732,3160,3370,13080,12752,11464,2345,812,495,476,396,564,321,449,1101,203237,200511,170052,24996,8587,5801,4710,4808,6047,3128,3887,12139
116,117.0,CHHATTISGARH,BEMETARA,159177,158365,16656,4684,137025,78712,171158,78698,171121,60388,66146,131931,2522,436,56680,2014069,7461,287086,2005,81146,226,1162036,2382301,401,107,3647,1434,3679,1453,245819,8274,91476,90119,1357,132379947,185026,183163,1863,233357915,63707,216162,287408,287268,290853,270154,198741,202208,264578,21000,280222,2234443,30434,62103,45690,24131,8767,43433,57213,47574,7933,1141,1369,970,115,133,34,31,28,89354,118607,96013,14608,2035,2378,1574,154,217,52,49,44,33238,47774,42584,6753,859,922,845,118,126,28,33,29,623179,956123,686672,76414,11136,11447,11607,1669,2289,530,613,622
117,118.0,CHHATTISGARH,BIJAPUR,57263,56587,2597,41018,12972,24512,68393,24485,68319,14493,22118,60366,724,206,5235,156437,1251,53722,15632,554299,59,378432,764458,49,585,1826,151,1826,151,281907,7529,14196,13741,455,24161878,14779,14522,257,27750258,14663,86102,110998,96039,102280,86504,34525,67001,80001,1400,84945,707375,13337,25847,16009,8530,4494,13703,12653,12521,895,536,258,0,0,0,0,185,101,34388,31029,33930,1971,969,452,0,0,0,0,371,166,12286,12193,10753,858,380,181,0,0,0,0,185,120,256864,292674,188882,14113,4340,1999,0,0,0,0,3582,2004
118,119.0,CHHATTISGARH,BILASPUR,263556,259107,38924,73035,147148,115471,222281,115446,222196,94480,92082,163218,2874,435,47451,1661115,11601,410974,33030,1090228,74,1608414,3162317,418,830,6226,1832,6229,1837,3779963,9781,109196,107315,1881,113389430,321053,310210,10843,480085999,100070,297202,384691,401323,389599,359945,278117,259882,353879,19100,318509,2940324,34599,88770,60188,30199,8823,85726,81414,61835,9434,2064,3202,672,609,580,852,907,3099,158228,149111,109358,13888,3017,4665,928,857,867,1405,1449,4524,63036,60092,48359,7122,1585,2611,571,350,386,654,620,1375,1150732,1189130,663973,72685,16861,29609,6752,4014,4581,6312,7346,10322
119,120.0,CHHATTISGARH,DANTEWADA,47245,46713,1869,36294,8550,18067,33782,18066,33779,8470,15572,28222,264,294,2495,62913,384,6824,12693,344088,2,190870,413825,8,213,1055,333,1056,344,597960,3260,18132,17673,459,13401122,60436,59146,1290,87564158,20501,69482,69260,46669,53447,44619,18528,24062,34884,600,31773,355832,6077,14273,8113,4383,1188,9709,9633,10177,3495,1679,949,338,89,42,52,37,27,17338,16744,18333,5254,2598,1314,444,103,48,68,41,34,7374,7577,8581,2341,1341,761,253,59,23,19,21,0,112489,116239,135047,23924,13973,8584,2597,478,182,150,162,0
120,121.0,CHHATTISGARH,DHAMTARI,151371,150547,9484,47852,93211,112125,224544,112107,224502,101833,101672,188940,4532,347,64531,2379892,6090,203596,31051,1244546,186,2000148,3828034,195,1837,7206,5137,7211,5143,474588,11442,120742,120311,431,297109428,189972,188604,1368,404235986,92467,298656,451109,454183,471724,430370,341025,295675,457230,32200,503395,3622338,44397,80000,60525,31635,7963,75465,77181,87905,30686,17612,9869,874,513,879,1536,421,541,136544,142169,163119,43734,24073,13240,1186,769,1512,2666,638,794,62408,66000,74721,22573,12928,6307,576,386,627,1055,281,224,1010261,1199360,1180191,225577,136104,48361,4465,3329,6072,9921,2249,2144
121,122.0,CHHATTISGARH,DURG,107658,107619,12516,6575,88528,61331,102200,61320,102179,50010,54554,83883,1142,187,44921,1449651,6148,193582,3485,120924,235,1115473,1764157,116,132,3661,1253,3661,1254,24372,6905,72910,69923,2987,178737603,83025,82202,823,167980587,62709,175487,248298,291785,248272,182511,160344,103883,159878,13900,117090,1646811,13346,38859,31392,14437,4118,46339,44243,36990,4007,795,1444,550,28,94,709,1267,2768,72160,69133,56941,5211,985,1863,690,33,151,1104,1974,3742,39724,38659,31595,3469,640,846,454,20,87,189,341,911,658507,665135,384954,27129,5819,8340,3425,368,754,1564,2568,5594
122,123.0,CHHATTISGARH,GARIYABAND,136645,135612,11822,49302,74488,94318,194919,94305,194872,70905,85538,166070,2410,342,47056,1545866,7472,221829,31010,1065927,390,1430638,2833622,156,1016,7119,2010,7126,2023,5786124,14611,140374,137527,2847,356307448,77272,66298,10974,216564242,87398,299332,400684,384502,392852,322030,209306,187900,261616,12100,275902,2626128,41751,65909,50250,27674,9940,49628,66707,71135,15445,3532,1819,55,383,88,0,0,0,94796,129887,141249,25298,5592,2609,73,569,126,0,0,0,39811,57845,63361,13408,3174,1456,48,326,76,0,0,0,560492,978675,1103267,142296,32612,12514,356,2705,705,0,0,0
123,124.0,CHHATTISGARH,JANJGIR-CHAMPA,247983,241981,59933,33010,149038,111474,239142,111468,239130,90100,92019,179814,4721,627,56639,2199402,22575,889723,12805,492978,50,1784587,3582103,1234,621,7768,2898,7772,2980,471863,6227,131023,129158,1865,214921905,281153,273862,7291,481857923,75107,279685,393468,369532,412506,422692,275537,313827,478945,17900,542904,3376381,44453,78398,62127,39135,15784,73478,82320,59803,7991,47,122,1,42,55,0,0,0,148858,170856,120620,14392,84,206,1,56,86,0,0,0,58009,68225,50245,6756,22,47,0,21,43,0,0,0,1231640,1555613,719519,74149,136,350,0,106,590,0,0,0
124,125.0,CHHATTISGARH,JASHPUR,165174,164120,7261,88555,68304,82491,159437,82469,159370,44159,71076,131446,2123,1406,28149,858638,2565,74868,40362,1284331,1379,896704,2217837,67,1328,8398,939,8414,946,1336934,40827,92144,89911,2233,246471040,190566,185673,4893,503601703,86442,262760,314023,259422,270594,257363,158599,153738,199162,8300,247434,2002857,22112,62806,43080,24058,7869,53218,47350,43300,8136,1664,2924,1885,991,936,639,588,443,95867,84394,78997,13750,2300,4221,2654,1357,1217,852,714,566,42444,38983,36716,6570,1291,2182,1586,829,631,585,550,471,726173,703825,612037,79078,13834,28167,17404,8539,8787,6861,6993,6139
125,126.0,CHHATTISGARH,KANKER,160682,159246,6225,83819,69202,89679,171567,89369,170871,51927,76601,138013,1062,263,31053,918812,3110,81366,42438,1222392,591,1100012,2222570,45,565,6440,1135,6451,1136,4009810,24824,162363,160126,2237,324519491,135308,131817,3491,260589235,82919,305716,393290,332188,310103,246153,136338,133416,155981,5800,120666,2014346,32822,66043,43816,21620,6436,48502,61213,59509,5613,1909,1369,490,263,84,214,826,1069,81732,105077,104103,8557,2609,1928,715,378,104,333,1378,1766,38505,51087,49763,4337,1355,938,360,134,54,133,411,156,559435,881998,701697,45221,12878,9483,4092,1240,475,1028,3615,1408
126,127.0,CHHATTISGARH,KAWARDHA,151032,150615,16483,29965,104167,119714,270601,119693,270510,106049,104388,211401,3602,1711,71792,2631197,11065,401050,21531,802984,140,1863950,3835231,379,796,5789,1709,5794,1709,1019716,11055,215547,206829,8718,394141201,85691,84029,1662,147636452,91153,322798,448291,478069,501071,465741,358552,312858,441868,34000,380830,3617362,49141,106285,67982,33938,14253,72817,96240,77366,12166,1836,689,25,0,0,0,431,482,155753,209290,164673,21299,2667,996,53,0,0,0,563,702,56189,83003,65563,9853,1500,512,22,0,0,0,344,468,988074,1772331,974446,74491,14206,4424,506,0,0,0,2865,3888
127,128.0,CHHATTISGARH,KONDAGAON,96444,95963,4042,72067,19854,43240,92960,43226,92916,25411,40099,82830,824,244,6881,181872,1423,35340,31795,870529,161,510055,1087741,8,698,2475,819,2489,835,22773406,7358,60263,59864,399,56332699,136669,135517,1152,174027331,53827,168340,180292,134720,130725,112458,59122,72180,79796,3000,96259,951777,17924,37159,23947,10908,2895,22243,20350,23462,9940,2714,1759,259,861,379,46,556,893,43610,38804,48491,19550,4692,2887,380,1795,564,67,919,1625,20360,18541,21155,8769,2289,1413,183,525,269,45,542,876,322914,267810,326277,113325,22804,13276,1478,3946,2765,463,4702,10959
128,129.0,CHHATTISGARH,KORBA,187522,184235,13139,86622,84474,52367,95459,52354,95422,26309,42767,74003,480,974,16864,375290,2811,62277,23092,512362,380,428427,949929,23,238,2302,830,2309,838,4667124,20223,46132,44986,1146,46718995,215292,206135,9157,154149619,75917,194171,175093,125004,111361,81063,46190,39341,41275,1400,59114,772776,12992,40031,25826,11916,4608,27558,27914,23910,6219,2696,2919,1979,1502,2756,1203,700,874,47901,49150,40960,9203,3738,4061,2694,2381,4281,1793,971,1309,19091,21168,18485,4441,1828,2202,1184,1309,2152,951,509,661,258700,313905,214917,47804,18070,25105,11529,14025,23347,10435,5362,6730
129,130.0,CHHATTISGARH,KOREA,98059,96834,4682,51745,40407,50790,81329,50753,81257,30712,39828,60977,942,567,15377,444949,1766,50447,22685,646548,71,476306,1141944,40,523,3782,750,3788,751,6344407,10043,136321,134863,1458,277594156,4773,4740,33,6300928,56038,146905,167723,140414,146117,124109,81037,71985,93945,3200,110471,1017315,12859,35432,20634,9578,2859,33628,28653,28853,5420,950,1445,1344,1511,1373,1047,1048,1476,50812,43520,43273,7387,1182,1804,1668,1958,1709,1276,1321,1904,23158,21700,21531,4305,734,1104,1066,1115,1208,848,781,1195,343502,365235,301519,49743,6707,12304,11151,12118,12950,8688,8024,10003
130,131.0,CHHATTISGARH,MAHASAMUND,220669,219184,25734,56758,136692,110407,237893,110376,237812,68430,90440,180863,1679,82,55064,1581113,10589,287099,24787,738143,44,1257482,2606355,156,460,6333,1103,6339,1106,3141131,9571,130189,128296,1893,172521697,269889,264690,5199,394448718,116278,353291,426992,375504,354862,272415,175960,151512,176550,6500,196491,2331837,40327,79435,63651,38451,15355,44421,80349,71008,6908,4811,4301,1277,598,666,489,566,322,87221,167476,147150,11343,8243,7440,2202,1014,1148,738,843,509,31353,62756,56265,4933,3559,2572,811,413,389,210,316,198,472512,1155229,820169,54457,43315,32149,9270,5339,5120,2287,4182,2326
131,132.0,CHHATTISGARH,MUNGELI,154631,153405,31405,12640,109360,93004,247546,92855,246953,79434,73741,175315,5278,313,51924,2213378,15879,712738,5938,230858,298,1477973,3156974,1317,286,4978,1209,4992,1214,6995625,11321,67371,67107,264,72710852,250366,244917,5449,399454462,52425,202696,297920,305520,332599,354714,259980,290125,424188,22400,614407,3012123,50419,101364,52882,27446,13154,60506,73206,55653,4812,1766,1308,772,317,257,246,246,505,140948,181982,134430,10854,4062,2866,1790,732,556,440,453,1079,43771,56669,42382,3165,1284,697,279,240,126,65,146,338,956049,1431026,687066,38716,15386,10939,4288,3643,3739,1078,1421,3623
132,133.0,CHHATTISGARH,NARAYANPUR,20049,19984,542,15730,3712,12492,30085,12489,30060,9815,11843,27618,699,38,1817,65939,235,9207,9791,380707,418,228684,455853,12,584,766,238,767,238,150603689,2955,26228,25004,1224,44446069,13239,10341,2898,26573848,8566,41773,54482,44720,52099,49959,32090,39341,45626,2200,84997,428844,6274,11353,6903,4014,1646,5337,8173,8503,3183,1508,400,348,39,239,270,225,298,11503,17644,18830,6170,2385,619,602,96,310,365,307,458,4869,7674,7905,1942,780,339,274,39,71,240,96,245,95200,161623,149760,26875,9400,3764,2473,853,494,2441,901,2069
133,134.0,CHHATTISGARH,RAIGARH,242193,241030,35337,96995,108698,77577,134949,77497,134815,39921,58531,95533,980,152,25342,673135,7424,190736,25765,675028,4,604611,1538899,91,499,3600,1320,3606,1368,275098,12267,42164,40486,1678,37359497,239615,234856,4759,288966095,78066,253951,271398,185390,193130,151421,79118,94915,115367,4200,111943,1321279,17704,48059,37723,23088,8296,46863,46752,48609,6538,3444,2861,622,1802,615,127,361,421,78079,78562,81461,9856,4969,4154,851,2747,835,153,506,558,30465,33029,31634,3487,2264,1900,461,966,194,108,293,322,468650,541172,429617,32473,21307,18559,4668,11871,3079,1317,2773,3413
134,135.0,CHHATTISGARH,RAIPUR,142853,141442,26118,6369,108955,87243,186659,87238,186648,70223,76716,147093,2024,1891,59742,1988089,13460,430430,3514,121220,315,1448583,2539739,286,108,4406,786,4422,789,16757,4980,105467,104952,515,200412617,138924,138017,907,202776501,74273,273674,365693,366278,339063,274537,208050,175244,225940,15800,221187,2369369,36567,65246,48448,25948,10563,54512,67001,52677,6262,592,368,143,106,108,60,90,230,107654,134405,102422,10410,772,430,148,109,122,71,114,327,45636,57721,46764,4917,405,321,182,97,80,49,59,206,751911,1056502,666715,49748,4520,4294,1430,1000,891,491,611,1626
135,136.0,CHHATTISGARH,RAJNANDAGON,291177,290001,18040,60754,211207,173208,299924,173168,299802,114527,160944,263814,2097,1992,114818,3279713,10717,283690,35409,981793,104,2623365,4545196,111,467,10739,3519,10742,3525,4275505,24850,296213,279814,16399,662916801,208301,193135,15166,352308019,197941,606519,794381,728300,598799,485468,334214,258703,291033,13400,230787,4115523,42849,125977,83199,35650,12460,101264,128884,105780,24962,2588,316,227,35,32,8,6,4,158007,206764,163443,33195,3557,430,445,37,34,10,8,4,89133,118180,99233,22654,2412,298,211,24,24,8,5,4,1216293,1921351,1189589,181508,22085,3090,4927,154,298,148,78,24
136,137.0,CHHATTISGARH,SUKMA,50181,50181,795,43380,6006,18202,38617,18132,38325,9141,16768,35273,362,36,1975,54830,151,3054,14642,420006,2,239323,477890,0,324,1152,268,1153,289,343408,2443,5775,5561,214,3862467,58178,57170,1008,94575419,17773,72658,81651,62114,60543,53897,22236,30235,32104,100,44579,421803,7787,13473,9127,5521,2230,3751,11594,13583,1484,633,238,329,128,41,162,95,388,6805,22800,28202,2699,982,436,539,238,77,274,162,652,3534,10614,12229,1322,398,208,302,158,12,41,64,292,46135,173546,225632,15866,3413,1878,2729,1793,156,566,578,5598
137,138.0,CHHATTISGARH,SURAJPUR,134699,133488,7019,60899,65570,47532,78025,47496,77956,22071,35469,55284,281,319,15732,335246,1930,43689,17807,403998,1409,279653,782933,15,138,3502,1177,3502,1180,66302404,11149,165765,163267,2498,296328384,30861,30568,293,31446620,62831,153100,148912,101153,90912,69798,40382,39722,43299,1500,31324,643067,11035,31454,22216,10323,2788,20198,26584,27290,5674,2464,4105,498,136,1118,333,154,199,31655,42044,43011,8187,3344,5771,669,171,1586,487,234,264,13236,17793,18983,3909,1800,3255,365,113,870,285,30,74,175911,244541,253867,39265,15160,34645,3569,964,11108,3137,264,502
138,139.0,CHHATTISGARH,SURGUJA,120339,120087,5413,73096,41578,51371,86346,51120,85855,25760,40614,63943,356,246,12567,271404,1822,44788,26225,594761,1537,343881,910953,17,229,1957,1932,1961,1945,667475,12120,136708,134963,1745,137426010,60326,59040,1286,50810198,73681,168533,175522,125634,109830,81936,47023,39584,47949,2600,38661,760124,11053,33676,25298,12429,3496,27593,28830,28930,4888,1210,1897,1728,404,47,12,21,181,44021,46001,46556,6727,1599,2706,2486,504,61,19,21,248,20362,21087,22388,3744,948,1477,1268,229,20,4,16,57,290620,285420,255352,32136,9418,21391,13697,1889,324,30,142,534
139,140.0,GOA,NORTH GOA,21210,20865,687,2417,17761,5513,5750,5499,5729,1650,5495,5721,71,2,4515,104061,256,5490,724,23047,0,102269,132598,4,20,258,83,258,83,1618156,2120,13026,12837,189,25753973,0,0,0,0,10847,17657,19219,19931,19692,12734,10012,8117,7205,4200,2984,114225,93,1284,2161,1322,861,886,1665,1696,1733,1300,2256,1774,845,840,747,671,964,912,1725,1751,1779,1337,2304,1824,854,865,764,689,980,885,1626,1694,1728,1280,2262,1759,841,838,746,668,959,10103,18149,18416,12721,8904,18188,12732,5411,7669,6744,6142,7419
140,141.0,GOA,SOUTH GOA,13556,11365,82,6978,4305,1737,1793,1733,1784,762,1730,1779,33,0,537,14902,7,212,1186,24747,1,26864,39861,0,13,81,22,82,22,262,1005,6419,6365,54,8131953,5,5,0,0,3803,6044,6580,6028,4261,2908,2918,1675,2335,2900,409,33553,81,399,609,428,262,135,541,603,305,430,526,407,268,214,253,293,181,137,547,615,318,442,543,418,274,215,257,297,183,135,539,600,302,422,526,407,267,213,251,293,178,1918,4738,7322,3656,3559,5131,3174,1931,1498,2369,2940,1625
141,142.0,GUJARAT,AHMADABAD,124796,124358,16320,5219,102819,9729,23743,9616,23603,5165,8898,21772,444,103,8175,337567,685,30076,38,1230,137,173984,368873,37,0,509,171,512,175,182661,2003,18753,4816,13937,31312933,21625,3643,17982,16142491,8686,30123,35585,37324,33148,46329,25424,31476,75867,24900,20011,354137,5935,6723,5683,3609,1518,1567,3805,5159,3301,791,674,511,862,493,562,843,851,3661,9513,12732,7639,1369,1282,918,1721,952,1091,1518,1752,1496,3638,4898,2992,513,597,397,793,388,442,613,690,25703,84973,129450,49944,9806,10729,4087,14062,7937,8629,11270,12283
142,143.0,GUJARAT,AMRELI,122271,122087,23298,509,98280,10216,29818,10210,29795,9095,8674,24879,93,169,7143,235536,1439,51234,92,4743,180,138034,291513,18,0,413,281,413,287,4971380,5938,31015,11284,19731,34708219,41038,22658,18380,2991637,4611,17949,60552,92854,19524,19333,12895,12791,31347,5900,2569,268243,8313,7190,7167,4697,1770,985,2046,2142,2720,898,667,830,1672,488,750,1559,1445,2516,5592,6012,7162,2317,1680,2330,4482,1073,1910,4593,3840,716,1359,1536,2304,734,505,733,1559,418,530,1196,1058,17713,32574,34224,44353,15624,11162,16229,39777,7014,12397,31111,18147
143,144.0,GUJARAT,ANAND,139661,139661,10571,3563,125527,10124,24012,10113,23982,7688,9165,21331,703,151,8054,332802,869,35968,242,12057,143,175577,380827,73,27,551,246,552,246,4500,3971,18291,7427,10864,32248242,18947,9286,9661,21280093,7768,39861,29477,32089,29334,38109,26914,26313,80195,54500,16267,365247,4550,6991,7037,4135,1344,2206,2814,4202,3225,780,1181,829,1255,1181,1947,3989,2913,3998,4939,7912,6346,1684,3229,2041,2976,2455,3968,7490,5544,1798,2271,3664,2791,662,1058,658,985,1005,1671,3442,2590,24453,40663,69640,38484,9040,21327,11223,16697,18063,26762,66327,38148
