,Sno.,State Name,District Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed<br>person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:18-30yrs,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
10,11.0,NAGALAND,LONGLENG,21156,21156,1,21073,82,18343,27057,18335,27040,324,18322,26987,0,2,65,1471,1,38,18256,452016,0,125788,453525,0,0,454,245,454,245,1390,399,0,0,0,0,0,0,0,0,16548,79750,123909,71754,129348,22360,9856,0,0,0,0,412968,3035,6902,7996,6294,2760,17127,13878,0,0,5853,713,0,7723,0,0,8568,12590,17140,14876,0,0,5855,713,0,8461,0,0,8668,13728,17119,13877,0,0,5754,713,0,7718,0,0,8561,12532,68512,80378,0,0,35069,1931,0,63603,0,0,65254,138778
11,12.0,NAGALAND,MOKOKCHUNG,35187,35184,0,34860,324,34488,40945,34487,40915,442,34478,38570,0,1,186,3693,0,0,34292,725603,5,194570,729296,0,0,1028,567,1028,567,1908,402,226,225,1,341620,0,0,0,0,36917,213444,235075,171384,40687,12287,19502,0,0,0,0,609524,3323,9584,9642,8708,7313,32681,13533,4611,359,4292,4143,12633,24152,4205,7469,15429,17030,32930,13533,4611,359,4292,4149,12683,24242,4205,7815,16097,17622,28257,13533,4611,359,4292,4143,12626,24129,4697,104,8041,17263,242664,87563,35741,4297,26086,15686,36311,121552,16060,1768,52758,88810
12,13.0,NAGALAND,MON,37650,37650,0,37338,312,36980,37418,36979,37417,666,36974,37412,0,7,311,12661,0,0,36663,1306739,0,416773,1319400,0,0,1451,889,1451,890,3545,638,1,0,1,0,0,0,0,0,72,18,32072,1173097,37729,76412,0,0,0,0,0,1319328,5573,9673,10268,8308,3590,36954,36955,36971,36960,32844,2681,1701,0,0,0,31596,4360,36954,36955,36975,36962,32844,2681,1701,0,0,0,31596,4360,36954,36955,36109,35426,36591,2543,1700,0,0,0,31594,4360,110862,369501,365100,106281,182955,15258,22035,0,0,0,129968,17440
13,14.0,NAGALAND,PEREN,25766,25766,17,25677,72,25408,25408,25408,25408,644,25406,25406,0,31,67,1300,17,231,25322,485732,1,73239,487263,0,0,549,221,549,221,11249,809,0,0,0,0,0,0,0,0,11257,274185,149116,40877,11828,0,0,0,0,0,0,466251,2428,8176,7524,5881,1397,0,0,0,25305,0,0,0,829,19917,23758,17894,1749,0,0,0,25305,0,0,0,829,19917,23758,17894,1749,0,0,0,23231,0,0,0,829,17271,23167,22945,3828,0,0,0,93378,0,0,0,2498,37232,110675,212245,31235
14,15.0,NAGALAND,PHEK,33794,33794,7,30600,3187,33555,37085,33549,37069,868,33556,36907,0,16,3175,40126,7,78,30374,339148,40,113495,379352,0,0,521,460,521,460,6975633,757,9,9,0,7595,0,0,0,0,146260,177356,55567,169,0,0,0,0,0,0,0,117843,3148,9404,9478,7318,7659,13522,14106,19487,23236,16953,10611,27521,23121,16140,10550,5294,14256,13522,14107,20169,23361,17577,10722,27572,23667,16154,10572,5311,14324,13517,13550,19487,23217,16949,10537,20732,11827,15140,5727,3693,12476,36192,27905,49836,65975,31051,37067,39122,18832,35706,9502,7601,20563
15,16.0,NAGALAND,TUENSANG,47234,47234,7,40664,6563,45274,52668,45274,52654,821,44628,51879,0,3,6489,141093,7,104,38132,824000,3,293833,965197,0,0,786,308,787,308,66089233,1024,2,2,0,465,0,0,0,0,16782,382936,201431,249495,94448,16273,3832,0,0,0,0,923136,9845,16019,12779,8731,4558,0,3005,37395,8320,5100,37224,12071,511,1352,0,1210,12677,0,3005,38119,8473,5123,37315,12089,512,1352,0,1210,12854,0,2600,36823,8319,4806,31460,11577,511,1352,0,1210,12358,0,17541,146437,72430,51155,418808,158874,3856,5824,0,19360,70912
16,17.0,NAGALAND,WOKHA,37987,37987,16,37417,554,37232,37443,37232,37442,939,37203,37354,0,6,542,14047,14,528,36647,971251,3,337036,985826,0,0,775,321,775,321,272341,1519,7,6,1,18000,1,1,0,1550,25194,71052,423202,303994,116111,46151,122,0,0,0,0,925762,6079,10612,9192,6281,5190,32849,31889,27637,22404,24975,17903,6606,7853,2803,151,0,0,32849,31891,27638,22433,24975,17935,6774,7853,2803,151,0,0,32831,31507,26737,22263,24933,17032,5565,5451,2787,151,0,0,376588,276549,109158,66326,55328,44499,17215,22505,15393,2265,0,0
17,18.0,NAGALAND,ZUNHEBOTO,37679,37679,0,37524,155,35564,47305,35354,47092,1240,34883,44462,0,7,147,1593,0,0,34736,814209,13,203509,815802,0,0,755,216,755,216,11602742,925,0,0,0,0,0,0,0,0,10938,200793,339429,96638,74003,54508,35302,4191,0,0,0,726108,3050,11105,12559,9804,7944,33987,8790,24643,2185,7836,775,1255,9293,3017,2257,4065,3497,34132,9895,24919,2294,8034,778,1255,9479,3123,2259,4116,3497,29691,9053,23582,8240,6169,607,1119,7557,282,1502,3961,3492,310272,67643,217859,40585,44542,5405,10675,33752,2978,15870,32032,34189
18,19.0,ANDHRA PRADESH,ANANTAPUR,785003,785003,144066,35734,605203,331253,644513,330095,641965,501681,260241,475250,44985,6724,194571,11251546,53164,2959385,12506,724664,57736,8120432,14935595,8715,2309,16919,12432,16925,12434,425686,224951,0,0,0,0,822743,822743,0,1669054067,158590,473496,664314,800369,1003481,1146157,1092306,1248919,2983440,716800,4588685,14542941,27544,125369,150077,112163,58297,257113,246549,217353,142241,108230,73805,41461,58906,117472,114194,162324,189064,487735,464334,404960,254638,189718,124983,68059,97929,201981,194737,281093,338379,145083,155112,156790,82330,59057,36684,19217,21758,49112,49655,79249,93434,2867191,3071869,2840008,1004705,691998,425352,208027,254450,624610,600419,1086273,1201655
19,20.0,ANDHRA PRADESH,CHITTOOR,654862,654862,176835,35770,442257,214885,361894,214074,360402,422803,182254,291627,38642,4606,115307,6477169,59746,3118045,7201,365844,56186,5890830,9961058,11460,1423,11669,6623,11669,6623,200289,268723,553,552,1,2788883,582072,582072,0,1173787248,135118,403168,487889,515320,620957,673351,592044,691129,1491894,495100,3859989,9678137,8425,60780,91182,78083,52942,136115,131820,133192,117821,104399,97973,79589,65456,67359,55567,67599,105528,215935,208596,210792,181849,155875,145513,116178,94826,96916,79574,98355,160916,85440,88704,92775,67846,64858,65743,44859,33199,35498,24631,32106,55610,1565339,1634992,1627982,910807,790556,881721,540610,372526,410385,248746,336455,645840
20,21.0,ANDHRA PRADESH,CUDDAPAH,558165,558165,135506,17758,404901,222965,391517,222278,390164,317239,191545,313568,28505,3985,137451,7405086,49671,2518535,4423,224506,53045,6515437,10148127,7151,663,11752,5283,11753,5283,121317,183519,0,0,0,0,508470,508470,0,1154191434,122963,418187,502541,640734,778401,848374,860873,878242,1848484,248700,3004684,9908846,15539,73705,97381,82849,43462,171018,177934,178544,133214,92382,62325,35974,22361,27621,25680,36610,123514,288684,301884,299562,213992,141703,92332,51554,32454,40357,37622,54353,197796,115766,129231,131363,84856,53862,36552,20122,9808,9457,7050,14618,63576,2092458,2500112,2264540,1058792,554555,388141,189769,83343,78536,64122,140865,736950
21,22.0,ANDHRA PRADESH,EAST GODAVARI,771110,771110,214787,95581,460742,323080,500301,319507,493653,480553,318887,476502,22302,10262,164192,5725839,109217,4439124,45478,2361927,68366,6879248,12526890,7579,5724,15473,9609,15481,9683,221663,212267,0,0,0,0,882931,882931,0,1559943781,324683,902789,1121988,1257267,1242553,1201786,1114867,994808,1843014,277400,2135069,11802747,24881,116810,131871,115497,84652,199153,244927,261515,152731,57702,37106,30141,23344,24154,19071,75735,144469,291093,364637,390788,212965,75629,46486,37322,29067,30542,23467,99055,201084,151769,198931,226649,117714,47343,31933,23554,21586,19856,9981,50686,104580,2003486,2779812,3706980,1174041,431007,283173,178955,183065,176434,72137,462076,965058
22,23.0,ANDHRA PRADESH,GUNTUR,728570,728570,228947,56213,443410,279767,505144,278752,503248,314906,257693,444673,5440,3828,148050,4163856,92999,2813901,16644,603545,46074,4119164,7581302,1851,1220,9517,2252,9527,2253,64521,172094,0,0,0,0,812750,812750,0,929467069,288743,1355056,1004092,1028113,905399,751405,569856,432556,574317,39300,627340,6992870,39325,130098,132934,91874,49639,103560,221309,228617,84593,29522,9817,5752,2234,1063,187,1254,14980,176649,393961,405340,145124,49909,16057,9781,3516,1996,273,1953,23958,64388,152016,162767,39566,38117,46560,26414,12946,7958,4319,3195,5757,835776,2353723,2443390,359675,450564,563113,269067,127013,64413,38153,26969,44321
23,24.0,ANDHRA PRADESH,KRISHNA,579579,579579,218237,24781,336561,258496,470145,257439,468026,180637,202956,342331,5726,4250,113406,3226996,82089,2468370,7461,305539,19801,3472437,6000905,2498,651,6642,3426,6642,3426,55237,105223,0,0,0,0,627305,627305,0,660121504,289351,726784,824055,792636,692220,584373,457492,395442,584691,40500,609223,5446140,34200,98221,100474,68237,40619,122047,177830,212320,120367,38475,14763,9027,5092,5872,3292,11153,73909,210883,313247,376960,205974,63445,23540,14265,8191,9446,5196,17402,122179,70141,116507,145476,56379,18139,9735,5111,2847,2525,978,4122,29494,929388,1672688,2278747,485117,142127,81347,50891,23725,21469,9859,34822,266587
24,25.0,ANDHRA PRADESH,KURNOOL,745013,745013,178436,20117,546460,324417,651349,323766,649787,262360,215908,394839,11868,4141,149913,5429436,60369,2255385,5626,271121,76837,4528880,7955942,3688,800,8507,5549,8520,5552,143499,210071,0,0,0,0,795142,795142,0,823037519,241642,695687,771447,846484,834511,788686,704394,629627,1048394,99300,1291246,7496406,40493,123332,114262,79316,36019,251786,251401,222097,161967,61349,28080,11421,6460,49994,63031,99020,155912,494311,493378,429226,304564,112000,51564,20253,11104,88164,113683,180757,285704,115086,127807,102050,48591,19057,11716,5527,4158,10423,13312,28310,61865,1954727,2174663,1502183,465857,190157,126706,64400,40209,110557,151115,359968,810876
25,26.0,ANDHRA PRADESH,NELLORE,563900,563900,187388,74006,302506,223209,398251,222041,396128,151244,164981,267420,6831,2889,91878,3186033,61998,2112777,11105,368955,44991,3377865,5667765,2585,566,5632,2425,5634,2425,91540,117622,0,0,0,0,547095,547095,0,557169292,205134,518563,612537,623002,615527,564104,532766,464329,769022,67800,685818,5257985,15509,67542,79684,65207,38743,127239,119683,145921,140954,130004,103180,74532,51614,37866,20443,34449,63200,219088,205054,252845,243329,219365,168423,119407,80904,59348,31971,54233,102881,64475,59491,76539,73580,65343,46671,27731,19399,11196,3877,10855,24254,908266,737451,1069816,897114,667697,486755,262802,172016,98872,30998,100326,226489
26,27.0,ANDHRA PRADESH,PRAKASAM,697508,697508,203324,39666,454518,381764,705520,380800,703584,400183,327218,561506,23110,5499,216568,9314326,99972,4354927,10678,517378,78117,8642910,14186631,7867,1414,14144,6853,14204,6854,172377,239047,0,0,0,0,991749,991749,0,1396147114,270970,823086,1086982,1309162,1466823,1501010,1332720,1291554,2442489,243700,2411853,13636135,48311,150775,156270,128507,75473,267061,302610,316996,226844,154541,70162,36366,15256,10112,11891,24508,103702,477662,545355,567722,394117,258415,113706,58753,24470,15868,19345,38785,174328,165919,204122,223021,116766,76649,47579,32414,20883,13927,5704,11463,42636,2765625,3641938,3702869,1328995,790951,538405,376732,278423,150580,55272,120478,430081
27,28.0,ANDHRA PRADESH,SRIKAKULAM,561996,561996,59464,44012,458520,405199,723908,404413,722223,463420,354101,570158,50043,9623,285281,15190010,37771,2239204,31049,2075451,69730,12776249,19504665,6876,8611,21699,4925,21700,4927,224473,225432,0,0,0,0,848360,848360,0,2266961187,178866,573035,923379,1358282,1628345,1821308,1873309,1855769,3690698,470300,5123231,19143181,44476,135699,160320,135736,93120,366479,358224,360844,310102,124193,74537,52022,50462,113892,169124,234399,318105,640101,623139,625636,523906,210401,125999,87600,83663,186554,276282,380817,538659,258074,235729,246340,147957,30376,14084,4770,4287,25681,33320,99093,206402,4908934,3604469,4598770,1373884,220368,117417,42001,42811,241860,247745,1064476,3033787
28,29.0,ANDHRA PRADESH,VISAKHAPATANAM,472167,472167,33520,168844,269803,210031,364265,209621,363220,406633,303912,546714,59555,6046,164303,10392357,17912,1073423,121697,7176875,74411,10827614,18642655,3635,20755,20845,4633,20846,4787,255700,227709,159,156,3,717067,781502,781502,0,2132007436,120031,406452,706826,955340,1304617,1539288,1533273,1685075,3686692,604200,6093746,18371352,62742,160454,159765,112585,50399,185474,186008,185127,132863,69999,33351,14831,6592,30484,58718,79749,146161,310737,309565,305082,203305,100457,46542,20401,9202,42386,83189,113094,232726,219536,227098,220911,103005,57276,34437,7421,4800,16297,30214,57314,145091,4367355,4897507,4147239,1114865,631085,396414,76503,49736,168140,274421,626256,1886019
29,30.0,ANDHRA PRADESH,VIZIANAGARAM,543981,543981,59792,65092,419097,308983,574308,307330,571568,495774,353648,612000,76627,12416,268267,17564307,40012,2752335,45369,2906426,92064,14206384,23223068,10391,10127,23504,3099,23504,3105,224015,190067,0,0,0,0,758624,758624,0,2431035407,100656,332181,664849,1079111,1544106,1944893,2053004,2195007,4733571,662600,7905518,23007944,40068,139734,179791,159507,92284,282893,281533,261629,142527,81647,25798,6226,3359,21010,104103,214609,266515,507947,506135,466053,243838,133453,40194,9375,5307,32190,168681,354120,458004,269996,277714,248005,84577,44882,15391,4945,5457,17795,66215,203298,278710,5068452,4746351,3799797,671190,378343,121033,47912,45586,198088,545921,2887650,4705173
30,31.0,ANDHRA PRADESH,WEST GODAVARI,620304,620304,212903,39358,368043,209304,362440,207440,359169,210782,173428,277906,9348,3153,92830,2655111,66831,2473354,13767,663204,35162,3148176,5791669,4694,1459,6317,2396,6348,2396,73770,114875,0,0,0,0,680310,680310,0,647553467,240173,625775,588522,567504,521141,482101,447068,417774,813855,77500,976559,5309848,33470,77140,76038,53813,35541,98970,144761,160397,84729,31481,20361,21595,13407,11285,12518,42772,82993,169748,245695,268485,142581,50538,31539,32733,19595,15750,18041,68262,136896,52265,96618,116389,44929,17241,16108,11549,6544,4608,3489,22922,45895,790243,1408271,1767307,422886,163155,155168,113532,55760,38320,26959,266116,550255
31,32.0,ARUNACHAL PRADESH,ANJAW,7110,7088,0,6964,124,4613,4613,4612,4612,807,4570,4570,0,0,51,370,0,0,4519,50913,0,20434,51283,0,0,70,46,70,46,1628,179,4457,4457,0,6648689,2,2,0,2160,17007,5019,26115,3142,0,0,0,0,0,0,0,32970,567,1258,1129,867,749,986,1914,4511,338,0,0,0,0,0,0,1893,0,986,1914,4511,338,0,0,0,0,0,0,1893,0,870,1842,2780,173,0,0,0,0,0,0,1243,0,13472,12731,18696,2655,0,0,0,0,0,0,3729,0
32,33.0,ARUNACHAL PRADESH,CHANGLANG,12351,12345,0,9587,2758,6344,7539,4707,5708,497,4708,5707,1,6,1286,30196,0,0,3422,99337,0,33335,129533,0,1,156,74,156,74,500545,172,6505,5794,711,3664850,2576,2549,27,2658475,2142,24767,35826,20376,10437,14759,12069,7201,1855,0,101,118903,535,1667,1560,1156,792,328,868,455,0,657,23,61,239,742,2119,1531,1684,328,868,455,0,1536,23,62,286,742,2120,1635,1840,328,868,781,0,581,63,27,254,796,545,1583,1854,4701,20134,6441,0,19066,731,420,5769,10173,5631,23330,33137
33,34.0,ARUNACHAL PRADESH,EAST KAMENG,16849,16822,4,16596,222,14958,14990,13531,13561,224,11889,11917,0,2,145,1180,1,4,11743,86671,4,24035,87855,0,0,88,15,99,42,2354810,157,5846,5835,11,5426550,625,625,0,386570,69524,1700,0,0,0,0,0,0,0,0,0,510,983,3231,3930,2904,820,645,1,0,0,46,0,2052,4418,1781,2144,4477,243,645,1,0,0,46,0,2052,4446,1781,2144,4477,243,0,0,0,0,0,0,1932,4070,1660,677,3331,188,0,0,0,0,0,0,11617,21482,9960,4584,22713,868
34,35.0,ARUNACHAL PRADESH,EAST SIANG,8408,8390,13,7494,883,7950,8070,7650,7713,734,7636,7695,0,3,812,3608,12,76,6812,45761,5,18859,49445,0,0,52,32,52,32,1337,254,5648,5644,4,3546090,0,0,0,0,47417,2028,0,0,0,0,0,0,0,0,0,18,442,1926,2209,1854,1264,0,0,0,0,0,0,0,0,0,3694,6651,2975,0,0,0,0,0,0,0,0,0,3766,6659,2975,0,0,0,0,0,0,0,0,0,3352,6519,2975,0,0,0,0,0,0,0,0,0,15848,24672,8925
35,36.0,ARUNACHAL PRADESH,KURUNG KUMEY,21879,21875,3,21183,689,17878,18008,17751,17877,1136,17639,17764,1,10,609,9686,3,36,17027,242594,19,73573,252316,0,1,172,98,201,149,3156442,299,2905,2905,0,3576165,27,27,0,20205,36617,101491,80377,17610,13495,1583,432,0,94,0,105,151505,2553,5173,5119,3635,1284,9943,507,558,1161,1992,430,1030,11,6269,1062,632,15400,9943,507,558,1175,1993,431,1116,11,6273,1062,632,15405,9741,472,458,1159,1889,430,905,11,6105,1004,603,13224,53412,1984,3206,7252,14663,6205,9681,33,26902,2008,8285,118173
