,Sno.,State Name,District Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed<br>person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:18-30yrs,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
10,11.0,NAGALAND,LONGLENG,21276,21276,1,21193,82,21079,31372,21079,31372,348,21079,31372,0,4,82,4337,1,47,20996,1307595,0,437424,1311979,0,0,1607,595,1627,595,7327,994,0,0,0,0,0,0,0,0,0,0,0,76247,96082,150261,640089,349300,0,0,0,1311979,5417,8368,8779,6492,2316,10392,20479,10585,10392,12370,21079,21079,16924,21079,0,0,0,11511,20479,10585,10392,12370,21079,21079,16924,21079,0,0,0,10392,20479,10585,10392,12370,21079,21079,16924,21079,0,0,0,160920,240519,81250,38154,68072,316185,210626,133016,63237,0,0,0
11,12.0,NAGALAND,MOKOKCHUNG,33074,33074,0,32917,157,32792,35181,32792,35181,731,32792,35181,0,1,152,9547,0,0,32640,2384645,8,631574,2394192,0,0,2942,1790,2969,1796,8746,1058,8,7,1,0,0,0,0,0,0,0,0,0,108625,214297,322975,770591,977704,0,0,2394192,4177,8666,8500,7960,5877,26080,19219,16877,30547,15292,14885,4866,13367,23863,24695,7597,0,26081,19220,16877,30547,15387,15147,4866,13367,23863,24695,7597,0,26080,19219,16877,30547,15292,18257,4866,13367,24413,25010,7597,0,260810,275778,194789,292855,184740,221307,57994,187099,307506,315469,95845,0
12,13.0,NAGALAND,MON,37106,37106,1,36720,385,36597,36597,36597,36597,788,36597,36597,0,7,126,7853,1,33,36470,2112772,0,653070,2120658,0,0,2281,1014,2612,1042,8239,1457,0,0,0,0,0,0,0,0,0,0,51540,329132,0,522511,299326,7597,910552,0,0,2120658,6854,9490,10020,7336,2792,36494,36494,36595,36494,0,32383,20002,0,0,24711,15378,17406,36494,36494,36595,36494,0,32383,20002,0,0,24711,15378,17406,36494,36494,36595,27154,0,24714,20002,0,0,15378,15378,15334,109482,364940,365950,232463,0,148683,300430,0,0,230670,215292,152748
13,14.0,NAGALAND,PEREN,24012,24012,16,23943,53,24254,24254,24254,24254,1053,24254,24254,23089,30,53,5124,16,1534,24185,2393113,1,362526,2399771,13,23031,2698,1069,2976,1069,14686,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90871,0,2308900,0,2399771,2864,7513,7028,5483,995,24254,24254,24254,23089,23089,23089,24254,24254,24254,24254,24254,24254,24254,24254,24254,23089,23089,23089,24254,24254,24254,24254,24254,24254,24254,24254,24254,23089,23089,23089,24254,24254,24254,24254,24254,24254,172083,157565,242542,115445,115445,262549,291048,291048,291048,235099,110378,115521
14,15.0,NAGALAND,PHEK,32442,32441,6,29259,3176,31995,32358,31995,32358,713,31992,32355,0,2,3002,174449,6,267,28987,1382644,1,425206,1557360,0,0,504,1032,1930,1188,114136,3154,9,9,0,0,0,0,0,0,3866,13303,201989,9227,187734,1140201,0,0,0,0,0,1552412,2717,7707,8392,6566,6520,30472,30472,31068,26998,27134,31846,31989,0,0,0,0,0,30472,30472,31068,26998,27134,31846,31995,0,0,0,0,0,30472,30472,23768,19698,19834,24546,31859,0,0,0,0,0,304720,335192,213912,98490,119004,245460,239542,0,0,0,0,0
15,16.0,NAGALAND,TUENSANG,44587,44587,7,38056,6524,39812,39814,40093,40095,825,39811,39813,0,3,6489,207375,6,190,33316,1085987,3,233948,1293552,0,0,1555,897,1604,901,7263767,966,2,2,0,0,0,0,0,0,529,80,656245,561962,12536,62200,0,0,0,0,0,1293023,7142,11444,10334,7310,3583,39706,39705,36598,4887,460,0,0,0,0,0,0,16459,39707,39706,36598,4887,460,0,0,0,0,0,0,16459,39705,39705,36598,4599,460,0,0,0,0,0,0,16459,397050,397060,365980,41694,4140,0,0,0,0,0,0,87628
16,17.0,NAGALAND,WOKHA,26878,26878,14,26405,459,26806,26831,26806,26831,823,26782,26807,105,3,453,27924,14,594,26315,1704444,3,556078,1732962,0,104,2114,1432,2149,1432,2118444,2077,6,6,0,0,1,1,0,0,108,108,13682,114877,138202,284166,380465,184533,606013,500,10308,1732829,3228,7238,6839,5173,4329,15787,23091,19777,17465,17608,5586,9045,8447,22940,10284,3524,16478,15787,23091,19778,17465,17611,5586,9053,8448,22943,10286,3526,16478,15557,23082,19777,17460,17598,5583,9043,8442,22939,10284,3524,16466,172578,261032,179801,186781,209699,63232,82211,83801,273026,96280,25533,98988
17,18.0,NAGALAND,ZUNHEBOTO,36827,36827,4,29423,7400,33284,33285,33027,33028,1380,32859,32860,24003,3,6621,628002,4,330,26234,2088228,12,457307,2716560,3,17918,2762,217,3369,1466,8487,1066,0,0,0,0,0,0,0,0,100,54,230218,15990,2408,57,0,1341,65957,2387800,12635,2716460,1790,7386,8955,7748,6570,32419,6943,32001,26946,6495,26422,25145,7662,25470,28698,3914,26230,32419,6943,32001,26946,6495,26422,25145,7662,25470,28698,3914,26230,32418,32418,24642,18895,6295,18367,24686,0,24910,20998,3914,22219,484486,457823,370879,232407,112398,110658,345601,0,173984,251570,36463,140291
18,19.0,ANDHRA PRADESH,ANANTAPUR,854844,854844,153496,38590,662758,0,0,0,0,211500,278640,532382,76852,6133,205677,14040525,59199,4225038,13764,937722,65039,10171415,19203285,17540,3711,23022,8579,23022,8579,34304456600,413978,0,0,0,0,82257,82201,56,150312743,133479,398598,606807,774621,976568,1134248,1197046,1291989,2701704,247600,9740625,18910989,44448,161924,164655,115916,45439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165145,198941,194726,124903,40486,12783,11258,6264,7131,21419,107397,120688,4029722,5125256,3983413,1599834,407827,131513,116268,58949,93098,233870,1630944,1792546
19,20.0,ANDHRA PRADESH,CHITTOOR,689683,689683,185832,39849,464002,0,0,0,0,299151,183461,308006,47240,4840,113158,7380573,62857,3826405,7446,421836,58178,6619555,11628814,14666,1640,12091,7662,12092,7662,14851885680,339728,0,0,0,0,529396,529396,0,1180621337,118490,341001,463507,498970,604511,671908,631175,708713,1485504,156000,5949035,11368814,12102,79875,97215,77096,41718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88794,106707,98816,80148,63293,39283,27917,21694,27209,31568,57235,67812,1738844,2357056,1828537,1184159,852558,476491,320661,254992,362657,423765,833138,995758
20,21.0,ANDHRA PRADESH,CUDDAPAH,584341,584341,144079,19735,420527,0,0,0,0,113039,180710,306282,30011,3273,128380,7061604,48458,2655976,3872,209887,51355,6304361,9927467,8403,663,10144,5105,10151,5105,7563647538,195087,0,0,0,0,4026,4022,4,369092,128135,346518,510561,617559,717092,804687,806362,775914,1392379,91000,3737260,9674636,22720,80364,92859,75563,34776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97434,124450,110265,68035,27707,8110,4149,5511,11927,16021,65489,96135,1805879,2663598,1741576,723844,255610,67874,39634,50771,135565,158260,880974,1403852
21,22.0,ANDHRA PRADESH,EAST GODAVARI,897788,897788,247740,70632,579416,0,0,0,0,182118,309402,484929,30913,10043,159052,6272464,109242,5080678,41108,2699994,71489,7372349,14053136,10543,9767,15825,5936,15826,5936,10596964818,254451,0,0,0,0,691013,691010,3,1462942782,253004,739394,1071690,1287739,1354109,1315447,1212539,1123620,1872446,124000,3699148,13568609,52299,125137,131674,106016,69803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169255,245429,224139,117199,41253,24936,12100,7663,15765,17071,75952,121771,2438571,4607127,3065550,1051880,289470,152927,82743,59068,127551,125313,732587,1320320
22,23.0,ANDHRA PRADESH,GUNTUR,678967,678967,221350,51796,405821,0,0,0,0,68179,199825,343371,7689,2811,110246,3497352,73852,2370500,15727,736488,42359,3526993,6604340,2482,1622,7615,2307,7617,2307,4980975999,192938,0,0,0,0,653359,653359,0,738066696,248705,650774,847865,845151,764093,656245,537187,432698,615460,67000,939162,6114610,43652,109084,99513,62441,28817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83209,154126,120392,61243,33527,9140,2658,2657,782,1904,5919,14199,1055568,2929138,1425128,510979,318296,81284,23243,23506,8056,26985,63574,138451
23,24.0,ANDHRA PRADESH,KRISHNA,545666,545666,209486,23348,312832,0,0,0,0,87720,217615,382726,12235,4457,118889,4311852,90765,3422308,7961,446415,24459,4555808,8180575,5036,1480,8932,4452,8938,4452,4684855585,153493,0,0,0,0,126,126,0,0,238352,603546,814376,928272,932509,821041,703084,621370,1000042,59500,1458483,7738035,59856,117698,107909,64107,33156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136777,176705,152004,75196,12422,3576,2156,1513,2406,2751,11107,27501,1970106,3289484,1797778,537467,95153,30099,17264,10011,16577,21603,97506,297361
24,25.0,ANDHRA PRADESH,KURNOOL,780740,780740,190361,18425,571954,0,0,0,0,186581,293541,595158,51690,5584,208540,12034181,78179,4466522,6822,446713,107087,9403021,16947416,13171,1527,17211,4797,17222,4797,16976817288,379570,0,0,0,0,53631,53564,67,89648783,170771,532230,841056,1068143,1243466,1337279,1344582,1307750,2353252,139700,6609187,16598994,107743,192907,156691,100101,38075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183458,224081,181524,66716,8708,2055,1102,1043,2567,22840,84964,120675,4099636,5565254,3215002,628926,78991,29593,11284,11928,31115,260453,1236087,1779072
25,26.0,ANDHRA PRADESH,NELLORE,529410,529410,180298,68344,280768,0,0,0,0,101634,183302,315098,18985,3188,100164,4476940,69697,3079023,13441,592443,50498,4698011,8148406,7522,1578,8338,4595,8346,4595,8842285646,220349,0,0,0,0,15479,15469,10,21321453,182167,455964,594818,653657,717313,716791,682103,644031,1170482,86500,2244580,7804331,33189,85177,90866,68833,37033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83353,114301,94745,102066,46559,27734,15160,13670,11451,9654,38111,59045,1214755,2108662,1341041,1304115,440117,229441,133293,123315,117663,89555,373325,673107
26,27.0,ANDHRA PRADESH,PRAKASAM,676081,676081,205880,31364,438837,0,0,0,0,129146,311152,570023,48884,4899,203448,11393666,98003,5609476,9701,626465,81193,10583697,17629607,16319,2003,16369,5023,16380,5023,11758488347,268939,0,0,0,0,883889,882707,1182,1612574663,167128,534132,883465,1192410,1409400,1527145,1468162,1438371,2763551,247700,5998143,17279266,78222,161477,154545,117783,58518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180528,240052,217631,123095,70751,41315,11844,5547,7199,14908,62966,83754,3471864,5849468,3826537,1282345,631779,369703,100634,49876,73939,134852,769443,1069165
27,28.0,ANDHRA PRADESH,SRIKAKULAM,604040,604040,64602,45511,493927,0,0,0,0,257543,339538,588879,144304,8838,269667,22956795,37278,3411233,32593,3312004,73250,18819635,29680032,17424,17868,30374,4300,30483,4300,12533994189,383477,0,0,0,0,822587,822536,51,3006467690,73451,257991,450391,638840,941415,1230127,1476357,1762849,3756400,267900,18824311,29524569,72015,147600,162457,125871,80936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256284,280276,273979,71201,19180,3345,8100,7023,28213,106510,195697,220291,6671377,8130053,5893476,680493,158901,34607,71491,64655,280916,933989,2921619,3838443
28,29.0,ANDHRA PRADESH,VISAKHAPATANAM,549980,549980,43141,174825,332014,0,0,0,0,216282,291882,555933,73593,5920,155164,9844992,18302,1160056,118416,8868495,74385,10763802,19873543,4236,35919,21557,4937,21564,4937,13296567989,272501,0,0,0,0,691014,691014,0,2152375669,115625,394050,672747,911709,1163088,1337445,1307493,1474807,2895084,204000,9397495,19613541,98829,174520,157446,92678,32460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163664,216283,214617,132007,30947,21199,18990,20318,26122,41742,105057,130862,3178840,5195258,4558226,1725831,337387,371099,265298,237688,301758,394560,1462656,1844756
29,30.0,ANDHRA PRADESH,VIZIANAGARAM,564637,564637,65793,67580,431264,0,0,0,0,217448,338485,616068,120993,11461,257716,21152879,39224,3447683,41545,3125003,93032,16480755,27725565,16380,13152,29267,3023,29286,3023,11162788195,216961,0,0,0,0,377223,377223,0,1586942127,72800,247902,489150,759080,1139835,1488235,1690297,2006160,4014137,235800,15582169,27569012,53241,154857,180942,151109,75919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273026,293677,268265,55403,24950,3496,3435,3024,11935,79404,221195,235336,6845378,7844493,4460294,380747,179043,31173,27835,26713,107674,714645,3526136,3581346
30,31.0,ANDHRA PRADESH,WEST GODAVARI,568049,568049,200003,30486,337560,0,0,0,0,71586,190611,316833,11013,3393,103289,3060459,73822,2724728,13500,755323,37779,3362549,6540510,5069,2168,6899,3283,6900,3283,5029327316,135100,0,0,0,0,524224,524224,0,690999572,252418,618998,710783,689320,634843,595917,496991,428174,718069,43100,1351897,6068963,60704,93044,83454,50815,28816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87927,155333,129951,41470,12036,4181,1543,1512,1721,2306,12264,27133,1284329,2837024,1507312,300462,95994,29373,14810,14718,15467,17877,119818,303298
31,32.0,ARUNACHAL PRADESH,ANJAW,4535,4518,1,4473,44,4451,4452,4451,4452,1381,4328,4328,0,0,9,261,0,0,4319,133438,0,55233,133699,0,0,125,11,129,12,915,190,4461,4461,0,12268312,2,2,0,0,1222,5672,5798,121007,0,0,0,0,0,0,0,131707,667,1164,1063,819,661,0,0,0,0,4451,1003,327,0,0,0,0,0,0,0,0,0,4452,1003,327,0,0,0,0,0,0,0,0,0,4328,978,327,0,0,0,0,0,0,0,0,0,107951,21172,4576,0,0,0,0,0
32,33.0,ARUNACHAL PRADESH,CHANGLANG,12129,12125,0,9636,2489,10229,11059,9705,10524,2262,9236,10047,0,13,1950,70399,0,0,7286,289679,0,69612,360078,0,0,291,188,291,188,779,445,6788,6077,711,18767028,3551,3524,27,5818328,430,18079,46996,89444,56423,90396,26685,11053,20572,0,0,355384,854,3166,2967,2099,1208,1729,459,1197,522,66,5942,6680,2204,319,302,0,0,1740,460,1198,981,66,5953,6989,2257,319,302,0,0,1538,580,1113,1284,30,5290,7580,5558,63,302,0,0,22063,6988,13631,22934,145,81917,139506,66030,717,6147,0,0
33,34.0,ARUNACHAL PRADESH,EAST KAMENG,15014,14983,2,14812,169,14636,14667,12695,12726,481,9288,9289,0,1,122,3040,2,70,9164,208644,3,56406,211754,0,0,53,13,145,108,672,640,1,1,0,620,2,2,0,0,10374,69630,53985,72046,5719,0,0,0,0,0,0,198312,1076,2798,3047,1872,496,898,0,5859,5670,0,9370,8116,0,688,0,0,0,898,0,5859,5700,0,9370,8116,0,688,0,0,0,0,0,2895,2312,0,4602,7189,244,0,0,0,0,0,0,19058,19746,0,51009,120701,1240,0,0,0,0
34,35.0,ARUNACHAL PRADESH,EAST SIANG,10045,10039,20,8877,1142,9372,9379,9177,9184,753,6408,6415,0,2,626,8009,11,183,5771,91432,3,35396,99624,0,0,94,16,124,24,376,326,4500,4497,3,5413964,0,0,0,0,8912,79002,11638,72,0,0,0,0,0,0,0,72778,418,1683,1952,1601,1024,0,0,0,0,0,345,3032,1241,4776,35,560,646,0,0,0,0,0,345,3032,1241,4776,35,562,647,0,0,0,0,0,261,1673,0,4776,2671,495,353,0,0,0,0,0,2610,18644,0,53351,13355,6623,5041
35,36.0,ARUNACHAL PRADESH,KURUNG KUMEY,15631,15461,3,14724,734,13758,14268,13758,14266,2064,13646,13982,17,9,694,13496,3,45,12949,412497,3,114617,426038,0,17,221,218,362,283,5016286,710,2917,2917,0,6410304,27,27,0,34348,8772,46374,85570,88189,22956,100184,62397,365,9468,0,1763,408842,1333,3940,4404,3294,1011,0,0,1225,12282,102,9871,10397,10405,3519,1421,0,565,0,0,1226,12317,103,9882,10399,10412,3525,1580,0,581,0,0,1225,9564,102,6861,7669,4676,2211,1312,0,392,0,0,17508,93401,1648,92432,100175,66283,30229,19762,0,4600
36,37.0,ARUNACHAL PRADESH,LOHIT,16459,16456,18,7153,9285,14030,14087,13747,13804,3055,7851,7876,3311,1,4057,357360,1,100,3793,284207,301,152393,641667,1,706,469,405,506,485,1946,216,7927,7927,0,24292344,2786,2660,126,11845472,139,388,125,0,14154,11877,120598,110071,53146,328500,2669,641515,977,2349,2248,1491,812,0,1957,831,390,3201,1144,4329,6732,45,1384,3640,0,0,1957,831,390,3201,1146,4329,6733,45,1384,3640,0,0,1919,1919,2113,3506,2080,2619,4167,4212,3635,778,524,0,54478,37888,53708,85935,42995,64531,110389,109871,63028,16522,2322
