,Sno.,State Name,District Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed<br>person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:18-30yrs,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
132,133.0,CHHATTISGARH,NARAYANPUR,18796,18722,537,14763,3422,9023,19357,9023,19356,6915,8759,18801,555,17,1237,37594,264,9334,7258,273869,271,167954,320797,13,514,420,101,420,101,32116996,1118,24944,24245,699,32672300,8380,7005,1375,5172684,9966,28103,31446,30885,30748,33706,26274,27622,45097,9000,47950,298304,5445,6039,4367,2445,760,4160,2672,1487,547,443,193,996,1072,1586,2550,3066,3531,7668,4568,2271,752,608,242,1661,1743,2557,4428,5143,6275,4143,2519,1369,548,441,193,974,1022,1496,2486,2911,3291,82959,38716,15285,4260,3915,1357,13199,13038,22466,35654,45971,43977
133,134.0,CHHATTISGARH,RAIGARH,251543,249206,36835,100329,112042,127230,225575,127225,225568,107955,119995,210316,14306,310,51913,2396041,17240,832094,50842,2476508,14,2083569,5704643,2170,6448,7678,2465,7680,2465,28959,11278,35014,32845,2169,58091013,271709,263945,7764,664805292,78708,288548,419998,363487,518493,560123,398127,509806,1098667,227500,1241186,5497327,44286,75010,60102,33718,12161,31630,49560,43404,4294,4761,5215,12407,31167,40579,64281,65654,65993,49661,81564,69655,5909,6684,7452,18347,47460,62630,100459,102254,102175,31611,49474,43373,4280,4748,5194,12365,30949,33177,52879,53299,50437,526893,907694,622734,49801,54693,75978,158153,488701,461163,842019,802539,714275
134,135.0,CHHATTISGARH,RAIPUR,157478,155682,27658,6693,121331,95418,204134,95417,204126,78094,91190,189496,7488,2032,71192,3161934,15841,643874,4157,198765,299,2177728,4004573,1057,462,5144,870,5170,922,536479,3750,112588,111586,1002,196655066,147373,145819,1554,273990146,66097,226370,338939,392232,413223,404532,368670,342667,695385,457100,299358,3862172,52690,67564,48447,25295,9880,23523,69697,49409,1512,244,2923,22581,5552,17158,29834,29803,34974,41614,137861,92487,2247,311,4568,39752,8683,29725,53071,54031,63083,23569,69686,49387,1505,240,2897,22444,5511,12425,20972,21755,25985,275902,1563305,627076,14311,2627,26411,341677,47848,162255,290690,291739,360732
135,136.0,CHHATTISGARH,RAJNANDAGON,331352,330341,17691,59573,253077,232390,469467,232390,469466,212649,227588,450526,29340,3238,165672,8241049,13122,674242,48794,2738444,125,6354935,11653735,1728,7969,15373,5151,15373,5154,91116695,36660,229120,220249,8871,625450895,238738,222524,16214,654732481,106513,372063,697628,950955,1152236,1303105,1288245,1249623,1558503,1540700,1434164,11419377,107299,181365,111313,49875,19113,102795,177961,141892,19125,4143,6831,11115,5230,27599,69879,100917,135581,163889,306389,226177,24445,5092,7998,13882,6615,39699,101080,147071,216153,102779,177938,141852,19107,4136,6810,11010,5152,22637,58716,85712,118584,1623118,3932385,1950557,154134,34595,53508,90552,39546,247838,711530,1098618,1717354
136,137.0,CHHATTISGARH,SUKMA,51673,51349,806,44117,6426,26520,58860,26520,58858,22120,26393,58632,2162,24,3140,129254,320,11128,22933,1002634,1,553344,1143016,14,1917,1496,548,1496,548,26753,2833,8561,7975,586,10275408,62293,61177,1116,121766034,16582,75804,108443,83908,116144,135719,64355,114646,206754,24200,196461,1090284,16744,18839,13179,7509,3005,8159,14055,10214,19,0,0,2526,3856,3060,7208,10683,14048,15456,28355,19543,29,0,0,4367,6767,4791,12188,18894,25844,8192,14124,10253,20,0,0,2538,3890,2908,6650,10240,13297,125857,295783,150767,324,0,0,37135,56231,30777,84643,145820,215679
137,138.0,CHHATTISGARH,SURAJPUR,149217,148406,7871,64516,76019,89616,165626,89616,165625,79703,85056,151670,7138,571,41017,1702304,4104,166981,39935,1791005,64,1257607,3660290,322,3508,5076,1574,5076,1578,164552857,14185,101740,100683,1057,253971053,56528,56055,473,120430460,75855,208059,293133,302004,350951,363313,333132,332672,669646,157400,574125,3499924,35534,64651,40364,18813,6084,15335,21777,17682,1763,617,1406,7489,8863,33645,52699,53450,49848,21848,32002,25386,2252,777,1884,10715,12638,53221,88372,87914,80556,15321,21757,17640,1725,615,1390,7391,8865,31290,46915,47336,42195,178628,321469,208038,14361,5372,15415,87861,102265,471184,821029,780415,654253
138,139.0,CHHATTISGARH,SURGUJA,150693,150410,6880,84944,58586,94453,176374,94442,176338,87497,89993,162292,9425,391,32126,1354975,4123,172057,53744,2598986,36,1480583,4126018,296,6443,5731,2343,5733,2347,2699936,11712,93041,92152,889,254804595,71754,70880,874,182169988,75456,205518,285978,304454,358900,376143,353190,379636,821853,229000,735890,3969384,36110,66010,44819,22001,7083,23378,32384,25528,2407,3208,3862,16657,15972,43569,43291,47952,51961,34169,48825,36959,3005,4051,4934,25056,23302,69281,70285,77299,84801,23313,32336,25480,2366,3205,3864,16526,15359,38109,37836,40715,43447,303495,508614,304343,21640,24546,34961,229717,185215,632431,590591,593020,697445
139,140.0,GOA,NORTH GOA,19910,19773,666,2216,16891,4287,4483,4287,4483,500,4283,4479,0,0,3607,45148,162,2445,514,8199,0,45338,55792,0,0,85,27,85,27,579,1311,11736,11631,105,8417201,0,0,0,0,13347,16869,12836,5959,3747,1209,1327,153,345,0,0,33463,158,1115,1541,1010,655,620,266,389,484,1107,790,1166,1276,780,23,0,14,650,268,401,491,1159,851,1188,1342,791,23,0,14,619,277,389,483,1103,783,1161,1276,777,23,0,14,6606,1843,2684,4449,8478,5164,8704,11755,5731,267,0,111
140,141.0,GOA,SOUTH GOA,13104,10654,76,6743,3835,778,799,778,799,180,774,795,0,0,345,7795,2,32,427,4925,0,8898,12752,0,0,24,5,24,5,518,1098,5868,5829,39,2306737,5,5,0,0,2152,2690,3012,1710,897,840,385,449,617,0,0,9264,44,204,259,187,101,87,61,111,47,104,88,258,191,313,6,0,6,87,62,111,47,108,88,264,193,324,6,0,6,85,61,106,39,104,88,257,189,312,6,0,6,706,721,1057,258,1099,999,2785,1504,3505,86,0,32
141,142.0,GUJARAT,AHMADABAD,131172,131167,17628,5745,107794,7987,21260,7987,21260,3959,7476,19668,422,204,6741,293983,605,28477,130,5999,37,157564,328459,48,8,370,263,370,263,2448903,3046,14147,4084,10063,11045132,22713,3842,18871,22188870,10312,18903,19154,26862,29292,36410,33859,30587,80414,27200,15466,313026,6084,5622,5193,2957,1269,1650,3845,4105,1444,1604,565,530,284,346,457,625,464,4064,10242,10721,3493,3711,1042,1063,579,720,923,1345,997,1378,3647,3701,1342,1494,517,499,279,340,392,567,425,37796,113151,75239,25208,22682,9473,8535,4699,7425,6761,10103,7387
142,143.0,GUJARAT,AMRELI,120552,120531,24020,381,96130,17642,46876,17642,46875,9135,15093,38817,754,100,11412,459350,3622,161589,59,2421,391,309604,623360,216,2,658,446,658,446,1802633,4378,23952,10460,13492,30838959,44326,24882,19444,30318502,10771,49701,53519,58937,66183,67054,54553,57145,129199,43100,33198,593368,13577,12495,11344,6781,2675,1844,3230,3509,1911,6716,4634,3302,1451,1834,2665,3222,4778,4182,6668,7197,3747,16353,12726,8505,3456,4360,6244,8148,12369,1541,2770,3061,1655,5866,3507,2608,1142,1370,1995,2413,3706,34811,58219,66817,22659,102158,85197,57783,16294,27960,34599,47524,69339
143,144.0,GUJARAT,ANAND,138479,138479,10710,3633,124136,7089,17027,7089,17027,4933,6413,15338,676,83,5467,246506,759,35904,187,8595,176,118964,291005,99,17,324,831,324,831,4981,2395,10365,4631,5734,9891517,18496,9420,9076,18908049,5915,16667,19886,23344,22786,23378,21823,22899,64919,32200,37188,279705,3856,4625,4776,2742,909,1770,2629,2453,1819,798,997,1523,1078,1894,1751,2157,1920,3813,6042,5507,3489,1245,1487,2684,2220,3642,3444,4209,4194,1380,2250,2088,1537,652,848,1302,895,1659,1264,1746,1568,24648,51435,44566,21931,7886,6839,20096,12898,28833,19402,26910,25561
144,145.0,GUJARAT,BANAS KANTHA,283482,283326,39712,29946,213668,78972,138062,78972,138062,45142,73475,127511,12021,1938,55287,2767060,9567,469850,8621,432703,749,1499044,3669613,1572,1506,4670,2968,4670,2968,20748229,6732,17609,17300,309,27513524,123727,104329,19398,240052663,51846,164670,233529,236959,256034,288081,266999,253233,685014,257900,975348,3546832,31800,51956,36709,14273,2723,9367,13268,18023,24068,25446,28372,30724,17160,19893,29563,31181,11626,15594,21036,28962,37818,39974,42049,46385,25919,31262,44449,48006,17481,8754,11493,15394,21400,18922,23515,27509,13056,18089,25835,27115,8602,172796,203296,250821,405004,277897,377532,516444,154043,345133,449340,442843,74464
145,146.0,GUJARAT,BHARUCH,125120,124979,6985,85805,32189,10181,15801,10181,15801,8103,9676,14665,708,75,1682,74256,488,22983,7506,278462,95,131060,375701,67,443,463,316,463,316,5193100,4582,3629,3267,362,5593854,51884,25958,25926,37143748,13017,32068,33549,25674,33729,31961,26492,27462,79293,31000,41456,353328,1849,4461,4955,3196,1332,1619,3103,3050,2462,2121,2231,2235,1366,1746,1919,3007,4423,2750,4469,4387,3376,2790,2748,2760,1856,2598,2519,4106,6032,1479,2961,2696,2376,2064,2142,2108,1300,1576,1780,2774,4078,21552,47240,36276,34767,23477,22817,26921,18730,26053,22685,40047,55136
146,147.0,GUJARAT,BHAVNAGAR,95734,95725,5860,817,89048,12103,35780,12103,35779,5944,10064,28851,914,157,9332,438847,695,29561,37,1581,104,245133,469989,56,5,360,93,360,93,3404589,3302,12007,2468,9539,12802422,31585,10127,21458,20091823,6790,24863,32636,41636,41590,50237,38232,43338,97587,32200,60880,453702,11701,8625,8074,4705,2349,1481,2019,1293,226,1688,2100,751,351,1184,2841,3916,5467,4472,5582,3685,649,4780,5429,2075,940,3422,8181,11344,15267,1134,1718,1140,169,1169,1309,530,274,890,2282,3183,4727,27938,51410,20780,2595,26862,25385,11888,4891,23601,64049,85263,125327
147,148.0,GUJARAT,Botad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,149.0,GUJARAT,DANG,46234,46230,97,45068,1065,21970,46224,21970,46224,6520,21268,44369,501,191,351,10627,24,655,20893,637798,5762,311025,649080,0,495,766,307,770,324,66458,5195,3919,1601,2318,5040083,39583,19287,20296,63638167,23812,79057,99636,86761,82766,76317,48898,38296,61740,2700,49097,585069,7124,14671,12400,8263,3525,6747,9268,3384,712,1311,1274,4084,3827,5131,6614,8124,4304,13786,18959,6717,1623,2653,2502,7388,6863,9413,12429,15673,8341,6145,8692,3079,628,1206,1223,3946,3705,4768,6440,7490,3251,82036,126534,37985,7808,15423,15517,47138,41670,57450,84321,97013,36185
149,150.0,GUJARAT,DOHAD,266274,266065,2924,176095,87046,65665,146545,65665,146544,26238,56533,123246,6035,3520,19877,931802,484,19778,36172,1497038,1062,1137723,2448618,47,3210,2514,456,2521,466,80576338,30895,103189,96489,6700,115397766,134545,116652,17893,63259284,36561,168125,226774,220283,219478,222503,161226,194870,375012,60600,563186,2328483,26824,48891,44083,21369,3902,27123,30550,21626,9549,5051,5400,4737,2464,4333,10728,18944,20113,56924,67153,44891,18955,10223,11626,10180,5035,8660,20357,35712,38275,19294,25688,16376,7945,4441,4534,3276,2042,3472,9410,15543,14002,345781,553984,308050,138486,86536,94553,67182,35981,68957,190087,354214,204807
150,151.0,GUJARAT,GANDHINAGAR,47752,47742,3059,289,44394,8774,15323,8774,15323,5182,8137,13743,417,9,7615,350929,508,28741,14,798,88,163771,380468,52,1,483,418,483,418,1812,1783,23307,17157,6150,41958871,934,543,391,933124,6134,20424,24286,27497,32649,38289,34722,36177,117893,16000,26397,368795,2694,5045,4253,2486,725,1931,2914,3422,3876,3393,814,3011,1997,3053,1804,2340,1623,2796,4268,5493,6553,5699,1214,4169,2627,4433,2242,3192,2042,1469,2396,3041,3323,2921,748,2267,1607,2581,1284,2149,1467,23752,41560,64716,58116,25594,10549,37757,13991,42572,13605,31770,16486
151,152.0,GUJARAT,JAMNAGAR,78736,78703,15158,2109,61436,15013,40697,15013,40697,8658,13973,37423,1836,167,12403,586295,1420,73396,150,6492,67,292105,666183,239,9,760,413,760,413,2489497,2218,27823,5804,22019,46530829,9304,4257,5047,12649289,5637,53594,51115,44367,44316,47431,43975,53569,135064,69700,117415,648859,13644,9724,9812,6207,1235,3129,3861,2720,2849,3504,2025,2377,1486,2106,2824,3036,3307,7701,9581,6216,6439,8793,5414,6301,3638,5542,7293,7702,8176,2936,3331,2554,2637,3081,1664,2070,1243,1836,2408,2452,2883,73183,98154,56763,59481,59470,38797,54081,23914,41921,53589,52577,54253
152,153.0,GUJARAT,JUNAGADH,175214,175101,30652,8705,135744,48247,129570,48247,129570,23128,40428,103651,4253,2369,29161,1389079,9499,520493,1768,88017,862,1009459,1997589,1427,183,2208,758,2210,758,13923390,3654,74389,28201,46188,114201744,58855,19261,39594,82236448,19144,88776,140255,158427,189486,200080,135685,201364,434595,267500,162277,1939335,39465,36090,29351,17957,6434,7913,21276,16760,2080,4745,2726,3389,3727,6618,11034,12924,12790,17862,54177,41073,4994,12817,6598,8072,9034,16308,26834,31058,31760,6369,17758,13501,1944,3505,1242,2912,2752,5233,8990,10370,9783,142596,586457,261073,38054,76871,30853,76770,50913,107980,232608,231709,161705
153,154.0,GUJARAT,KACHCHH,95963,95819,11661,703,83455,11568,23323,11568,23323,5343,8713,17893,316,8,7912,307247,782,31391,19,626,353,174510,339264,58,1,290,405,298,405,10923961,4284,5543,3856,1687,9129282,53634,15901,37733,17024865,9869,28473,31345,35512,32975,40954,27914,28478,71701,19100,12943,322396,6154,6800,5880,3327,1157,387,662,1277,1975,7143,4161,1708,401,1128,1509,1986,2114,815,1405,2484,4141,13793,7484,2916,696,1925,2565,3403,3783,263,519,1021,1687,4877,3068,1366,341,946,1203,1670,1719,3593,11961,20862,40438,100736,38080,21900,5788,17609,20959,30194,27144
154,155.0,GUJARAT,KHEDA,176381,176338,7603,2930,165805,19438,67521,19438,67521,25713,18523,62668,911,461,17661,771257,676,28339,186,6618,200,307698,806214,19,15,902,1063,905,1063,2794670,15103,11738,6309,5429,14361721,86524,52809,33715,62367517,11613,32675,53931,69421,173532,166563,80424,37881,85042,25700,69432,779629,17708,18846,16688,10380,3652,1116,1832,2726,3025,2324,3354,4922,3292,4711,4988,4436,4615,2602,3846,6184,6617,5403,9508,14102,8317,12475,15388,13303,18851,958,1684,2444,2806,2164,3212,5133,3201,4624,4909,3453,4206,21429,30993,44002,58919,35319,68075,121826,55430,84198,109586,63234,113203
155,156.0,GUJARAT,MAHESANA,52098,52067,9636,5,42426,8652,13887,8652,13887,5483,8174,13012,732,20,6981,303061,1193,38738,0,0,18,102368,341799,68,0,441,654,441,654,619505,1978,10134,7658,2476,15248204,19028,14489,4539,25731760,7520,24231,30350,22813,31750,33425,20864,25204,70295,23300,52047,324116,2871,4369,4126,2084,503,2032,1511,2014,3423,2748,2655,2559,2318,2189,2117,2357,1080,3330,2567,3184,5224,4126,3916,3303,2861,2699,2617,2990,1544,1816,1342,1760,3057,2472,2232,2230,2081,1944,1980,2227,898,30265,20774,27157,50099,34670,29480,32715,25672,28459,24722,28011,9775
156,157.0,GUJARAT,Morbi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,158.0,GUJARAT,NARMADA,110320,109895,3341,93953,12601,50794,82305,50794,82305,14785,49213,79086,2704,530,2847,104857,1346,58907,45020,1764703,81,671691,1928467,161,2358,2451,1415,2453,1416,14967658,8071,22981,17371,5610,44864814,109686,92122,17564,185622407,64967,144817,187973,209427,219466,212125,177435,161068,274969,106200,170020,1846763,11594,25719,23745,14722,6439,6791,14209,22459,15790,9109,9562,14289,8985,12941,23004,24715,22631,11394,21198,30005,20222,11413,12692,18479,10994,17307,30409,32048,29133,6307,13273,21449,14708,8329,9147,13413,8106,12255,21591,23518,21175,83715,155992,282997,146238,73859,96592,142883,60248,135784,258700,271735,219724
158,159.0,GUJARAT,NAVSARI,120074,119984,2083,92634,25267,25747,31673,25747,31673,8881,24147,29566,1455,235,7440,265753,204,10121,16503,714956,62,594686,990830,49,1083,1253,915,1253,915,59263816,3971,28905,26160,2745,59438460,39424,37445,1979,57164162,24993,59799,86500,94232,105027,96451,94237,82156,200410,94700,52325,948208,2894,10423,11329,5655,1310,5419,10755,11899,5843,3296,4625,7419,3935,9187,10790,12106,11703,6132,12596,14334,6759,3886,5410,8596,4372,10237,12323,13862,12968,4939,9594,10810,4786,2941,4229,6670,3445,7829,9748,10409,10710,56495,127961,149212,43834,23742,35659,64306,22066,90000,130602,143019,103934
159,160.0,GUJARAT,PANCH MAHALS,310431,310424,21101,82588,206735,60012,96574,60012,96574,29715,56746,90204,5625,1723,35767,1747996,3050,142013,17929,809083,1756,1004842,2699092,304,1584,3398,2783,3398,2783,17913622,14995,77196,64317,12879,202262792,71463,52587,18876,88517542,31123,137330,213968,188537,257991,265417,192049,233781,602032,138100,438764,2607823,17653,31070,27757,15217,3557,5855,17422,23477,18572,9282,9182,16340,12752,16611,21245,29683,16699,8069,29213,36511,26230,12161,12315,21959,16767,22030,28135,40185,22161,5102,16148,21579,16986,7449,8490,14916,11189,15482,19767,26724,14198,85815,285582,423204,247801,71959,104990,227037,122217,241616,293121,457421,138329
160,161.0,GUJARAT,PATAN,192261,192260,21498,5766,164996,35383,57948,35383,57948,6716,33270,54172,1944,648,28773,1037174,3638,149675,859,34396,212,409448,1221245,262,36,1443,796,1443,796,46284323,1949,6065,5440,625,8835740,82166,65779,16387,118319622,34777,104205,155985,118042,136427,117276,88189,80088,191355,179100,15801,1148263,11056,17617,15601,9608,4081,1531,12010,19802,9711,5576,3707,2584,2579,3974,6366,11676,10410,1935,18900,32284,14770,8655,5158,3285,3078,5010,8117,16251,14930,1374,11452,18643,8928,5311,3257,2163,2117,3460,5386,10182,9454,14494,180815,364171,115519,83722,35529,21871,26104,42794,65952,152986,117288
161,162.0,GUJARAT,PORBANDAR,38120,38120,4501,1285,32334,7418,13747,7418,13747,4593,6422,11407,1013,15,4559,227085,1639,100188,224,8925,131,196052,336198,373,22,362,120,362,120,1151,576,16590,13767,2823,33590429,13002,6575,6427,1471583,3591,12924,19009,23335,24183,24479,23269,25686,77324,73000,29398,328207,2815,3686,3802,2622,805,1241,1325,1278,1567,2583,3646,3509,2158,696,1918,2994,2753,1870,2230,2070,2379,4157,6246,6245,3600,1103,2956,4677,4400,815,1060,1058,1358,2325,2793,2732,1798,450,1446,2294,2319,14962,23828,19081,26171,28642,43744,54882,28013,4049,20870,32865,39091
162,163.0,GUJARAT,RAJKOT,142327,142291,9633,897,131761,20398,56385,20398,56385,12191,17218,46205,982,50,15704,687007,1322,55675,192,9482,35,363319,752164,41,6,726,397,726,397,721696,1035,20836,6067,14769,24976269,40851,12791,28060,42629235,10937,47099,71837,61253,77718,83076,56075,59191,185201,53100,46677,721462,18992,13276,13285,8081,2748,566,2141,1906,1559,3091,5160,4436,1856,1830,5137,7188,8928,1061,5025,4450,3368,7645,13655,11722,4523,4571,13843,18613,23147,540,1927,1624,1238,2641,3996,3724,1628,1567,3864,5989,7325,9977,42712,32657,20392,52506,102560,92295,25234,32777,76985,138664,125405
163,164.0,GUJARAT,SABAR KANTHA,189762,189721,23277,66074,100370,53597,108601,53597,108601,15733,46516,91258,1097,288,25858,832875,6289,220748,14369,469691,629,710051,1523314,207,322,1682,1632,1682,1634,7054061,7019,53646,38875,14771,57282077,107581,68999,38582,79992629,60022,175891,211245,195999,217014,191328,97679,102885,158083,34900,78268,1412326,20616,32603,28120,13856,4089,9814,22368,31871,16145,3408,2451,4850,1527,2149,2608,6957,3840,22293,44252,60469,28746,6060,3400,7698,2210,3128,3464,9984,5545,5778,18771,28706,13446,2833,2119,3828,1438,1822,2263,5156,2997,91073,347786,605618,192070,34618,21263,65245,14404,23301,24171,64697,39068
164,165.0,GUJARAT,SURAT,136224,136224,3627,119501,13096,15780,24018,15780,24018,5881,15137,22966,399,91,879,25956,85,3222,14173,421375,2372,171945,450553,2,362,592,923,592,923,3909400,4367,34251,20484,13767,40398379,26509,19676,6833,16540645,26492,56006,55826,51353,47957,39653,33922,34613,64104,22700,17927,403914,3043,6709,7513,4929,1809,1663,3337,4272,4023,2618,2874,3207,1108,1489,2817,4253,6461,2093,4375,5886,5569,3691,3943,4527,1529,2075,4012,6106,9433,1574,3161,4141,3692,2525,2686,3055,1066,1388,2749,4150,6239,14446,38155,56451,42594,27872,31825,41856,9266,17249,34969,59438,76432
165,166.0,GUJARAT,SURENDRANAGAR,167091,166440,14978,3552,147910,25788,50234,25788,50234,9277,19642,40465,1304,104,16488,666422,2778,97628,376,15704,333,313490,779754,122,35,814,510,814,510,2838955,1960,2344,1082,1262,2309407,91150,28801,62349,69210749,20058,57861,77465,66343,79129,71132,51349,54281,169779,67400,64957,733583,12159,12591,14831,7448,2546,4285,11197,11274,5766,3266,3598,4127,1702,1326,1430,2477,1604,7318,20370,22289,11718,6234,5672,5794,2904,2089,3026,5234,3162,3295,9319,8745,5283,2721,1224,1626,1522,1221,1187,2180,1442,49640,201834,197311,105937,41290,19365,25172,22004,17989,22228,48907,28077
166,167.0,GUJARAT,TAPI,155882,155877,2090,144313,9474,64277,118925,64277,118925,45836,61007,112826,2048,1154,2616,123520,637,43249,57754,1858119,5008,914387,2024888,73,1817,2561,1824,2562,1825,7886020,5393,46260,34937,11323,60121331,100436,44021,56415,169470899,88460,222039,248552,229568,219683,172349,128409,134818,371404,73700,135906,1867861,17216,31059,33754,24812,12062,4857,26769,29878,13328,4421,3379,4368,2020,5725,18608,29942,10511,6227,38048,48034,22213,7497,6044,8403,4284,10322,30442,48203,14522,3969,24682,28072,12698,4176,3309,4115,2110,5169,17054,27684,9403,36793,348414,450166,160808,51651,38051,71092,31924,83341,250007,414001,88640
167,168.0,GUJARAT,VADODARA,245316,244743,19172,153412,72159,38870,70022,38870,70022,20129,36838,66252,2982,1961,5201,218561,1093,48589,30544,1340118,994,593751,1607268,130,2374,2110,2373,2111,2379,92812397,15062,48699,35097,13602,85052745,81010,63019,17991,103420593,33607,93402,137212,134522,160877,158493,112455,142353,328176,67300,238871,1538272,10163,21336,21990,12358,3731,12431,12064,17013,11975,5841,3696,4869,4470,6318,9901,13758,17532,23965,22262,30025,19637,7827,4919,6692,6133,9236,15567,21568,26629,11649,11123,15896,10236,5224,3208,4474,4025,5647,8838,12557,15757,220979,178198,295553,130614,61852,38512,59597,41358,65859,113195,188705,212846
168,169.0,GUJARAT,VALSAD,184754,184751,4358,160172,20221,18234,22740,18234,22740,4396,16926,20713,263,74,1392,37044,83,2054,15451,449975,41,179239,489073,1,240,622,299,622,304,5015024,2657,7834,4688,3146,12145369,42840,19412,23428,46683462,19871,67040,81198,80759,58225,45610,32351,26380,50644,7800,19195,445314,2365,7384,7436,4087,1376,5563,7057,7505,1793,593,1105,2715,1969,4181,6007,7218,4744,6506,7886,8461,2106,634,1266,3126,2151,4782,6951,8253,5326,5121,6467,6959,1711,558,925,2068,1748,3671,5389,6223,3989,59159,68974,79285,14464,5141,7919,24801,14362,39360,65657,75023,34928
169,170.0,HARYANA,AMBALA,40573,40516,24090,1,16425,8318,10700,8316,10696,4495,8236,10598,413,5,3510,131020,4726,160922,0,0,112,89477,291942,208,0,557,272,558,275,2740,858,22326,21434,892,31383488,1014,1001,13,1570249,8938,43494,24197,20705,29871,23210,22360,19149,58507,35600,5911,275027,1708,3423,3332,1503,716,898,846,954,1487,1586,1230,1708,1783,1580,2397,1653,1234,1184,996,1170,1884,1887,1494,2047,2005,1855,2808,2039,1404,891,883,1025,1593,1758,1452,1682,1814,1662,2431,2087,1429,16836,12055,20556,25418,27443,21855,25583,23369,23363,37012,35124,23328
170,171.0,HARYANA,BHIWANI,61440,61410,27616,0,33794,24549,42577,24549,42576,8936,24372,42217,811,30,13015,520220,11357,425868,0,0,8,375831,946088,368,0,1693,568,1694,569,1207070,2316,52504,33123,19381,121619125,16827,12667,4160,35291868,22396,67066,104411,85355,106049,96089,75566,90212,217302,71300,10342,885817,9028,13787,12000,5380,2272,1175,783,4139,5303,5755,3476,3252,4842,6251,7228,7907,6390,1802,1315,6763,7772,8513,5257,5310,7161,8856,10573,11563,8974,1175,761,4137,5278,5747,3472,3070,4695,6151,7129,7737,6245,21038,17788,80092,90131,92885,61394,58413,78363,100303,120760,128975,95946
