Sno.,State Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed<br>person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
13.0,HARYANA,886781,885730,383850,76,501804,322027,494071,321624,493451,131592,272856,396050,3924,638,134599,4729233,138234,4307169,23,717,3924,4395377,9037119,1530,1,24066,4926,24099,4961,12030512,58156,1076455,1028679,47776,2580829099,25261,21927,3334,21045348,358630,894242,1132392,937379,947838,912018,778149,656583,2026724,355900,37264,8253781,43230,123184,125801,68966,34765,39295,101131,132633,90329,87909,81633,56035,50036,75750,85602,75758,67315,54507,145904,190346,124891,122797,113941,74471,67468,103564,117941,103191,91420,29117,77546,100032,70845,66951,61472,42564,38220,58289,66313,57842,49745,421148,999374,1307907,907058,817793,733322,549094,487843,685828,806835,716313,601821
14.0,HIMACHAL PRADESH,1227036,1210914,324545,73942,812427,550764,736464,550633,736236,302089,511366,671046,14094,1439,333020,14198057,141952,6126270,36394,1681413,7943,13551403,22005740,3853,1545,39477,13151,39478,13162,82045183,268341,1358787,1309078,49709,3873805294,9886,9667,219,4475686,272616,1358021,2341209,1962974,2380049,2550759,2245167,1887869,5596783,1346500,63793,20956316,45494,190800,191290,129943,113258,103481,175700,172104,169796,137611,158333,129369,96452,105972,140970,161477,189602,126946,214031,203676,203117,162633,184093,150429,110249,120694,161992,189239,223793,85159,148833,146577,144030,115658,131701,100371,79112,87814,122299,138796,161933,1282278,2393216,2200252,2268644,1807152,2012413,1468397,1129164,1261468,1873940,2084078,2224738
15.0,JAMMU AND KASHMIR,1252366,1185529,76730,166115,942684,759419,1164694,758573,1163191,435315,682262,1011224,35961,5024,539803,29529787,38614,1861968,103845,5698667,5905,10409737,37090422,1703,5716,39188,33860,40242,36467,181704364,195116,1657969,1652333,5636,5106168174,1165,1141,24,456778,170171,1036543,2669596,2051696,3535446,4677019,3293274,3764573,12241149,1886600,1764355,36567881,122190,323956,306729,178144,79748,41008,53850,63087,87823,89080,85049,145304,114456,105493,238737,282616,279900,55016,70423,82683,110554,116033,110330,192327,157632,145178,323266,385031,386188,31980,50398,60017,86248,99616,101925,148539,154186,141437,237376,301918,308809,691165,1062262,1269724,1881784,2142231,2145028,2923758,3265216,3108121,5370239,6807295,6423599
16.0,JHARKHAND,4396694,4119647,483490,1407972,2228185,1876648,2712812,1875881,2711570,2805954,1444548,1908209,57524,7253,843857,35726580,163674,6549812,437017,16997969,17498,22129540,59274361,6527,16986,98074,42325,99276,43190,86030006,1528263,3880152,3821494,58658,9116328776,543046,459451,83595,175431,1139949,4226289,5451218,4362467,5884880,5623662,3835679,5555948,17414126,4789300,990843,55950959,267066,673827,577619,301518,87129,644586,674210,659657,563406,493391,495447,494328,425175,459407,461234,479821,493419,841493,884411,857341,724058,626553,626243,629899,541054,584153,583228,599431,616110,512400,543652,522333,408827,345784,354988,335668,289175,310973,301994,341964,359030,7369345,8136539,7384261,5031870,3973786,4127033,3959140,3308173,3663804,3683430,4276592,4360388
17.0,KARNATAKA,5561963,5527003,935639,461382,4129982,2152259,4624032,2092005,4423358,1449295,1902386,3890970,29985,8244,1406739,63512566,321855,14207804,173792,7979099,45194,40391589,85699469,4540,2367,171535,62111,172630,64928,43117923406,1045899,9286803,8580282,706521,18806599854,252985,135390,117595,0,1160785,4546988,8322229,6508183,8047644,9487910,8699364,8829553,26863469,1255000,1978344,82220284,441552,1169615,1130637,810312,336057,450455,662763,719506,700110,542019,438796,513599,276734,336877,389967,444704,461487,936869,1366028,1456388,1396522,1011180,789188,915770,477311,574539,658791,743774,785280,328275,525906,560571,554931,415501,332666,382225,216675,270716,309464,357806,340209,6541794,11039794,11095748,11193622,7805989,5966611,6901563,3647756,4661711,5354567,6175574,5314740
18.0,KERALA,3348230,3335989,418010,110489,2807490,1470071,1672181,1469970,1672016,2041510,1311681,1471107,117370,1771,1046459,48884589,208582,10035604,56640,3039257,20753,56236206,61959450,18062,6609,158654,13255,158663,13378,120680193,943250,3183690,3172473,11217,15866290171,50605,50527,78,70646347,965837,2188427,3677097,4946737,6038603,6790425,7196016,6712833,9652568,1019000,12771907,60241816,24690,219538,439918,436167,350794,56673,213503,292712,336003,464741,440258,662576,661721,752009,854298,893303,897391,62411,232168,318987,367200,508367,476453,717972,708583,805052,919132,963836,977322,44178,172271,238633,292872,416659,364396,585175,627878,687520,783000,829774,855506,322769,1495855,1946173,2694755,3990900,2785163,5854887,6150810,7223750,9355094,9740186,10389994
19.0,MADHYA PRADESH,6819256,6701624,1136316,2184084,3381224,4017833,7654649,4005051,7623930,5491040,3480571,6098330,134691,57967,1722362,83835040,573342,27156840,1184867,51254322,59050,60635803,162246202,23364,28747,268038,128930,268368,129429,936714923,1886346,9265181,7912032,1353149,24620178583,303656,249741,53915,352462423,2236722,8440350,11953358,11102480,15064081,15972199,12503096,18285001,51026826,2819100,12842989,156212036,537016,2043277,1730387,1109616,670030,1082208,1692340,1801216,1171583,819023,977676,973178,931158,1147182,1179673,1027386,732814,1798141,2888265,3075950,1897381,1299463,1546030,1497629,1420196,1741514,1772844,1514396,1062241,804546,1297429,1527595,1011648,707099,853343,835678,789249,954016,991948,845424,550819,13151904,21869457,26579063,13574431,9396306,11591250,10737105,10674674,13101492,14139576,11115251,6316786
20.0,MAHARASHTRA,8943238,8417902,804545,1164780,6448577,1874365,3634010,1871573,3627840,1787333,1697606,3139897,201459,19786,1200670,57986099,172372,7987841,324564,16558188,50796,37538984,82532128,17784,42711,155049,59820,155847,63854,685609276,1334352,6220217,5695126,525091,14845620243,1297082,1266442,30640,317545319,1505819,5531025,6443801,5548628,6413952,5733557,4212214,4917804,8704280,369500,33151548,78471291,213385,1083244,951123,617780,274247,646154,750135,636708,310633,289411,276157,226680,276615,380491,512019,608397,660561,1233285,1416434,1151145,506900,471286,448593,368577,466728,661659,919506,1116530,1209069,533305,643412,567405,273071,256460,246306,199967,239714,335735,447478,528921,581901,10264477,13344526,9727518,3959612,3801826,3434691,2665565,3510696,5687776,7748905,9163223,9223313
21.0,MANIPUR,550053,548209,15049,245826,287334,501231,546513,498789,543405,121275,491026,527178,1,1154,241793,3239458,14331,194630,234902,2690861,601,2745172,6124949,0,0,11373,6739,11410,6747,13405874,66285,484986,461775,23211,708880592,26901,23292,3609,278256,1691209,3387386,749514,191310,64214,26608,9309,3700,1599,100,0,2639733,34639,129728,146151,116592,100068,24599,10943,39644,108614,113833,147239,56097,53661,236527,122188,145635,379119,25793,11343,39940,111393,114635,148580,56976,53861,240898,123482,148432,389775,23738,10222,37774,106107,105269,124552,24013,45127,225913,115873,138332,361183,132743,73289,111791,421572,365163,544557,98258,221535,1135119,475736,616882,1928304
22.0,MEGHALAYA,538000,534342,3882,497404,33056,436284,607828,436180,607691,286889,426881,591429,114987,605,26839,1442243,2985,161362,397057,27583952,4074,13660618,29187557,212,112429,72136,36500,72137,36613,6870758,64529,488176,394724,93452,4529196091,5077,4673,404,4807016,61128,306083,896443,1159534,1894236,2026570,2241129,2298469,6794549,11001300,508116,28968044,89157,181778,141899,104188,74408,22721,52915,94352,113923,137287,125762,154079,157572,145914,207964,155459,177170,24563,61548,112285,136001,163520,151520,192239,195526,177636,255069,187493,226070,22043,59713,99672,123065,143359,140139,161451,171940,164438,210032,175347,184816,388838,1002324,1689271,2105426,2441754,2442270,2870133,3158917,3146669,3911029,3191598,2839328
23.0,MIZORAM,191326,191322,38,189848,1436,190930,207357,190920,207340,93601,190894,207234,0,113,1315,90587,35,2546,189544,14345025,3418,4899110,14438158,0,0,17161,2107,17259,2118,2218475,32684,210957,196679,14278,1589658222,2,2,0,0,3431,10893,56490,78022,71334,101350,3486872,5153560,5476206,0,0,14427996,13041,62659,57589,36955,36991,185809,172020,185823,186192,186390,156549,109869,10394,73714,110881,85835,187328,185921,172037,185849,186206,186389,156550,109910,10394,73741,110886,85837,187334,185757,186108,184782,184893,185961,155427,106327,10123,73038,110704,85443,187046,2601344,2605212,1335351,856607,705313,889870,725768,97404,288291,716710,609940,3006348
24.0,ODISHA,6378365,6326950,1141842,1723627,3461481,2568248,4430118,2564701,4422709,3885990,2306678,3754645,68070,9328,1133129,43049076,398970,15292995,774579,33869177,53262,38600044,92211248,10149,28123,169050,61779,170530,62263,133712344,1514132,6870566,6531376,339190,15690771589,884557,664467,220090,501300427,1580320,7595957,9797820,8074598,9781907,8922541,6420672,8871153,23897873,3776600,3491807,86851468,199412,1076869,1161425,806926,507149,514981,674061,638377,604863,572131,370697,219566,509079,521465,574655,730547,866812,806087,1061478,1006061,927158,853519,540989,305762,746412,767008,843837,1092155,1321059,409688,602256,611144,569075,572666,358589,193599,472510,507025,537178,672740,791139,6913739,10722006,8508737,7705565,8186468,4505959,2560540,6383054,7236878,7874125,10177539,11436638
25.0,PUDUCHERRY,66136,63838,18012,89,45737,42856,49471,42850,49461,1638,37664,41448,20,73,26102,484461,11510,240797,52,983,47,627017,726241,4,0,1249,66,1249,66,2275,1627,82843,82383,460,124357938,290,290,0,0,86409,177493,187698,152591,67689,24164,15514,6390,6260,1400,633,584945,1454,10118,12256,9518,8102,4040,23023,24072,21542,6703,78,231,148,829,2338,8521,14233,4518,25352,26834,23591,7006,87,240,153,870,2534,9275,15452,2733,19138,21028,18428,6789,60,143,89,621,1852,6902,11574,14396,162340,170247,199416,27174,306,582,438,3873,15123,51647,80699
26.0,PUNJAB,1529672,1465023,1043139,421,421463,766577,991642,765411,990117,220393,663684,809495,9515,1249,158052,5313499,505451,16990831,181,6268,2709,13979470,22310598,7029,0,48690,8743,48796,9086,75027691,129273,1711839,1659595,52244,5101582289,43428,41925,1503,490326,800347,2155544,2761652,2694626,2616857,2339300,1995564,1746821,4246961,849300,103626,20654926,61758,200359,240691,169526,137161,91473,314907,283047,180907,243176,282135,196095,221357,224071,201974,192481,172432,109126,381321,336369,209814,287286,332622,224022,254766,261908,235374,223313,201826,70893,265475,241979,147171,199457,229233,155828,167503,177288,159816,151050,131255,746693,3237756,2600902,1568392,2076168,2547104,1636352,1699239,1836535,1652205,1477766,1231486
27.0,RAJASTHAN,9930376,9752517,1820271,1809479,6122767,5030540,7677235,5027733,7670840,3877802,4514375,6531324,228084,12886,2598580,137698167,936054,50549401,979741,51526694,9030,156659657,239774262,53625,37447,264074,111888,264410,112344,103152139,1113163,12454261,12103390,350871,32563194070,1137548,1098622,38926,1194276,1856682,7553785,14161475,16965350,20765025,21244950,24517096,28328233,79723778,13776000,10881888,234055984,703196,2087453,1743487,1188004,806609,1795290,2723974,2690520,1287093,691057,758324,688509,934460,1366325,1724320,1683282,1136214,2443443,3710721,3570408,1678445,901041,997110,900599,1169572,1687608,2127926,2085606,1413554,1396689,2302221,2270928,1021270,543937,581263,506192,718197,1128952,1446500,1375187,863676,24366094,46980928,40268463,17085159,8862959,9395511,8230116,11072444,18393624,23651482,20213308,11184560
28.0,SIKKIM,81151,80867,3688,30016,47163,66411,78859,66392,78821,18878,63725,74257,3495,160,37174,2000875,2686,133039,23865,1326637,184,1662875,3460551,136,1340,7075,3649,7093,3661,33707604,18850,103975,103552,423,718357192,1144,1092,52,507822,15608,95623,207398,219244,316070,434680,426530,465582,929902,319900,30014,3406355,5507,23512,20292,13328,10512,14143,10090,13193,27296,30330,18785,9638,8273,8000,14449,37438,37449,15400,10889,14134,29241,32482,20034,10059,8678,8419,15411,40351,41145,11911,8520,11793,26430,29967,18671,9275,7671,7363,12967,35285,37516,185237,133651,187285,397131,466650,255934,125913,103052,103682,185112,632325,684579
29.0,TAMIL NADU,8082248,7964884,2142477,120284,5702123,5855644,6909924,5855204,6908938,4263631,5815061,6829325,150236,60983,4130044,165942942,1615148,70277640,69869,2660010,58155,204667615,238880592,52679,1181,533495,61256,533890,61483,237141504,933060,9640697,9638601,2096,52304642641,2,2,0,0,5144749,15222522,21481265,22954451,23904667,23645095,22534712,22196523,66771707,14921100,103801,228513571,225898,1772621,2212770,1549651,1068400,2142038,3043458,3769998,3469600,2955932,2100668,2448163,1540830,1062848,799962,1160228,1445961,2330293,3378964,4254819,3844380,3206120,2224488,2608684,1610970,1113068,834809,1224035,1540201,2135745,3037556,3763913,3463709,2950982,2095168,2433169,1415159,963142,709089,1052514,1306840,19303163,30918453,45243097,35601946,27939553,15460184,19028596,11349547,7780648,5413910,8986569,11854926
30.0,TRIPURA,611429,610821,107119,247374,256328,541071,749369,540926,749055,348936,522752,707277,4438,7619,204761,5901057,88858,2479933,229133,9222754,83074,8282927,17603744,290,3287,30516,9628,30542,9731,30039598,531279,1034208,1028550,5658,2934902044,39,32,7,0,469820,1415939,2614346,3713561,3261668,2014407,1291051,901991,1427666,175500,317795,16725196,48501,223253,200417,138316,96541,3883,87480,248139,304110,379232,158672,68588,114656,210919,226852,35638,46757,4924,93883,273315,340000,442495,185402,78402,133008,242444,259982,42376,52446,3151,74218,223288,284923,362280,144609,61035,101913,190969,207335,28538,43443,31951,617725,2196017,3100418,4639466,1154717,516314,910201,1775338,2087791,284312,282625
31.0,UTTAR PRADESH,16224816,15471253,5076839,158396,10236018,5645572,7173245,5635855,7158764,5552091,4860128,6039999,42519,11348,3152831,117965241,1658142,61834986,49155,1722408,67529,63739134,181522635,14917,592,307962,94076,308738,94829,691499327,1886259,14892150,14628762,263388,30802100135,263217,249952,13265,465118,4037710,14760829,22685577,16270962,21091146,20784269,17745903,16530473,43342811,3098100,1175070,168857945,487899,1962622,2106551,1082975,392604,592421,1794715,2241637,1418111,937150,709054,883294,983665,1287074,1526776,1488586,1528941,702407,2104988,2644192,1672021,1113058,838931,1039223,1155185,1507558,1792290,1751813,1818163,415559,1467819,1978416,1228047,792754,604585,720983,847494,1126547,1310492,1304994,1329550,5010541,21038800,29863727,15826261,10403436,7924135,9512357,11125524,15892949,18894949,18610977,17418568
32.0,UTTARAKHAND,1066419,1041745,201978,39247,800520,552806,735422,552495,734845,396610,509595,662536,21766,987,403064,17452409,86105,3876158,20426,973775,3071,12145882,22302342,4186,1335,40426,20906,40471,20940,4982440,231580,1150239,1110313,39926,3863370330,37489,36488,1001,78928943,256924,1351960,2219262,1946323,2492549,2441037,2161132,1995703,5254003,1777400,406049,21300448,45363,183545,198388,133153,100210,116472,137921,140411,145201,136760,123896,100508,105797,133512,166116,183670,160583,141744,168712,168619,174831,162061,148874,121374,125284,157285,194627,214797,187503,96393,119042,122667,127736,120776,112402,89778,94047,118310,154505,170869,147783,1494056,1892775,1922218,1995650,1820129,1648276,1331998,1375198,1817446,2456477,2683803,1864316
