Sno.,State Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed<br>person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
19.0,MIZORAM,200242,200232,41,198927,1264,204099,209268,204037,209205,40192,203955,209111,157672,128,1278,118443,42,4050,202635,19173982,3298,9603617,19296475,0,0,41383,7021,41455,7284,58078,55199,209168,204780,4388,3605876358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16362,63443,57428,35401,36478,179491,185683,192333,175007,194696,195284,195888,196415,169848,195548,170589,174958,179490,185682,192332,175006,194698,195283,195888,196414,169847,195549,170588,174958,178799,183764,190571,173354,193020,193824,192704,195514,169388,194885,170110,174226,2124668,2540347,2194304,1057427,1599012,1592313,1646578,1871507,1243245,1622728,1077423,726923
20.0,ODISHA,6923096,6830579,1187841,1873565,3769173,2577513,4370336,2574114,4362919,5721511,2328024,3739189,160962,10045,1155668,54840616,368336,17128312,804020,39595817,81767,48298475,111564745,0,0,188860,72389,191190,72934,74268150,2295499,9298998,8905301,393697,19444959548,677714,518260,159454,359602858,115351,95744,11171,1020,589,0,0,0,0,0,0,27105,248986,1086445,1180849,778362,440569,449363,594078,514841,385759,364897,520778,631937,616477,647891,697776,790393,786785,659391,888995,775217,558501,526445,748408,895628,893365,957516,1026648,1170281,1189342,382204,554920,517271,368735,357208,499438,609106,601618,637103,676226,769243,736662,5879096,9374821,7323655,5426550,5507127,7736147,9803297,9950630,11755699,12727568,14057583,12022572
21.0,PUDUCHERRY,70168,68749,19238,111,49400,44978,50842,44971,50834,1643,39596,43092,3,59,27576,520786,11962,243258,58,1087,78,663996,765131,0,0,1492,46,1492,46,3295,2733,93828,93351,477,148272122,249,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1512,10500,13037,9990,8053,1788,5558,16557,24644,21908,19399,5793,6070,1125,1651,11476,11040,1852,5881,17541,26420,23900,21289,6469,6590,1179,1679,12412,11873,1438,4435,13212,21553,19318,17060,5048,5013,994,1115,9597,9425,6640,28060,91378,166669,143435,102626,31084,34369,7520,6423,81782,65145
22.0,PUNJAB,1811052,1718393,1155955,727,561711,919938,1169430,918984,1168157,344923,753460,908175,7689,2547,222129,7288902,530948,16225256,383,11844,2893,13830560,23526002,0,0,53108,11435,53341,14995,34517292,254671,2111138,2037237,73901,5707336187,36416,35206,1210,173401,59757,5299,381,102,0,0,0,0,0,0,0,1362,77629,224732,258210,190320,157284,195673,278168,321733,314992,292535,146206,276240,284291,254417,214600,254713,234450,220738,324748,370202,356201,335685,165988,315884,324661,289187,245991,295642,274108,144229,216448,257620,255018,233637,111054,203129,212041,188296,163492,200691,173557,1575889,2187111,2718086,2740302,2394465,729503,2271922,2238426,1858409,1533155,1956576,1322158
23.0,RAJASTHAN,10713421,10546319,2139395,1996156,6410768,6209187,9566923,6207308,9562610,4957469,5578889,8059262,848723,22154,3100957,181645245,1238900,74352081,1239032,72892366,19619,221393394,328889692,0,0,340481,52580,340955,98143,34159709,1624428,15657099,15292919,364180,48545188414,815259,788570,26689,183762,90205,11139,340,0,0,0,0,0,0,0,0,1418,1016933,2574183,2109690,1419940,935445,2924792,3329854,3402279,2089214,1241063,1070299,1028052,1399045,1643450,1691666,2236994,1805726,3903102,4404350,4362884,2560634,1524168,1344858,1342063,1795208,2038678,2062805,2737196,2206059,2406682,2901970,2996724,1719920,975618,832318,754738,1061327,1311173,1334532,1783943,1264973,46585143,60802601,57576288,28659728,15049958,12620637,12236559,16667504,20859217,19404801,24999434,13326293
24.0,SIKKIM,84032,83442,3812,30773,48857,62020,73956,62005,73916,18875,57818,67519,3550,135,33404,1658196,2478,119400,21936,1169829,183,1505126,2947425,0,0,5721,1842,5735,1937,343798,21329,111863,110543,1320,572580333,882,838,44,0,0,0,0,0,0,0,0,0,0,0,0,0,4408,20987,18968,12607,9662,9474,16428,14916,20480,21862,20733,8628,20969,22402,21757,26347,17565,10130,17930,16200,21779,23288,21894,9067,22308,24115,23327,28255,18537,7834,14298,13248,18723,20256,18552,7924,18414,19845,19477,23938,15322,111278,247929,225087,294098,272402,265145,101534,277034,310339,284354,368781,189444
25.0,TAMIL NADU,8564455,8422697,2183834,127684,6111179,5880953,6870708,5880445,6869963,4586876,5648639,6488788,120722,57750,4080620,177832837,1500380,67859037,67639,2818295,56132,214476311,248510169,0,0,429935,92585,430074,92787,2063454,1470904,10618031,10611855,6176,43616415541,17,17,0,29777,1456836,8692,172,0,0,0,0,0,0,0,0,4256,216467,1576031,2113849,1518197,1064250,2759532,3194661,3351675,3384967,3534382,2974877,2437731,1943985,1478542,1358601,2361395,2590650,2984490,3492335,3672640,3702878,3863270,3199743,2586013,2049636,1542641,1427698,2536572,2778061,2488706,2947786,3103882,3157997,3287293,2704377,2117200,1703635,1254591,1116289,2097110,2231946,21910137,32568090,30521979,30501832,30671409,21995679,16680817,13376273,8997860,8016308,17228278,16041507
26.0,TRIPURA,632052,630919,108997,257613,264309,578313,813715,578296,813664,606589,565994,784283,55381,8482,227628,11805162,98135,5295002,240231,17302024,85999,16180976,34402188,0,0,61834,16452,61858,16938,182542,824414,1086674,1078318,8356,6101551058,78,61,17,8910,86,0,0,0,0,0,0,0,0,0,0,0,44798,252032,227102,154916,105180,8933,301465,439925,367237,305170,411062,122645,148609,254706,247754,276206,226820,9982,330054,501976,421139,348919,466096,139495,168411,284596,275109,316579,266554,7474,275388,423548,360020,295133,404686,117366,142096,242887,239507,261461,213420,63791,2679949,5611489,4489669,3632861,4626149,1185125,1494534,2573322,2550419,3131184,2355188
27.0,UTTAR PRADESH,17948604,17149377,5454734,166645,11527998,6268209,7857291,6262272,7849615,5955097,5315590,6455854,133083,11116,3622317,168458274,1640578,73735007,52695,2300484,71916,83793831,244493765,0,0,380162,90269,380802,97009,107328864,2512699,19680980,19282874,398106,44148277279,232303,220786,11517,65702,201529,66236,3255,108,42,51,68,0,0,0,0,9199,620926,2079057,2202241,1138894,407468,1127908,1371785,2255623,1896018,1721107,1683337,1486555,2039983,2126655,1938297,1694149,1538672,1328207,1591389,2637473,2221829,1977857,1929330,1679667,2308903,2398921,2175467,1891789,1740204,882506,1134080,1896530,1616581,1396216,1315405,1191164,1632889,1810823,1631052,1382923,923287,15669504,17493479,30153744,22880285,18840958,18277074,16520512,24111349,27431213,23886693,19637018,9591737
28.0,UTTARAKHAND,1124012,1099314,207492,41624,850198,547334,734557,547066,734172,297401,504275,661279,21907,1514,402756,16482827,82640,3464641,18879,677914,2693,11677221,20625382,0,0,30629,11845,30775,12142,313296,211214,1419201,1372129,47072,3563566221,29880,29123,757,52985302,14092,3691,134,0,0,0,0,0,0,0,0,720,49019,183401,200690,132201,93976,127912,99651,82107,90623,104691,103817,68178,92677,136162,180824,238800,212621,161817,126223,102654,111526,127235,124184,80452,108987,158546,212266,282907,253581,107728,86186,71620,79180,92314,92188,57681,77820,120431,168891,224054,181947,1865667,1415134,1140253,1246588,1437580,1459851,861512,1090662,1715728,2533394,3537755,2321258
29.0,WEST BENGAL,12819228,12551874,3222101,899746,8430027,5907921,9097538,5906663,9095228,7985879,5457803,7969236,365795,66167,3310363,167161612,1652108,80137780,495332,25013162,433009,130340730,272312554,0,0,425410,164686,427561,171070,19443936,4951006,19755517,18591082,1164435,47323976329,1198328,1097912,100416,42566046,29025,19937,2772,567,45,54,0,0,0,0,0,10969,415092,2298295,2441098,1801233,1013533,602723,832117,961875,495268,397310,793696,883737,1486239,2083815,2575977,2807153,2148721,829807,1099001,1318767,653255,522846,1056697,1124938,1905201,2683413,3362910,3742571,2858931,552758,793852,903209,501270,394451,722903,821413,1403354,2000576,2469996,2703158,2087953,11793379,15652752,17128972,9227756,7353414,11141244,13584116,23853175,35946373,45851300,50649498,30130575
,Total:,139075443,134260617,27539101,17558410,89163106,58831412,88355428,58718393,88046721,65639731,52330120,74764662,3884424,410397,32871123,1572063347,10748265,505654794,8710732,467349563,2545801,1386560096,2545067704,0,0,4077447,1204258,4096560,1387374,43569426160,34682988,160236903,153133044,7103859,434237108779,6884240,6113128,771112,1549937114,4960908,2662955,293579,23174,8758,2143,738,456,1716,900,0,759074,6696337,22464717,22231522,14850347,8483311,19016551,22574311,23668025,17810367,14502086,14191754,12865037,15167927,16973775,18799662,22103507,20395710,26769053,31787144,32338343,23201852,18134674,17623047,15950860,19213635,22157627,24829781,29231555,27075245,15541169,19422938,20353491,14550211,11982616,11736350,10571290,12202144,13896155,15479308,18404297,15776943,246537143,331624645,304656328,189341013,149726448,143642378,135151887,166866336,201887540,228576904,265360100,181571911
