Sno.,State Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed<br>person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
11.0,GOA,36950,33354,790,9657,22907,1306,1331,1300,1325,256,1141,1161,0,0,682,9606,27,428,432,4925,2,10629,14959,0,0,26,6,36,17,644396,3344,19951,19707,244,2563264,5,5,0,0,2894,5015,3583,1205,888,1171,188,0,0,0,0,9890,10,184,458,323,186,108,152,200,94,110,249,198,184,188,369,245,193,112,154,203,95,112,252,201,190,192,375,251,195,62,138,182,94,97,188,171,177,140,317,228,173,590,1346,1715,435,1057,796,1689,1474,1300,2094,1488,975
12.0,GUJARAT,3849530,3727513,242207,1418486,2066820,1045443,1827837,1043461,1823710,735404,911298,1516992,34077,11132,476441,23151928,49028,2483851,385829,16325479,32586,18685660,41961258,2825,5898,65715,32167,65859,32284,74276614,457803,3316836,2943700,373136,6899701395,598065,402620,195445,10361241,608736,2197585,3572710,3383635,4073557,4302933,3815874,4248463,11678403,1199900,2804485,40430788,202973,467669,449811,286825,108561,214686,467133,431412,164230,119904,105851,138366,125812,297156,328258,332768,210111,320384,772870,710680,234969,164817,146141,193294,175181,441116,492548,496054,314529,170902,382146,362282,136581,99712,86292,109634,101591,245351,278905,267835,161691,2919571,8056227,6744833,2327372,1571234,1322354,1714868,1463694,4474994,4922192,4393527,2050392
13.0,HARYANA,930219,928251,395738,125,532388,276534,413511,275984,412822,99648,230974,326861,3789,464,115852,4237870,115090,3550746,32,1039,2742,3898734,7789655,1729,0,19446,10413,19467,10478,8999495,62162,1079387,1031931,47456,2480186358,25306,21982,3324,79302705,309587,757553,890189,737791,764031,736032,711668,586967,1904585,363900,14936,7102754,31559,101017,104604,59692,29907,32417,75846,72734,47517,52423,55727,45780,53552,98444,93067,84697,67330,43585,108405,101582,63372,71819,77643,60887,69777,134840,127030,113766,88634,24084,58706,53297,35653,39679,41319,32616,41683,76579,72893,65374,50399,361827,832519,723049,507076,556323,535237,459237,574356,977339,921223,777665,560119
14.0,HIMACHAL PRADESH,1261078,1244051,330801,76346,836904,592370,803613,592251,803403,378762,553640,736077,70321,1480,360027,18253193,152780,7837408,40833,2429309,8416,18042262,28519910,18997,8542,52360,24772,52364,24782,38063275,320978,1454338,1405237,49101,5201090498,8735,8553,182,4340737,228267,1204500,2204364,1866989,2481693,2918436,2507516,2331356,4901160,293800,7558387,27581896,45426,204590,211811,145921,127897,168222,211151,221206,185536,137954,148657,148979,209650,221213,191515,159182,172907,201854,256310,264477,223461,162991,174234,172471,244599,257743,223680,183757,204448,142084,182708,190141,156096,112147,120235,118756,179929,193620,162203,130863,140459,2120742,3068374,3102997,2544864,1723894,1786496,1832517,2915191,3177607,2472952,1818729,1955547
15.0,JAMMU AND KASHMIR,1290570,1224754,76586,170857,977311,726614,1126542,725700,1124942,404532,651046,981268,37568,4992,520989,29912120,29744,1329381,100313,5573817,5689,11037344,36815318,1313,4829,20286,13402,20789,13845,65976274,202541,1806932,1801213,5719,5108648642,895,876,19,2685,151599,1008434,2509688,1767985,3185442,4195992,3034104,3561788,14237673,3075500,861917,37143022,111745,313373,299800,175988,79942,60991,70212,60043,62185,110843,123598,162250,109660,158493,146260,128964,255491,82115,94549,79138,79900,144122,167350,225941,153285,210335,194983,176246,370136,45833,67323,60640,65872,108662,133186,181201,155641,174377,177803,166866,265843,999763,1504928,1280419,1495338,2573219,2905227,4617406,3894249,3930198,4026209,3673671,5914691
16.0,JHARKHAND,4720108,4397616,507863,1458610,2431143,1572304,2153982,1571304,2152378,2527840,1272598,1623544,25985,6227,767594,33226969,148011,6033507,356993,14398961,23344,21042779,53659437,2799,7484,86018,48695,86615,49223,45053260,1543400,4346472,4286596,59876,8644544242,523590,443875,79715,64848,869661,3560201,4936070,3867060,5718850,5758102,3683839,6105900,16543384,2026600,598914,50927226,238584,558372,487220,256642,82028,498645,583030,616225,551088,411676,371446,427667,232738,153703,306347,469312,522508,630644,739109,774882,683685,509569,457222,524630,281845,189449,369509,566264,630819,393938,481341,508208,445108,308767,279636,328487,141739,110988,234117,380628,425262,5994272,7414300,7697964,6169642,3810584,3341353,4181723,1174992,1226951,2564487,4876812,5206357
17.0,KARNATAKA,6004069,5962497,998961,497924,4465612,2358638,4603159,2299153,4386757,1695703,2108225,3934526,211411,9462,1575141,78301824,340564,16154637,192520,10035798,45557,50770834,104492259,31218,23465,167071,93064,168312,96108,42861834268,1263308,10094403,9446723,647680,23264845841,245744,132830,112914,0,1217804,4876371,9006399,7063702,8762640,10163014,9063016,8292058,20410781,1189100,24654214,100922713,384990,1174837,1171943,838756,360182,318747,373524,452589,516496,536455,531329,664014,699896,898522,863002,776923,597785,573080,674347,824272,933700,951476,925797,1141613,1193095,1569153,1489307,1329794,1017286,221349,281624,348573,413212,428789,424290,550493,584496,748447,704130,594379,398009,3815607,4819855,6280686,7685187,8261305,7566687,10260777,10712030,14696859,13376128,10953097,6064041
18.0,KERALA,3512734,3512123,432293,121452,2958378,1628881,1912249,1628841,1912175,3098250,1478386,1708184,441479,2122,1185689,76572274,224267,15545880,68430,5407613,22475,88170055,97525767,68780,23155,216983,16537,216991,16602,41450313,1297762,3365484,3355490,9994,26237473842,47786,47724,62,100264692,826575,1465838,2396646,3067841,4201247,5714907,6941063,7642695,15248261,20803700,29215643,96139453,29112,240537,494367,507524,436644,214249,425608,604585,837460,639763,886447,1006178,1010147,972740,1019878,971070,884575,233117,462076,657698,913627,694956,967367,1102519,1100797,1051246,1109819,1060840,975000,175533,370849,539220,767155,609365,780736,947589,959898,939226,937658,933354,855420,1386650,3697412,4868991,8437940,4335578,7872754,11646399,11653122,10721517,11281833,11508762,10102340
19.0,MADHYA PRADESH,7113983,6981267,1159847,2239641,3581779,4570714,8552299,4560345,8526336,9011734,3918552,6674355,76749,59705,1928504,100259588,631711,33030673,1358337,69652169,79661,74159447,202942430,10393,33688,331223,167374,331953,167861,574627004,2306648,9730210,8343402,1386808,30474126659,268691,221519,47172,356086053,1930733,7691832,11868976,11193680,16410723,18378906,15028772,24405372,88032158,5943000,2071767,197535987,582310,2221572,1913329,1221017,727991,940189,1188416,1746741,1437681,1083709,1106603,1550518,1178953,1509129,1638160,1385074,1080521,1455990,1870328,2828680,2256443,1675746,1693056,2396262,1764973,2275674,2486143,2077250,1626799,764811,927134,1442397,1265486,946666,933720,1260169,1004689,1247996,1363158,1133710,859880,11357952,13608207,23458079,20317692,14954949,13890946,20008904,15463325,19393892,22419366,16850711,11218407
20.0,MAHARASHTRA,9183105,8506967,812560,1181959,6512448,1976995,3805075,1973372,3797272,1923582,1793240,3276324,192432,19595,1251691,58792024,200001,8920197,341548,16888422,56845,37958069,84600643,17683,40624,162290,61264,163038,66044,288054849,1505151,6909735,6340842,568893,16081139137,1237463,1208468,28995,185457655,1588678,5948720,7081714,6117425,6989516,6152481,4355337,4981510,8439898,349600,32579588,80235526,208187,1119507,1010663,644837,293113,763860,861301,664556,362966,285876,265897,298232,284921,388349,486136,602879,578524,1433690,1623545,1187748,585199,453190,416935,475335,461688,659596,852063,1097419,1051928,638493,741539,595533,319416,253389,235035,263584,251956,338170,423075,519016,504679,11647350,15090309,9463337,4618842,3651080,3321005,3746249,3566032,5646955,7232444,8888851,7728189
21.0,MANIPUR,567989,566887,15332,245168,306387,527817,597533,524786,594081,171950,513042,570353,16,1537,266739,6683868,14601,371444,231702,4683795,620,5565960,11739107,0,0,17031,9346,17126,9359,1774371,81924,538876,500925,37951,1311198146,22629,19805,2824,237842,421208,2720492,5188809,2318404,623908,253294,105114,54201,41321,1600,0,10821370,38296,142210,157069,123199,109579,10335,2208,645,183285,230957,51900,229865,231112,34049,115994,307184,381398,10667,2306,651,185811,237284,52648,233068,238956,34715,118487,315011,396069,9491,1021,636,157644,202596,44689,213486,219371,30399,101599,286227,338594,33571,9566,4311,824422,1161935,210639,1288343,1393492,166275,728257,2305293,3613003
22.0,MEGHALAYA,568159,564067,3882,519678,40507,482832,694296,482834,694278,338163,475388,679527,160908,1196,35215,2276912,3092,185643,437081,31752694,4718,17160551,34215249,400,154590,60709,24223,60712,24298,3641449,81369,536289,429629,106660,4272764928,4436,4108,328,3082080,57241,350626,837828,1170958,1765805,1911129,2128240,2467365,7438500,15867300,216288,33970302,103408,213615,160772,116518,85217,41551,50533,75541,112610,124138,137488,181301,194749,152516,239166,245043,194562,46624,58562,93042,143355,157146,172124,231226,242447,183634,293703,306304,247917,38648,48966,73384,117782,133027,150207,196576,210967,173655,246357,263729,217922,489689,680794,1227049,2218290,2457071,2713557,3961449,4089294,3191519,4793892,5079976,3312669
23.0,MIZORAM,193945,193939,40,192720,1179,196120,202841,196100,202820,63062,195974,202682,81736,117,1197,104536,42,3377,194735,18013950,3361,6876847,18121863,5,81180,44622,2189,44693,2194,454707,43344,210481,203241,7240,4085446524,1,1,0,0,7327,13751,22348,51581,113283,142527,102023,183391,9306185,8173600,0,18103012,12065,58872,58256,35837,37653,188190,188615,188834,177581,123345,172742,182336,166208,189136,176367,172272,150566,188196,188615,188837,177581,123344,172741,182336,166210,189141,176366,172273,150565,187207,187366,187431,176716,122713,171809,180737,164037,187507,175919,171848,149904,2381190,2501669,1720454,1306367,768190,1095164,1172825,979441,1253166,1958352,1634553,1350492
24.0,ODISHA,6525311,6478025,1155895,1760685,3561445,2375332,3928163,2371654,3920483,3175651,2148181,3366809,47236,8805,1077812,40173195,359226,13363969,711143,29460345,54944,34851465,82997509,6763,21307,143903,67990,145062,68319,85052383,1713150,7943923,7605885,338038,13972772435,774558,586867,187691,279690432,1486507,7252472,9541818,7444809,9440698,8380235,5784935,7926045,20844168,2817900,2170687,77800630,169568,946624,1076620,735242,436065,641658,814216,754546,489815,463577,397443,435970,350532,223803,279240,380937,652472,982458,1266476,1160248,716668,660560,558653,620018,489909,302242,377369,522898,939668,550015,762396,772239,481693,444995,384207,418997,341623,205044,258684,347690,584895,8924077,13301377,10922282,7121951,6630111,5411043,5775285,4783716,2863916,3696899,5053812,8513040
25.0,PUDUCHERRY,68149,66081,18546,98,47437,37729,42547,37728,42545,1625,33214,35931,6,38,22724,431561,10447,232055,43,835,49,582393,664451,5,0,1271,130,1271,130,2659,2188,85965,85505,460,126758692,272,272,0,0,62518,154950,194294,126897,78335,24098,11753,4518,6448,600,0,545489,1151,8613,10699,8429,7039,2187,3399,14504,22524,16433,6360,7742,1422,2122,2297,8374,9358,2346,3622,15527,24581,17659,6790,8047,1484,2266,2496,9233,10342,1738,2375,12027,20070,14271,4820,5851,1249,1714,1818,6967,7980,11235,15661,83777,249144,118574,24664,26974,6190,10610,10324,52033,55265
26.0,PUNJAB,1668491,1589845,1103375,554,485916,834259,1082800,832896,1080961,272116,674884,824278,6840,1374,175393,5437744,499257,15002822,234,6817,3151,12417883,20447383,4888,4,42254,12320,42406,13840,42713855,188603,1924146,1862412,61734,4647812343,39743,38408,1335,332462,1033733,2372609,2682728,2395540,2166607,1873261,1606281,1484053,4113615,636500,47663,18412275,59792,198654,238548,177784,149500,106525,228077,227851,153541,169723,165438,219925,281637,267902,237507,286239,275826,123514,268468,266305,174931,194947,191686,260061,332721,315953,278134,338466,324212,78367,177889,180934,123934,133515,119942,156251,210522,200947,174879,213846,206727,811502,1819514,1894066,1318990,1379397,1200628,1699573,2275469,2136102,1789350,2081114,2041678
27.0,RAJASTHAN,10341336,10127108,1962446,1902695,6261967,5800775,9064077,5798431,9058196,4585929,5164726,7537391,588321,15947,2928003,165619418,1095704,62943933,1141019,65682240,14558,194415111,294245591,129745,107168,261506,99299,261828,101436,53951525,1317483,13580205,13248902,331303,38501136622,1001649,968388,33261,159604,1972039,7837583,14506663,17407332,21695350,22962838,27258076,31419902,87909735,43827600,16800481,287591495,809022,2416217,2008577,1367319,933197,1624281,1540606,2407408,1837110,1286511,1042296,1021791,1274677,1653979,2843897,3065712,2717074,2179389,2043679,3229400,2434413,1721101,1367107,1361015,1628384,2058427,3574418,3837932,3454120,1254903,1155457,1932545,1468497,1012339,762830,708533,948149,1340604,2394187,2621570,2199108,21796702,19540800,33107786,25703063,17707263,12148443,11425222,15034010,20968961,41465850,42898974,32354762
28.0,SIKKIM,82660,82251,3775,30485,47991,65093,77553,65075,77528,20379,61806,72178,4668,155,35947,1970298,2640,141985,23219,1243019,196,1708695,3355302,169,1639,5785,1947,5802,1950,2500866,20336,107959,107220,739,602427956,986,939,47,4779,16905,102345,217610,216533,305705,357376,348043,353006,962433,442200,19846,3283068,4345,22466,20252,13411,10658,20676,16586,16555,25526,27411,19597,12237,14807,18917,26445,21661,21360,22605,18156,18091,27716,29589,20998,12736,15450,19945,28009,22862,22771,18001,15540,15332,23501,27240,17355,11027,12732,17265,24632,19271,18724,307807,268981,251201,336338,411787,249753,139081,176472,260942,395348,287418,270174
29.0,TAMIL NADU,8308437,8173246,2159867,123925,5889454,5834288,6936173,5834124,6935988,5173997,5592313,6524708,259712,55764,4011886,184994248,1505145,69083997,75282,3618234,57805,220065353,257696479,66498,742,426468,111825,427007,111913,27377553,1326860,9999559,9996966,2593,43029520316,8,8,0,29100,4250955,11564481,18575785,22900816,25546784,26093259,25548500,25267482,67872310,5735800,24299427,249627796,177913,1577441,2151632,1537767,1079963,677364,660692,1165290,2071754,3374348,3320040,3069880,3287084,3528984,3434620,3400953,2933114,728515,712958,1244519,2234400,3721349,3656456,3334330,3610627,3892771,3726990,3698977,3159099,585399,595400,1037410,1859418,3089761,3035832,2726810,2985764,3242790,3113681,3091001,2644304,4739497,5839647,8475870,15005793,30996014,27400369,23966446,28274941,30409582,29010126,30066559,23511635
30.0,TRIPURA,626495,625343,108604,253745,262994,564408,772804,564399,772749,527971,549356,739389,14982,7979,217668,8792895,95044,3970298,236644,12545490,84532,11690357,25308683,1024,11180,41746,7211,41768,7301,13992531,625920,1056321,1049931,6390,4166723968,53,41,12,6462,279455,877590,1802857,3011888,3925447,3831158,3328948,2579364,4009363,685300,979117,24810641,35889,233925,214764,149793,104805,39393,182622,266626,253340,270899,400285,124789,280425,328714,234189,211196,107438,42519,195143,285121,274447,297135,451241,139817,311539,372176,262903,241441,129305,33424,163978,246020,239141,257051,382620,132275,263442,311400,227732,195551,103263,236945,1231183,1998973,2108779,2435147,4000466,1002173,2744807,3723492,2535733,2224235,1059655
31.0,UTTAR PRADESH,16958899,16192848,5238699,161227,10792922,5836401,7320853,5829578,7311176,5857243,5044897,6150750,71992,11014,3371939,143463015,1623787,66643088,49171,2021163,80463,74844882,212127266,22928,1056,327927,133651,328571,135211,283549178,2189330,16141517,15823151,318366,37099355569,252827,240089,12738,37100,3395996,13522345,22075683,16418932,23192734,23410359,21606728,19668277,62411426,6398900,842290,201710574,459039,1929247,2171409,1145113,438251,1009257,2021103,2279975,1669883,993437,721282,1199393,1355639,1738831,1764411,1280672,1131458,1204002,2380706,2678437,1946123,1136072,830189,1379681,1533570,1957441,1997875,1445880,1291100,779608,1700320,2026217,1425894,785643,595214,961389,1136488,1502211,1520176,1095322,921783,11523653,27138990,32903925,20339944,10110399,8290151,14195901,15947499,22242194,22291760,15683253,11459468
32.0,UTTARAKHAND,1089672,1064831,202777,39513,822541,528992,707138,528830,706877,358151,489146,639038,26012,1357,389530,17572955,81124,3757020,18492,851185,2733,12232142,22181160,4842,1166,36517,17263,36553,17285,1376515,204494,1253088,1210311,42777,3793833270,34009,33093,916,68819821,221121,1222044,2086688,1836027,2410149,2425412,2053205,1945424,5378298,2409700,194811,21263391,41586,173816,194555,130165,97044,144610,149932,139713,125790,114946,106226,119935,113309,147388,170138,160015,146074,181240,184334,169852,152142,137904,127761,144185,133563,172010,198197,187701,170119,122809,131767,122120,107087,99442,94256,104163,101574,133418,156305,148832,129439,2030414,2092171,1913400,1618108,1487101,1417354,1633972,1527082,2044449,2469408,2274245,1673456
