,Sno.,State Name,District Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:18-30yrs,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
513,514.0,TAMIL NADU,TIRUCHIRAPPALLI,301500,298604,68710,2912,226982,254373,303892,254370,303884,285874,253320,298442,81498,2637,191686,14637357,59122,4748411,2512,192333,786,17123181,19578101,21118,894,19331,3519,19338,3520,1460953,21822,372676,372676,0,1936793536,0,0,0,0,63306,172059,315960,497023,719653,997985,1322594,1658988,4336989,473400,9020144,19460666,,,,,,178308,182041,202997,200069,188912,143818,94045,93077,99847,134837,186803,200434,194588,198808,223750,217880,203028,151648,96802,96293,103692,141203,203650,224170,177904,181770,202728,199843,188699,143575,93840,92792,100143,134498,186644,200118,2175599,1864112,2825936,2143782,1800976,1218474,636762,738451,801935,1063818,2012154,2296102
514,515.0,TAMIL NADU,TIRUNELVELI,282259,282213,79864,352,201997,215096,253779,215068,253735,221943,213976,248980,51644,1776,148955,9846747,64766,4412921,255,16790,205,12250877,14276458,16541,67,18561,2086,18642,2086,5941682,20381,318705,318690,15,1886642565,0,0,0,0,92835,241646,407770,561228,742830,956089,1107705,1286114,2849911,363600,5666730,14103733,,,,,,146802,130473,158710,136283,111550,83089,43385,37889,78025,115266,138255,138165,161462,142991,175242,147669,119502,87097,44524,39216,81570,122790,149233,152074,146533,130179,158149,136385,111214,82993,43234,37640,78568,114864,138285,137968,1854041,1311135,2212152,1460576,1053998,776879,345286,303056,605001,1093757,1487723,1772854
515,516.0,TAMIL NADU,TIRUPPUR,181927,178358,65458,237,112663,109226,118932,109215,118891,146447,108158,115737,34707,448,66587,4754301,41436,2727321,135,8682,297,6563098,7490304,11505,32,9445,2389,9452,2389,52728,15366,166758,166752,6,939157943,0,0,0,0,63413,128322,184432,234613,287852,342330,403566,474210,1367702,296400,3707464,7384166,,,,,,63741,61214,71179,66014,61624,66889,55864,54684,55061,41746,66691,69773,66189,63441,74151,67904,63095,68774,57136,56041,56506,42552,68807,72545,63602,61943,71323,65737,61412,66722,55813,54528,54864,41621,66602,69600,760209,638194,910404,640428,613671,749349,455242,500476,552738,294117,609769,765707
516,517.0,TAMIL NADU,TIRUVALLUR,295176,292080,109356,6333,176391,237583,267013,237577,267006,274578,235729,259473,70701,1779,145738,10607591,85379,6668477,4612,327704,7543,15736468,17603772,28606,1143,17201,2818,17217,2818,3810084,11660,302731,302353,378,1707135060,0,0,0,0,58566,160861,321908,520677,761599,1005871,1290055,1512058,3865204,581000,7525973,17494942,,,,,,166015,169004,190540,181255,180148,163408,118134,110388,100585,122616,162768,161202,174472,177687,202525,191473,190063,170483,121868,114105,103435,126277,170692,170335,165449,168706,189982,180796,179684,162977,117652,109900,100300,122108,162250,160869,1793820,1650984,2492103,1891637,1809978,1518528,817434,910224,644286,846241,1577949,1650588
517,518.0,TAMIL NADU,TIRUVANNAMALAI,492651,490316,106254,17998,366064,450615,563644,450609,563611,346834,449510,557097,92519,7329,336632,22894399,96718,6936228,16160,786356,16865,25444203,30616983,24331,1575,30944,6021,30968,6024,36072315,25552,623097,623027,70,3043692233,0,0,0,0,97819,367748,858886,1332430,1710723,2267406,2657898,3084433,7813177,639300,9787163,30415643,,,,,,339922,306651,369768,349375,351866,275945,79916,78564,181193,301476,341002,300086,381102,339023,420256,392161,394046,300864,83335,84101,195306,327735,378574,332708,339404,306695,369775,349030,351575,275425,79763,78465,180899,301026,340542,300002,3613641,2897503,4676028,3439640,3205297,2027847,520671,543086,1263953,2463937,3428390,2536990
518,519.0,TAMIL NADU,TIRUVARUR,195759,192731,94618,101,98012,142915,206416,142903,206389,108804,142171,202184,12134,3113,61810,2757113,80281,4247305,80,4048,49,5363798,7008466,8331,11,6661,2749,6674,2749,70774,14646,254467,254464,3,651474113,0,0,0,0,73020,247357,468082,665913,765621,787917,749476,688727,1166468,82600,1313285,6860374,,,,,,89759,77741,116117,75946,40343,22737,15436,18520,33450,69829,103010,82527,116092,99501,155439,98534,50296,28065,18158,21628,40525,88531,133507,103495,89405,77080,115512,75202,40052,22569,15014,18165,33883,69298,102700,82131,959550,587487,1667799,672760,293854,172284,88018,100992,201341,443905,1211645,608831
519,520.0,TAMIL NADU,VELLORE,421979,417364,99004,7577,310783,342914,394583,342896,394549,355209,340425,382669,98381,2882,259131,19303941,75797,6009680,5497,360129,2587,23101966,25673750,24761,1058,25894,4581,25933,4581,29064150,42563,452259,452067,192,2590736352,0,0,0,0,82246,225878,408591,659987,1026130,1412704,1825281,2287825,6643445,741000,10360663,25522118,,,,,,194035,199149,266256,257299,254787,251292,202728,217438,165923,170829,245834,246609,205494,210120,285866,274258,270238,266296,212337,227842,171174,176276,259393,263573,193141,199124,265790,256975,254101,250285,201473,216163,165068,170481,245230,245693,2006033,1740522,3468019,2377862,2378554,2665635,1573980,2053148,1325128,1260304,2548205,2276360
520,521.0,TAMIL NADU,VILLUPURAM,699284,694662,207511,14887,472264,627000,921030,626992,920957,395288,624586,900597,66027,5134,425080,22888868,187702,10601223,11804,539658,133,26784054,34029749,21912,749,33899,7926,34034,7927,18193199,57544,1002898,1002882,16,3233534050,0,0,0,0,229956,959510,2027019,2584142,2933092,3369777,3725378,3944204,6734370,399100,7123201,33534102,,,,,,60351,214825,499479,470403,444923,338934,188256,219996,133991,281355,414932,355194,72839,249402,640004,594234,552785,404931,211981,256292,154758,323378,499814,424814,55804,214379,498311,469084,443119,337035,186353,216611,132592,279971,412579,351451,543829,1581578,6581517,5112797,4338049,2820327,1344146,1760813,980752,2053469,4153477,2758995
521,522.0,TAMIL NADU,VIRUDHUNAGAR,239063,236014,67330,42,168642,163418,189571,163412,189551,161104,162246,185243,20727,1414,117235,5946054,45005,2275666,6,429,693,7104421,8222149,6144,2,8205,2315,8214,2315,34820,12544,247315,247314,1,831543151,0,0,0,0,128475,289983,425737,565782,634440,717420,758874,756341,1626420,175100,2143577,7988319,,,,,,72253,70109,116255,115735,94577,69670,51402,60747,70995,73503,92268,92810,77368,75370,127877,126634,102159,74048,53976,64037,75058,77363,98623,99425,71896,69811,115864,116177,94280,69360,51277,60424,70973,73164,92043,92584,609120,467460,1459708,1179862,756889,524673,284406,454778,573079,508990,792012,611172
522,523.0,TRIPURA,DHALAI,78141,78038,12226,50350,15462,76551,131163,76550,131157,82459,75774,127998,18226,1130,14657,1077979,11891,904598,49226,4462716,1613,3320110,6445293,1068,16003,10371,4923,10377,4951,9791295,53366,127963,118806,9157,985622755,0,0,0,0,5685,14635,32666,65421,138543,260995,446035,782887,2596448,459500,1643853,6439574,,,,,,8703,64629,70575,65834,65228,47532,1266,1354,38455,53942,66034,44860,9143,74651,92910,83293,83089,58237,1970,1643,40706,62112,88763,62655,6952,60443,68266,63300,62760,39560,477,1310,34419,47566,61586,40124,40069,619843,1130501,909549,959287,405166,7157,10825,305686,539044,1069028,450513
523,524.0,TRIPURA,Gomati,85619,85611,13843,41110,30658,82189,145617,82191,145610,110214,81167,141765,26867,956,28297,2328796,13126,1090752,39744,3620042,15539,3616315,7039590,3913,15257,11478,4946,11484,4973,1051129,102078,145055,141910,3145,1089840200,0,0,0,0,2882,9195,22973,86464,91917,223314,363937,680789,2727682,1942900,887830,7035355,,,,,,424,47447,71838,65490,73440,54588,955,130,17811,38869,70797,63453,521,53491,87829,79983,91207,63919,1087,161,19797,46078,98367,93860,401,44953,70291,64112,71867,51300,937,103,15249,36225,68050,63035,4332,428459,1092886,967298,1185162,578265,7126,956,134688,440679,1211356,982540
524,525.0,TRIPURA,Khowai,64587,64580,12921,31639,20020,62738,90515,62733,90445,69774,61892,87393,8785,1054,18708,1435482,12359,927872,30825,2548945,7277,2290027,4912299,992,5764,8204,3938,8212,4176,7306089,82156,91083,73870,17213,801320413,0,0,0,0,3615,10463,22853,74737,139062,232346,546229,770546,2142596,416800,554405,4908477,,,,,,45883,52232,53791,50015,58311,29679,454,254,8521,27406,44213,43860,48350,55279,59084,53666,64678,32540,471,256,8881,28470,48485,51953,42198,49534,52133,48478,56419,29474,452,121,6560,23464,40559,40609,272163,561326,737467,635004,996144,351693,4654,981,61758,250395,586102,455965
525,526.0,TRIPURA,NORTH TRIPURA,65634,65584,11315,20008,34261,62458,102625,62456,102618,92766,61518,99298,9332,659,31459,1819754,10557,619424,19502,1685066,13775,1695905,4124244,763,6463,6736,2080,6746,2099,3073296,30643,102019,99988,2031,640445477,0,0,0,0,12300,49583,102913,181375,293902,378500,420611,448503,1135399,314000,787238,4097494,,,,,,763,25811,48336,46158,51551,39089,1468,3536,6663,14805,30310,27211,1085,31665,66276,64294,73378,53269,2176,3929,8032,20280,43043,39278,530,23804,46027,44480,50038,37276,1608,2863,5730,13695,28472,25002,6583,220964,702614,713238,933850,460991,24691,18237,47382,176299,457906,361569
526,527.0,TRIPURA,Sepahijala,84532,84513,14966,24052,45495,79871,138334,79872,138323,108726,77377,130108,19371,1901,40443,3039419,14028,1104798,22906,2131514,12533,3284105,6275731,2908,9783,10132,6206,10140,6257,18323438,93040,139424,137017,2407,956173985,2,1,1,0,4406,19258,47888,104592,193411,283032,406284,620523,2544419,1354100,697829,6265279,,,,,,17584,48921,68645,53843,63184,61956,8322,736,13673,33580,52980,51167,21895,60701,88488,65269,79228,82592,9300,796,16392,40937,71736,75393,13693,43266,64227,50977,59876,60249,7494,513,11280,27974,48388,45363,124215,583905,1049508,674650,972027,879102,82155,5954,110138,347672,781655,655913
527,528.0,TRIPURA,SOUTH TRIPURA,87785,87780,13141,31214,43425,84232,142873,84229,142857,102892,83294,138759,14419,1151,40356,3118521,12566,996637,30372,2724984,12959,3417162,6840142,1349,8808,11243,6462,11253,6562,2701474,29535,152616,147401,5215,1093822558,4,3,1,0,2346,7185,21131,52775,145303,358970,628549,1028874,3012744,716300,867313,6837337,,,,,,65023,77349,78825,65428,67959,71230,5522,1266,4021,21485,55091,55222,72042,90922,94952,76807,81485,85557,5721,1622,4737,24909,71755,75677,61280,75238,76885,63437,66350,69879,5438,745,3620,19616,50273,51740,479675,967923,1145162,763695,893249,895563,50479,6927,36105,229339,723382,649991
528,529.0,TRIPURA,Unakoti,50909,50909,9908,11829,29172,48046,75679,48046,75665,54553,46876,71733,4648,981,26420,1612659,9170,583888,11286,946236,13349,1241249,3142783,369,2990,5317,2663,5320,2715,14638,40473,81595,79809,1786,506281430,0,0,0,0,5750,26407,71044,120196,210858,366468,378485,427015,1001296,213300,321964,3129875,,,,,,568,29396,36392,34777,42696,29560,7555,1967,3814,15271,31207,18714,723,34790,43228,41583,54390,36387,8807,2115,4499,18724,43401,26055,233,26400,34059,32847,40965,25954,5013,1220,3304,13789,28814,16661,1957,269572,435772,428940,709643,347662,58509,9462,32069,168707,489456,191034
529,530.0,TRIPURA,WEST TRIPURA,91879,91834,18946,34744,38144,90369,137978,90368,137926,114491,89426,132917,14442,2448,36778,2796192,18552,1414288,34096,3070019,15093,3728790,7280499,1648,9344,12058,5113,12071,5117,1118485,26351,136828,128999,7829,1143111393,0,0,0,0,4139,15972,43998,147505,159539,279643,480165,900927,3707698,987000,555927,7274996,,,,,,2344,70567,75123,71715,81614,65497,1610,272,23983,37405,73899,66077,2495,76548,84523,79847,94610,71362,1908,276,25310,41145,84202,82029,1838,67425,76047,72840,80808,62377,1194,261,20320,35108,67921,63251,11710,743767,1047875,1011195,1404568,803408,8202,1326,157158,345217,933483,814604
530,531.0,UTTAR PRADESH,AGRA,148211,142650,47989,1493,93168,49756,59207,49739,59184,21138,42337,49287,62,83,27440,819279,14475,438952,422,13273,410,300030,1271504,28,1,2287,339,2303,347,12261565,10436,114947,112812,2135,210849227,5250,5076,174,6090,42897,152323,235124,154566,170260,141946,98707,125410,143978,4300,1993,1140654,,,,,,10166,20597,25537,22204,15160,6323,1488,1194,2162,3021,1574,4036,11464,23613,29399,25508,16932,6918,1615,1313,2328,3344,1806,4474,8121,17740,22568,19380,12144,5243,1707,945,1267,2398,1494,2976,96646,235783,322655,250783,157704,68726,20704,10307,16220,37231,18821,35626
531,532.0,UTTAR PRADESH,ALIGARH,174977,167398,46947,218,120233,80737,95103,80325,94531,32228,67575,77527,69,152,47189,996220,20309,432969,77,1641,961,331174,1430830,14,1,3038,505,3051,511,2431577,8562,145701,144050,1651,258261456,2031,1830,201,14932,133675,275695,325671,174051,185430,108907,90862,41712,87764,2300,4763,1128243,,,,,,16562,44135,47367,31487,10149,4236,250,47,1733,1694,2453,13072,18699,50511,53849,35282,11406,4787,280,49,1871,1890,2691,14698,12604,37135,40000,24843,7666,2623,270,93,1038,1287,1972,9500,114510,410644,442887,250218,67573,22520,2009,260,7923,10153,16521,85612
532,533.0,UTTAR PRADESH,AMBEDKAR NAGAR,226190,216046,89876,629,125541,77737,96704,77670,96597,32572,66931,80741,208,52,35057,1002390,31730,884970,144,3928,96,636612,1891288,103,0,3931,1062,3972,1069,17168672,17515,163377,154034,9343,319620773,2842,2700,142,35630,93369,259315,316094,225217,239694,211861,166655,114463,248365,8700,12510,1648890,,,,,,21108,34846,41554,27370,14522,5583,553,126,5242,12991,7741,12140,23965,40240,48318,31246,16442,6197,632,135,5704,14357,8730,13685,16312,29251,34910,21453,11045,4378,360,77,3872,10204,5956,8838,193010,399430,513005,268297,132984,53777,4754,717,41372,130788,74818,83291
533,534.0,UTTAR PRADESH,AMETHI,199466,191995,54513,578,136904,72383,99398,72305,99269,37174,59165,75972,644,129,40582,1548138,18349,666052,234,8874,173,715767,2223064,146,0,4635,1403,4641,1432,16658829,21494,153623,144747,8876,374364524,2933,2800,133,6923,42093,188027,314114,184140,276016,272581,198317,167976,558214,39800,33816,2110716,,,,,,9660,26169,36957,24779,17679,7746,4052,2618,7405,13429,12100,12798,11264,31904,46207,31444,22361,8947,4473,2787,8285,15378,14830,18474,7780,21950,30838,20047,12864,7104,3272,1902,5855,11812,9903,9626,102655,362373,560637,326496,203285,102573,44455,25863,75029,172768,164659,134301
534,535.0,UTTAR PRADESH,AMROHA,152744,149863,42312,16,107535,80084,114753,80069,114731,35658,67375,92833,479,113,47169,1199387,20206,451753,0,0,107,391618,1651140,113,0,3071,602,3087,609,33886663,13303,167452,156263,11189,249118500,253,223,30,174,141076,227541,221987,204391,175382,166376,129455,120170,216797,46300,1665,1418265,,,,,,12017,33242,32492,26647,24410,5671,1161,1208,3232,8225,775,22226,15820,46226,42885,34426,31494,6906,1571,1684,4086,9920,903,29102,8627,26773,27260,21532,19761,4211,776,916,2472,4371,421,16236,97299,365047,338598,276624,259536,38232,9514,12265,25448,54600,5644,168333
535,536.0,UTTAR PRADESH,AURAIYA,124563,124398,56787,802,66809,42570,49774,42563,49767,29113,36975,42571,35,87,19107,518419,17687,488131,181,4782,997,311364,1011332,16,0,2097,130,2117,135,8357721,13985,105027,102928,2099,197796904,1647,1610,37,2737,49946,148418,193810,128738,128893,106499,94141,46571,114239,3500,0,867010,,,,,,3451,12907,22463,15938,8696,3011,1464,234,3720,6364,3929,15177,4009,14410,25080,17734,9712,3398,1593,252,4099,6977,4299,16896,2951,11291,19981,13636,7284,3091,1193,264,2871,5399,4065,12052,37328,129134,248151,153805,86733,38839,13577,3360,40398,75745,49139,138546
536,537.0,UTTAR PRADESH,AYODHYA,211650,203196,73214,329,129653,85424,103871,85368,103802,58409,73713,86924,404,140,42466,1396130,31137,972513,110,3621,542,837441,2372264,163,1,5303,1514,5315,1515,1057778,20362,198965,189376,9589,497745458,0,0,0,0,86409,245487,335985,289199,303618,246004,238554,178065,408063,23000,17894,2153933,,,,,,21338,40699,43378,27590,12010,7244,2565,8930,8406,16940,15116,32578,24143,45786,48974,31078,13373,8116,2764,9959,9269,18442,16453,35751,16092,33491,38416,23305,10420,6312,2504,5107,7073,14292,12413,25997,191685,447507,532418,269216,120270,71363,27518,54846,79583,173451,144837,259584
537,538.0,UTTAR PRADESH,AZAMGARH,408492,386415,148557,848,237010,159373,175208,159226,175036,90963,142878,155604,262,192,85884,2835307,56742,1783504,252,8766,304,1650500,4627577,100,0,8832,1443,8836,1462,1484179,16530,302309,296801,5508,730336341,8305,8201,104,6417,57496,467379,1128030,604973,852155,591314,367488,245741,314144,13600,13071,4328014,,,,,,24770,88122,96893,50978,14947,4622,1384,1085,6375,7026,3386,10880,26182,95466,104588,54195,15502,4784,1441,1123,6570,7253,3473,11292,20648,85103,113223,58345,16660,4601,1534,933,5026,7705,3297,8321,238133,1291567,1872481,714248,199588,47637,16668,9644,48883,107614,40419,68509
538,539.0,UTTAR PRADESH,BAGHPAT,31502,30936,7951,8,22977,4803,5965,4799,5960,4995,4272,5247,39,10,2877,103636,1393,54028,2,54,26,47580,157718,22,0,324,88,325,89,329106,1828,26226,23051,3175,29562434,460,438,22,5742,3589,13804,17708,16889,18430,17123,12842,12010,41409,3400,514,147699,,,,,,668,1173,1240,1260,1337,1001,370,482,568,697,1568,1578,809,1439,1455,1453,1520,1181,442,578,693,832,1821,1823,569,1047,1159,1162,1265,1006,432,449,566,671,1485,1800,5047,13586,18681,18019,17485,14343,5352,5469,7517,9954,18845,23420
539,540.0,UTTAR PRADESH,BAHRAICH,380307,363090,81371,1942,279777,129807,164888,129630,164626,84862,111574,137825,643,292,85913,3031672,24834,883019,827,29552,393,1290644,3944243,130,7,8793,1227,8805,1264,16282929,20284,325034,319557,5477,739902524,394,393,1,21528,56727,383140,637880,423073,640498,483407,304274,333752,621000,43800,21125,3689283,,,,,,24760,50583,78221,50771,26909,3070,1636,1234,5597,11237,11184,17371,29817,60722,94894,59829,31371,3409,1807,1355,6638,12805,12568,19920,19339,47030,76896,52149,21477,3671,1487,1034,4987,10966,12290,15154,272159,668187,1387340,734295,272817,41123,19491,13670,55833,141852,180063,161846
540,541.0,UTTAR PRADESH,BALLIA,274889,254334,39388,5034,209912,100353,114737,100276,114609,62898,86686,97637,322,107,70901,2458799,13800,487205,1985,70286,693,1073781,3016290,40,6,5759,747,5782,772,9502256,23948,187649,182835,4814,516964563,1977,1902,75,26507,33171,272586,643002,365066,459325,403345,248752,220648,355173,18200,14997,2838299,,,,,,10640,41430,56030,38937,16662,4120,2087,876,4388,8044,6452,13823,11344,45632,62295,42613,17917,4296,2199,921,4668,8509,6859,15006,8006,39029,56682,42721,17617,5520,2203,490,2819,6935,6287,12638,86065,607625,954734,642411,237134,78113,31917,7948,31147,114072,99974,143125
541,542.0,UTTAR PRADESH,BALRAMPUR,170901,166919,26902,2252,137765,77413,92737,77342,92629,24838,63333,73697,61,79,51327,1404961,11015,301668,991,27682,857,518518,1734311,9,1,4813,203,4820,210,14502114,13282,158548,149830,8718,414022665,43,40,3,0,41011,297180,387173,306221,283859,162228,83083,66689,106234,3900,2287,1544009,,,,,,17384,44546,49437,21428,6768,1640,329,75,207,1001,1638,3937,20636,51255,57011,24281,7699,1822,381,88,223,1078,1787,4379,12478,35828,40425,16002,3324,461,10,25,142,700,771,2145,173672,581286,674527,214723,43592,4750,77,222,1648,9132,10795,25441
542,543.0,UTTAR PRADESH,BANDA,195103,192695,56225,157,136313,74794,125596,74761,125551,46338,67962,108186,3359,64,47038,1703047,20885,793762,39,1498,113,1055483,2498307,1175,2,4940,2289,4946,2298,1038552,15538,204152,183722,20430,443673022,1284,1090,194,2088,54078,211288,341524,248299,324107,246433,155323,207972,304891,14500,391254,2314620,,,,,,25137,30178,35950,21753,16044,2893,3135,1950,8171,8071,4956,14353,39522,47212,57383,33244,23499,4102,4561,2843,12079,11887,7000,20539,21376,26692,32588,19761,14131,2384,2173,1746,6191,5926,4658,12243,367356,468361,611591,311658,215069,34784,33963,27822,96585,96254,70201,166025
543,544.0,UTTAR PRADESH,BARABANKI,425136,418423,150424,219,267780,107436,135905,107282,135686,63181,93242,115798,274,171,55675,1734911,37530,1173553,37,1016,1882,861717,2909480,78,0,6698,1635,6701,1664,16623752,30609,356828,353731,3097,596969892,1952,1939,13,0,77477,341433,553222,327097,410740,355321,270219,169908,381832,17600,10456,2594287,,,,,,12407,51800,50796,26484,24166,9440,5212,2702,9313,14978,8547,21140,14740,62583,60593,31432,28558,10941,6145,3090,10813,17149,9942,24136,9242,43906,46811,23704,19852,8522,4338,2216,7895,12699,7795,17193,116539,707512,744383,316410,218462,104878,60220,34505,111122,198738,119055,183481
544,545.0,UTTAR PRADESH,BAREILLY,243919,240011,61462,31,178518,84856,99832,84751,99689,37255,67827,76379,70,195,49599,877033,18203,299698,25,336,633,215965,1177067,8,0,2729,219,2740,226,51087509,18178,208996,203247,5749,237005974,8069,7950,119,10208,162983,269717,236331,138831,111518,97965,55291,40711,57959,5100,1970,883861,,,,,,17723,34461,45706,22845,10808,4329,996,1000,4278,4596,3030,8397,20045,39480,52178,25703,12009,4768,1144,1035,4669,4955,3244,9349,10544,26415,37768,19403,8105,3223,959,510,3086,4204,2337,4979,99631,251747,383405,172150,70869,30522,11610,6051,32560,43247,20913,55671
545,546.0,UTTAR PRADESH,BASTI,316731,300562,74332,120,226110,181718,238178,181651,238072,127376,158630,203327,1222,211,119595,4510473,39001,1530261,34,1285,351,2430315,6042019,322,0,12842,2371,12856,2399,1296219,20190,311887,289444,22443,1073382451,16971,16527,444,10590,38191,393336,1196867,641599,1162051,676208,435639,468711,919940,90200,33522,5888198,,,,,,24780,111013,115248,29763,6139,2097,2142,1803,5583,12537,3954,12015,30855,138862,144336,35662,7463,2506,2554,2197,6310,14112,4472,13674,20574,106215,129664,37773,5710,2520,2211,1885,4121,10309,4068,9102,254576,2161697,2549838,514711,77258,39156,36421,33091,51942,172618,56962,107994
546,547.0,UTTAR PRADESH,BIJNOR,196445,187709,77408,559,109742,123692,164188,123617,164097,56738,101137,128206,92,242,56356,1110436,44502,737756,279,5341,96,502682,1853533,29,0,3965,491,3984,503,4429309,17844,235866,226068,9798,366469523,2746,2661,85,16545,255205,384842,315761,213889,185131,136554,96178,83726,188760,8500,1733,1446559,,,,,,21469,33124,48907,36050,14670,9693,14772,8603,23355,43418,26487,27973,24854,40598,60908,44085,19060,11873,17748,10342,27933,53027,31969,34985,11777,24902,38928,20105,11500,7566,11624,6706,18533,33388,21308,20440,83854,204137,351055,150579,100663,65228,98387,50788,149757,256593,183836,175402
547,548.0,UTTAR PRADESH,BUDAUN,234425,224589,49025,65,175499,86270,97901,86151,97752,23450,71557,78957,229,327,55116,1654793,16405,453812,36,1512,522,379521,2110117,53,0,4613,415,4634,430,25979981,21606,178272,176241,2031,410105727,1077,1074,3,11387,75590,269750,351217,279453,289987,247683,151345,169787,259739,20000,3164,1876766,,,,,,20565,36003,42162,31207,26396,15036,6083,1663,6729,10549,6153,9368,22436,39562,46335,33765,28748,16000,6721,1800,7322,11433,6663,10133,15505,28631,34685,25482,21149,11107,4197,1096,4480,7333,4437,6683,186994,372795,478146,316524,279671,139645,56401,12920,51985,93838,55464,73332
548,549.0,UTTAR PRADESH,BULANDSHAHR,100446,97619,27264,0,70355,12387,15005,12382,15000,7675,10247,12285,4,15,7945,160042,2302,36804,0,0,15,79241,196846,0,0,396,42,400,42,1052410,3721,74641,72481,2160,32119672,1616,1570,46,9380,30965,28303,25214,11264,11582,18327,12524,14870,43426,400,0,151713,,,,,,2745,3695,4101,2625,1496,758,585,553,673,886,787,864,3372,4443,4764,2956,1723,982,771,763,859,1179,1119,1219,1947,3029,3471,2074,1271,685,492,489,584,796,722,809,24559,29063,32087,17787,11427,11701,8201,8540,9233,15153,12993,16131
549,550.0,UTTAR PRADESH,CHANDAULI,226151,215923,65442,1186,149295,61545,86535,61513,86488,32701,51921,70179,151,145,33177,944177,18483,527557,261,7346,151,469474,1479080,62,1,3262,405,3283,411,35688470,14176,187731,176623,11108,274116122,7725,6028,1697,20074,52147,215184,334019,146375,191535,164634,116446,54658,192414,6900,8491,1275873,,,,,,6060,29850,31986,16814,4089,1390,1224,848,4014,5274,5365,8026,8251,39404,42264,22082,5278,1878,1725,1180,5310,7003,7448,10392,4689,24903,30184,17571,3146,1189,966,732,3241,4969,4262,5763,68823,377893,463741,240930,43031,17601,13513,9639,40521,72089,64217,70805
550,551.0,UTTAR PRADESH,CHITRAKOOT,118712,116729,53932,2,62795,55453,91381,55420,91318,44137,49522,78543,3021,85,23932,916998,25590,935535,0,0,136,790721,1852533,1396,0,3726,1014,3735,1015,122409239,13329,131706,120690,11016,338060223,209,148,61,6090,54110,153289,220036,168175,203834,171491,169774,110284,229749,7800,364001,1700815,,,,,,16444,23489,30131,23772,14764,6851,1285,998,2036,5878,5718,17923,24929,36201,46851,35632,22203,9929,1669,1368,2679,8568,8434,27459,13089,20592,26607,20248,11936,4834,1098,900,1469,4828,5287,14264,185931,340262,448536,276237,160860,61346,13601,11155,17514,58866,65402,212833
551,552.0,UTTAR PRADESH,DEORIA,210730,196086,60694,5355,130037,91515,98974,91319,98716,37268,77479,82577,200,56,52384,1722043,22920,778729,2175,76951,231,838380,2577723,58,7,5199,445,5225,455,73567901,14577,172147,169237,2910,445225456,4620,4566,54,59121,29288,244386,684537,373979,408210,360057,186546,130474,165825,9500,10912,2488716,,,,,,11349,44890,47623,24950,7441,2115,194,298,834,3016,1903,5989,11813,47378,50763,26388,7730,2165,196,306,847,3117,1921,6152,9380,41211,53215,29587,8797,3173,574,114,576,2109,1782,4466,148089,765855,931456,457973,127019,44939,7292,2164,5620,38022,25434,49851
