,Sno.,State Name,District Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:18-30yrs,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
0,1.0,ANDAMAN AND NICOBAR,NICOBARS,5620,5619,4,3966,1649,927,1116,927,1116,200,926,1111,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4425,4246,179,2084697,2,2,0,0,1111,3545,5592,3016,4010,2864,2390,894,922,0,835,22860,222.0,408.0,297.0,140.0,44.0,241,302,358,264,489,34,0,0,0,39,24,0,251,313,453,272,633,40,0,0,0,41,26,0,241,302,353,282,488,146,21,0,0,39,63,0,2736,3284,4509,3464,7796,1612,31,0,0,526,1221,0
1,2.0,ANDAMAN AND NICOBAR,NORTH AND MIDDLE ANDAMAN,20234,20234,0,0,20234,7334,9208,7332,9204,9102,7186,8995,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20847,20614,233,28568760,103,102,1,41400,6360,18826,25267,31861,32332,29493,28927,29569,43360,40500,1929,275411,1218.0,3446.0,2425.0,1263.0,643.0,2484,2624,2199,766,1409,771,667,793,1984,2462,3295,2932,2920,3145,2553,838,1598,897,770,868,2276,2910,3852,3343,2336,2792,2214,977,1367,721,722,931,1918,2614,3373,2915,30745,38428,26537,9251,17004,7956,7539,10240,20229,32610,49975,37910
2,3.0,ANDAMAN AND NICOBAR,SOUTH ANDAMAN,10170,10170,0,0,10170,3509,3979,3484,3946,1608,3480,3942,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9173,8731,442,10059280,101,101,0,8740,6812,13639,10664,10765,9492,7485,6688,6307,7025,900,4001,71376,405.0,1364.0,1092.0,627.0,403.0,0,185,1243,967,1330,892,361,1243,841,950,801,437,0,195,1407,1072,1421,967,380,1343,890,990,845,459,0,212,1274,995,1368,952,411,1257,899,961,856,476,0,1773,11178,7988,12940,6516,2905,12381,8040,6616,9046,4395
3,4.0,DADRA & NAGAR HAVELI,DADRA AND NAGAR HAVELI,8157,3549,1,3496,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2181,2172,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5.0,DAMAN & DIU,DAMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6.0,DAMAN & DIU,DIU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,7.0,LAKSHADWEEP,LAKSHADWEEP DISTRICT,8243,8071,9,7972,90,8,8,8,8,4,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3253,3249,4,0,4521,4507,14,0,0,110,0,0,0,0,0,0,0,0,0,0,0.0,4.0,1.0,1.0,2.0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,40,0,0,0,0,0,70,0,0,0,0,0
7,8.0,NAGALAND,DIMAPUR,72021,71827,3581,64356,3890,69859,78970,69783,78850,14117,69471,78487,40,25,3838,233483,3574,201624,62059,3755735,178,1044867,4190842,0,35,4693,1333,4693,1333,12633,3788,14254,13982,272,59970597,0,0,0,0,9109,50698,74683,340332,262039,423742,998294,620672,1407272,3900,101,4179029,7868.0,23487.0,22788.0,16270.0,8074.0,67302,67479,67158,65572,58025,64973,64215,61469,63670,54956,51190,36765,68307,68249,67551,65584,58219,65225,64486,61687,63694,54959,51251,36765,67018,66925,67116,65204,57195,64950,62957,61341,63556,54742,50293,36023,568813,508705,498106,361420,242110,318334,249055,286493,252382,354466,361539,189419
8,9.0,NAGALAND,KIPHIRE,23528,23528,3,23471,54,23483,24148,23483,24148,1674,22677,23322,0,4,54,4549,3,259,22620,1693149,19,498341,1697957,0,0,3234,813,3234,813,1402325,1931,636,632,4,9900360,0,0,0,0,0,0,8004,7884,44780,220065,230014,220778,966432,0,0,1697957,4931.0,7400.0,5392.0,3333.0,2266.0,23296,19192,21563,19973,19281,19749,11071,13639,11930,13885,11593,14975,23296,19193,21564,19973,19281,19789,11078,13639,11938,13899,11618,14999,22442,18286,20225,18984,18237,18983,10135,12891,11311,13160,10887,13510,228740,205434,198457,181378,142978,186120,60681,93956,74302,147806,110968,67137
9,10.0,NAGALAND,KOHIMA,53511,53511,0,53510,1,53430,68276,53428,68170,6067,53426,67926,0,14,0,0,0,0,53426,2779955,3,1184588,2779955,0,0,4676,1006,4676,1007,4375369,1738,11423,11395,28,79045093,5,5,0,33058,5552,30797,68742,159447,479957,839812,900342,219918,75388,0,0,2760061,8397.0,20642.0,16658.0,12264.0,9965.0,46710,40351,46984,47116,41627,35580,31867,28092,29445,39057,34206,29164,53989,44724,49559,48253,42505,37898,33448,30746,31221,39859,34975,30200,44624,39120,45623,43827,39850,34866,30177,25530,29240,39185,34936,29635,365011,321378,351587,348212,275070,177676,103621,137162,110590,266420,203200,120028
10,11.0,NAGALAND,LONGLENG,21773,21773,1,21672,100,19790,28697,19718,28624,2085,19654,28551,0,4,76,5874,1,99,19577,1595453,0,425543,1601426,0,0,2626,1464,2626,1464,1044481,2095,6643,6288,355,54061402,0,0,0,0,2199,3057,2663,14079,17136,37950,30537,395757,1098048,0,0,1597513,2290.0,7798.0,8263.0,6744.0,3456.0,17394,17267,17216,17519,15054,17130,17134,8749,9554,8506,14805,1913,17409,17289,18467,17744,15146,17192,17138,8749,9554,8510,14877,1928,17356,17258,17197,17355,12918,17127,17129,18204,17950,17831,14404,13991,199393,190506,185690,189906,95753,194299,168709,103524,53088,67253,77337,75968
11,12.0,NAGALAND,MOKOKCHUNG,35710,35706,1,35399,306,36321,44059,36320,44057,1599,36304,44027,96,1,328,25812,1,47,35975,2950623,5,880608,2976482,0,96,4147,1950,4147,1950,9455,1356,8432,8400,32,47024355,0,0,0,0,1743,2553,1491,6324,10943,44589,259314,670541,1969384,9600,0,2973754,3103.0,10427.0,10750.0,9345.0,10402.0,28076,27406,28710,27202,32028,29291,26343,28099,22806,29587,30438,29872,28100,27407,28751,27208,32033,29515,26347,28122,23755,29742,30475,32197,27935,27380,28699,27056,31940,28950,26339,28043,25672,29516,30411,29868,280736,251492,262371,204197,293794,185142,145624,252661,142059,285940,293862,378604
12,13.0,NAGALAND,MON,38505,38505,7,38186,312,37662,38480,37662,38392,1671,37662,38323,0,7,312,29433,0,0,37350,3174529,0,1008358,3203962,0,0,4662,2112,4662,2112,9346,1954,10387,10386,1,96455031,0,0,0,0,175,474,0,65,0,224,271804,102774,2828446,0,0,3203332,3481.0,9812.0,9904.0,8998.0,6128.0,37589,37589,37589,37589,37589,37589,37589,37582,37582,37519,37238,36247,37618,37589,37589,37887,37611,37600,37690,37583,37582,37519,37238,36288,37589,37588,37589,37583,37583,37503,37589,37582,37582,37519,37236,36247,416409,380491,379615,260188,213281,262700,284944,249951,149972,249470,215842,141099
13,14.0,NAGALAND,PEREN,25765,25765,17,25676,72,25765,40168,25765,40153,3194,25765,40128,0,33,72,5846,17,1384,25676,2098019,1,462698,2105249,0,0,3868,1566,3868,1566,1451225,2402,6006,6000,6,62447330,0,0,0,0,0,0,1567,1579,334,7215,102497,689157,1302900,0,0,2105249,4012.0,13774.0,11377.0,8626.0,2339.0,25733,25755,25761,25765,25748,25573,25726,25554,25366,25426,25265,17955,35494,29862,28387,27458,25798,27344,26312,25571,25409,27037,27376,20129,25733,25445,25761,25722,25627,25505,25713,25013,25095,25076,24767,24555,263595,249997,250133,245243,152323,288945,216642,43604,37004,129759,153733,74271
14,15.0,NAGALAND,PHEK,33943,33943,7,30746,3190,33831,39381,33831,39355,1934,33830,39310,46,17,3189,239420,7,514,30634,2213781,40,744933,2453715,0,46,3335,1638,3344,1638,439690,2411,8801,8787,14,63236530,0,0,0,0,53,76,84,38290,59163,219576,665264,647905,818660,200,4444,2453601,2496.0,10028.0,10019.0,7975.0,8792.0,33817,33821,33825,33810,33807,33795,32209,33801,30409,33708,33341,31439,34176,34208,34554,34357,34889,33815,32224,34104,30524,34338,33542,31518,33806,33816,32429,30551,33634,32052,28720,33128,32600,33695,32432,32057,257642,236666,211566,235538,225024,200634,190088,231882,138089,245719,191556,89311
15,16.0,NAGALAND,TUENSANG,48554,48554,7,41979,6568,48560,67448,48560,67448,3626,48560,67426,0,3,6571,396821,7,389,41982,2449471,3,866148,2846681,0,0,4296,1255,4296,1255,3897822,2505,5280,5277,3,33189704,0,0,0,0,5,91,34317,213119,351658,539945,883269,507742,316535,0,0,2846676,10352.0,21119.0,16868.0,11620.0,7467.0,48547,48556,46564,46566,39834,26528,34192,30763,40191,45011,18636,32090,50597,50478,48088,47080,40962,26561,34203,30763,40274,45908,18637,32122,48547,48555,46564,46562,39802,26487,34002,30744,40156,45011,41090,32033,409624,431597,366741,315232,209711,92191,108889,78409,231117,351399,145479,106292
16,17.0,NAGALAND,WOKHA,38595,38595,16,38022,557,38396,38404,38158,38166,2076,36884,36891,0,6,531,36021,16,993,36337,2467387,3,872992,2504401,0,0,3826,1093,3826,1093,7348,3420,5122,5116,6,53768857,1,1,0,10626,1359,562,3814,12867,68598,351161,869558,856824,339658,0,0,2502978,4390.0,10073.0,9422.0,6659.0,6347.0,38086,38090,38091,28648,38279,37790,35898,37332,35061,36148,34497,35147,38087,38090,38092,28648,38282,37790,35899,37332,35063,36149,34497,35147,36197,36122,36433,27254,36446,36339,34878,36241,34229,35162,33158,33631,282178,276082,270119,201922,96081,88235,78760,222679,126593,235735,211164,414853
17,18.0,NAGALAND,ZUNHEBOTO,37808,37808,0,37649,159,34335,51950,34329,51911,5856,34118,50854,0,8,9,500,0,0,34109,2709535,12,638476,2710035,0,0,3633,1267,3633,1267,943185,1392,6586,6572,14,25756260,0,0,0,0,2167,5363,931,1990,40162,55590,348577,601200,1654055,0,0,2707275,2733.0,12172.0,14233.0,11459.0,10257.0,33616,33269,29310,28505,28768,33491,21443,19867,15715,15052,13649,4617,36039,34162,31810,29650,30921,34702,21984,20168,16356,17797,14061,4952,33383,33207,33536,33318,32820,32462,32636,22047,18254,16302,14049,13128,326161,231875,280106,255871,300808,424601,403117,188095,87955,81418,71911,58117
18,19.0,ANDHRA PRADESH,ANANTAPUR,795844,795844,143876,36034,615934,268252,500279,263583,491649,525886,278974,489229,62524,6400,213611,13561090,52283,2976033,13080,780982,59149,9534962,17318105,9935,2795,25653,15707,25713,15737,531605,455456,664035,664007,28,2475033843,24,24,0,0,173358,431121,690909,790445,1008121,1161364,1096249,1320931,2692059,288000,7806695,17101932,55898.0,151954.0,139489.0,105324.0,76585.0,134722,135419,125955,89043,74316,59943,53377,85343,63525,139151,160299,139924,242323,243610,223557,152551,125368,101757,91602,147823,108821,243434,279652,239617,117637,164923,154589,92533,64158,62376,47168,57393,53930,84892,113629,107915,1966908,3800004,2671242,1223592,733699,668986,528146,679340,662685,1184819,1777173,1579551
19,20.0,ANDHRA PRADESH,CHITTOOR,667913,667913,176951,35836,455126,210888,347664,209508,345230,461923,238092,377486,49768,4997,155521,8938900,71931,3730060,10640,549835,68761,7653612,13218795,13370,2060,19599,9991,19706,9991,260342,466658,566911,566889,22,1886299064,10767,10767,0,851962,215765,417011,568997,586212,744362,826181,734711,917202,1984076,423000,5818081,12846666,,,,,,111180,120047,125850,108200,97829,86447,76027,68199,61841,64793,106432,108284,173470,189135,198626,166566,147269,127920,110770,100622,91011,94886,157362,159542,83495,106005,118212,100625,90905,76221,70269,53996,50938,48672,73259,77445,1345943,2034648,1901248,1350900,1151214,879608,806361,647673,633005,586490,924833,973675
20,21.0,ANDHRA PRADESH,CUDDAPAH,564721,564721,135302,17992,411427,236048,403661,234837,401703,435170,215951,345036,41900,4131,156621,9525023,54117,2929990,5213,275473,57763,8059696,12730486,9172,949,17484,8189,17515,8199,196115,326031,324537,324534,3,1379006007,168004,168004,0,261209560,121958,306224,502937,643939,817734,932211,943604,1027088,2333790,893800,4287186,12576177,,,,,,169485,189230,181397,129994,61418,40249,36748,99899,84297,82551,123673,140349,279647,314433,298632,205276,91018,60144,52960,156466,131144,127700,194025,221611,110955,156146,142294,93319,70102,49110,41561,41136,34851,32288,64258,80912,1885821,3469665,2248023,1014275,513232,347883,292299,413008,382870,338863,817788,1086744
21,22.0,ANDHRA PRADESH,EAST GODAVARI,800901,800901,218560,95424,486917,366997,568032,365725,565902,682049,393963,588396,20647,11190,211896,8104906,123842,5360317,58225,3039499,77284,8744053,16504722,6992,5071,23634,14566,23646,14573,288331,370200,402872,402845,27,1419059009,419251,419250,1,780092783,335713,818762,1320597,1596393,1690892,1670834,1658322,1594384,3676215,1634200,506919,15897040,,,,,,255303,317645,284036,109693,61596,52261,64283,56761,48568,76576,174683,184663,379223,480062,416741,145363,78352,64710,83436,72933,60160,97150,236116,250786,197589,294714,243841,70797,45622,60489,75257,55418,39267,43340,124695,146802,2864577,5185834,2915783,615335,342637,278661,490305,414510,228698,315461,1276033,1575397
22,23.0,ANDHRA PRADESH,GUNTUR,782077,782077,238913,58208,484956,327595,584824,321196,572869,416327,328144,522575,5630,4300,196281,4948447,109147,2792201,22716,630347,52329,4510200,8370995,1739,874,11876,6810,11885,6811,137991,307011,472031,472003,28,907612017,20487,20487,0,272080,418449,896131,1134077,1103346,1013152,858837,720355,580667,1016474,365700,337839,7674699,,,,,,232489,273618,213443,68011,44534,30281,18361,8481,2765,4637,31446,59824,408061,483164,369502,113580,71251,45676,28023,13670,4502,7241,49212,95198,137357,187444,128144,41852,29462,58196,129514,39780,14548,7959,19819,41188,2102098,2982873,1488364,341711,207119,223640,282163,131457,65058,65864,168052,386628
23,24.0,ANDHRA PRADESH,KRISHNA,605090,605090,223035,25551,356504,283307,508899,282810,508149,264398,228690,382340,5670,4327,130084,4356744,90714,3054999,7892,287858,22078,4353361,7699601,2344,254,10041,6539,10042,6539,97977,174079,402690,402684,6,841612991,14133,14133,0,0,263237,654118,895885,960358,917157,816429,705183,640731,1252588,421600,175870,7208352,,,,,,213425,232866,187964,77736,44892,26925,18867,27028,16320,45397,106565,136932,374330,408575,324215,128147,72705,43693,30134,43059,24497,71600,174256,227639,141221,164933,97521,38840,21949,19208,15459,8918,5477,11076,26056,51751,2299741,2768535,940012,332679,179207,128895,90344,41954,32283,73943,264548,551015
24,25.0,ANDHRA PRADESH,KURNOOL,768430,768430,180355,20664,567411,363807,709091,360348,702170,456932,305728,560441,38525,4930,220387,11443987,78104,3841682,7237,519185,103120,8552794,15804854,8853,1729,20105,13981,20245,13989,237861,385063,554681,554676,5,1674889483,0,0,0,0,208998,580423,909681,1134722,1289542,1368227,1347071,1449880,2737076,528400,4242983,15375194,,,,,,255684,279892,189011,84555,44984,22848,21271,52457,52832,94086,221848,241960,488820,538514,350837,150247,77592,39974,36509,94469,95080,171466,411341,446499,188285,231727,113040,62224,52447,32063,23537,29139,30020,28904,81925,107163,3739203,5219599,1329475,633454,557387,327181,208561,278853,348046,333084,1182632,1642637
25,26.0,ANDHRA PRADESH,NELLORE,590851,590851,192469,76633,321749,273490,480260,271033,475760,448817,242265,388241,45409,3646,137987,7775479,84131,4352692,20147,846194,59825,7557213,12974365,14807,2807,15100,9014,15125,9017,151103,374756,391727,391675,52,1370678475,28252,28252,0,1402843,207991,403185,573976,683485,783421,857935,863438,903520,1942704,682000,5118618,12662324,,,,,,121593,157339,175649,173844,145730,123400,120624,133858,104133,106568,148389,193324,202820,266664,299285,293045,238901,197940,192355,218725,167847,171561,239277,315631,56854,99794,117494,119760,91845,76114,74804,75053,56974,50911,86372,123696,709497,1481544,1813843,1571873,1085935,804138,828664,841214,625316,539313,1081739,1637197
26,27.0,ANDHRA PRADESH,PRAKASAM,728978,728978,206871,40738,481369,426113,760196,417005,743393,621477,392898,661586,55452,5947,263183,13666072,117429,5791822,12286,603180,83538,11811840,20061074,15731,1779,24593,21877,24631,21900,305236,465207,647486,647409,77,2147163468,3528,3528,0,349368,274873,733432,1119349,1393204,1582157,1736974,1653992,1668760,3118700,624600,6241569,19617997,,,,,,290757,305360,312090,239184,189545,91698,76846,122713,109743,132594,206103,235741,508279,536533,542144,404374,313847,147229,121882,201512,183965,223726,347578,399176,169699,257170,253828,175330,109927,59885,71943,74684,59886,51145,85360,124657,2675544,4755926,3881860,2038685,1108692,477840,556233,690153,625325,580851,1089932,1666569
27,28.0,ANDHRA PRADESH,SRIKAKULAM,568351,568351,59428,43576,465347,412958,720357,410209,715425,682224,366290,578752,52259,9228,296770,16132383,38689,2213954,30831,1955860,69271,13515554,20302197,6278,7184,21433,12158,21449,12158,279221,359010,289433,289414,19,1093636203,492281,492281,0,1037656384,205318,514875,854771,1159291,1441207,1688357,1914668,2019683,4801749,2807100,2893540,19922745,,,,,,348210,347482,338786,194849,94675,66729,52430,41419,103111,159272,293946,331415,589075,585519,568960,316286,152709,107426,84796,69225,168769,258780,478050,532574,213435,258057,248958,86076,42177,61084,63507,28845,41494,57526,177674,237158,2854892,4746098,4295823,679641,208146,201185,190187,114646,354062,509284,2226422,3920173
28,29.0,ANDHRA PRADESH,VISAKHAPATANAM,472841,472841,33318,162520,277003,214590,357818,214362,357460,559883,328278,582788,98697,5902,176454,12182669,18532,1164329,133292,9089820,75512,12965072,22436818,4688,42575,29611,14746,29624,14747,350679,341982,254976,254952,24,1220574343,490251,490251,0,1797059689,95016,302709,557248,781446,1094921,1357357,1472978,1702272,4984372,8927000,1282136,22356710,,,,,,187448,192820,185537,114648,80239,82747,98097,85405,68384,121742,156370,148910,304309,311544,296624,172567,119196,122814,145230,123528,98141,180726,233600,217390,188197,231430,247697,108429,69133,83733,95373,59193,50671,84172,165902,163465,3320069,4124511,4431751,1193998,705029,1036101,1165415,662125,530095,772278,2297597,2318486
29,30.0,ANDHRA PRADESH,VIZIANAGARAM,511486,511486,56984,63451,391051,310946,560160,310734,559792,639384,361601,611636,76765,11613,273481,18470027,40440,2693232,47680,3082908,90451,15204564,24246167,8754,10008,26825,16245,26839,16245,319822,393794,458840,458774,66,2105602549,160313,160313,0,457735983,107344,314066,589069,912659,1320529,1724831,2017824,2268424,6904064,4954000,3135602,24040479,,,,,,276922,288709,282677,168011,75781,42115,33271,27232,21561,148393,248083,251211,481835,501182,487475,272442,117657,62788,50433,40985,33092,237818,404209,402051,237562,302870,293863,93809,35381,46579,32825,19685,15102,84836,220309,232462,3707292,6190809,5300043,890755,259748,256898,172023,118520,97187,711331,3065531,3478275
30,31.0,ANDHRA PRADESH,WEST GODAVARI,696901,696901,228499,40564,427838,319982,544123,319600,543490,468909,310445,496008,26828,4549,183649,7719216,105855,5022909,20941,1098417,47792,7234877,13840542,10453,2360,17209,10547,17228,10548,162896,248943,557189,557120,69,1655732930,0,0,0,0,263793,695617,1024541,1162750,1228063,1230782,1200674,1231106,3015479,1875400,913472,13341259,,,,,,190497,267637,228807,118040,86062,62258,48624,56840,52813,73537,149771,186735,321572,451280,376791,183422,131713,93778,71203,83936,77781,110065,229349,287285,120956,215327,174434,65022,47158,35728,34622,30506,24601,33484,100311,137946,1767397,4124834,2327224,691111,516404,356265,326415,293940,253334,345970,1144587,1694196
31,32.0,ARUNACHAL PRADESH,ANJAW,7315,7241,0,7133,108,6831,6831,6831,6831,1860,6674,6674,0,0,85,3028,0,0,6589,196834,0,91815,199862,0,0,168,54,348,62,1764,339,5435,5435,0,14514201,2,2,0,5661,25665,15252,29047,8680,1094,7123,74275,35542,3184,0,0,172334,,,,,,0,6396,4555,2501,1789,2028,2784,1048,626,214,17,0,0,6396,4555,2501,1789,2028,2784,1048,626,214,17,0,0,6356,1945,1956,1735,2009,2738,871,621,202,13,0,0,63557,18700,29340,26025,20362,22378,8872,7937,2637,54,0
32,33.0,ARUNACHAL PRADESH,CHANGLANG,12799,12788,2,9955,2831,11428,13888,11301,13595,2565,11301,13562,0,14,2422,69038,0,0,8879,264180,0,85069,333218,0,0,494,329,494,331,390642,864,12415,8499,3916,40033971,1305,1291,14,3818167,2690,51024,103265,51300,37673,32473,21257,12481,21055,0,0,310916,,,,,,4145,2549,3852,2840,876,646,458,862,3398,589,2835,671,5007,2808,4093,2912,1071,930,665,918,3401,618,2930,817,3691,2940,3868,2781,859,645,449,900,3406,579,2938,1267,50219,48919,53006,26186,20087,17621,11497,13910,29979,9801,28144,23849
33,34.0,ARUNACHAL PRADESH,EAST KAMENG,20302,20217,6,19938,273,19120,20783,18879,20502,1093,17935,18584,0,5,240,9950,5,225,17690,697809,117,217028,707984,0,0,1307,660,1310,799,23199767,510,12031,11024,1007,77086246,77,77,0,382018,2023,36206,81263,145075,176605,106975,56548,52851,50438,0,0,700412,,,,,,12553,11071,9710,9174,9821,10953,7524,6555,6207,4189,5463,2850,13176,11339,9735,9415,10303,11027,7529,6559,6270,4248,5463,2852,6763,5156,4935,4085,4350,7777,6067,5676,5390,3294,4637,2223,73925,71238,74119,48557,52014,99568,62518,60051,57938,36398,49560,22098
34,35.0,ARUNACHAL PRADESH,EAST SIANG,8593,8582,8,7737,837,7483,7721,7478,7713,628,7473,7702,0,2,795,29495,8,283,6670,222495,2,97861,252273,0,0,209,117,209,117,32848,457,9772,9427,345,16293732,0,0,0,0,485,9870,101687,86323,23700,6532,1194,10026,12456,0,0,251055,,,,,,2214,2214,128,659,899,3004,82,0,300,5557,3225,4,2214,2214,130,754,900,3008,82,0,306,5563,3238,4,2214,2122,126,690,1037,3108,82,82,377,5549,3223,712,7437,24020,1444,9947,12051,46331,1508,2132,6099,74238,56114,10952
35,36.0,ARUNACHAL PRADESH,KURUNG KUMEY,12284,12119,3,11412,704,10807,11175,10806,11162,1714,10797,11153,0,10,668,37520,3,169,10126,679923,2,242923,717612,0,0,782,308,782,308,2855630,412,5827,5793,34,32570049,8,8,0,39145,1582,1383,3019,30865,49216,36819,115414,288463,190851,0,0,714966,,,,,,10531,10194,10578,8741,8970,8713,8433,1832,187,1216,245,1432,10532,10195,10586,8741,8971,8714,8433,1832,187,1216,245,1432,9919,9546,10177,8089,9153,7976,6809,1495,0,909,245,1266,65681,81305,101210,112148,116496,113138,80355,19956,0,13323,1627,12373
36,37.0,ARUNACHAL PRADESH,LOHIT,4983,4974,13,4250,711,4829,5094,4820,5083,342,4818,5078,0,9,670,26096,11,318,4137,163577,0,80779,189991,0,0,290,190,290,190,1627,130,4850,4826,24,20092006,109,109,0,719223,19,795,16197,107928,29724,24068,9188,144,1928,0,0,189972,,,,,,3603,3750,3595,1655,14,947,3420,1773,0,1396,0,0,3634,3796,3663,1656,14,947,3420,1774,0,1396,0,0,3451,3539,1952,1651,22,947,3420,1772,0,1158,0,0,20782,26182,16327,6230,462,6355,82875,16886,0,13892,0,0
37,38.0,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,6979,6978,14,6425,539,6479,6591,6452,6549,800,6447,6540,0,5,466,11739,13,227,5968,144987,4735,57629,156953,0,0,138,101,138,101,1120,364,6639,6251,388,11275411,676,670,6,1059691,1574,31499,76053,5887,34951,3526,3235,147,81,0,0,126864,,,,,,0,54,851,1331,3639,1776,488,339,92,42,916,344,0,55,852,1335,3650,1783,489,341,92,42,925,345,0,54,846,1293,3612,1761,480,298,78,42,905,332,0,304,6894,20587,60852,33230,11205,4531,1888,480,13439,3543
38,39.0,ARUNACHAL PRADESH,LOWER SUBANSIRI,21211,21201,19,20669,513,21995,22709,21995,22704,5890,21944,22647,0,36,534,22401,21,1065,21389,1088068,3711,433010,1111534,0,0,564,336,564,344,139399,998,3015,2994,21,5830697,1,1,0,2924,1939,9819,47502,23983,370751,481029,127890,38722,6627,0,0,1104101,,,,,,14403,16341,14130,13749,5580,9459,5677,2776,2734,11715,216,0,14429,16362,14155,13768,5589,9471,5678,2776,2734,11716,216,0,13660,15606,13747,13469,5553,8301,5629,2712,2725,11657,215,0,128017,138810,160786,172459,88212,118914,61311,28788,40086,169607,1272,0
